"org_name","tax_id","sporulation","gram_stain","metabolism","cell_shape","motility","ref_type","reference"
"Pelodictyon luteolum",1100,"0","0",NA,NA,"no","doi","doi.org/10.1093/nar/gkw964"
"Natrialba taiwanensis",160846,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Prosthecochloris aestuarii",1102,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Coriobacterium glomerans",33871,"0",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Coriobacteriaceae bacterium BV3Ac1",1111135,"0",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Lentibacillus jeotgali",558169,NA,"1",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Staphylococcus pseudintermedius",283734,"0","1",NA,"coccus","no","doi","doi.org/10.1093/nar/gkw964"
"Chloroflexus aurantiacus",1108,"0","0",NA,"filamentous",NA,"doi","doi.org/10.1093/nar/gkw964"
"Gelidibacter mesophilus",169050,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Agrobacterium fabrum",1176649,"0","0","strictaero","bacilli",NA,"doi","doi.org/10.1093/nar/gkw964"
"Oenococcus kitaharae",336988,"0",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Borrelia bavariensis",664662,"0","0",NA,"spirilla","yes","doi","doi.org/10.1093/nar/gkw964"
"Bradyrhizobium sp. ORS 285",115808,"0","0",NA,"bacilli",NA,"doi","doi.org/10.1093/nar/gkw964"
"Halomonas titanicae",664683,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Arthrobacter phenanthrenivorans",361575,"0","1","strictaero",NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Desulfatibacillum aliphaticivorans",218208,"0","0","strictanaero",NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Microcystis aeruginosa",1126,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Mycobacterium africanum",33894,"0","1","strictaero","bacilli","no","doi","doi.org/10.1093/nar/gkw964"
"Sphingomonas melonis",152682,"0","0",NA,"bacilli",NA,"doi","doi.org/10.1093/nar/gkw964"
"Parabacteroides goldsteinii",328812,"0",NA,"strictanaero","bacilli",NA,"doi","doi.org/10.1093/nar/gkw964"
"Haloterrigena salina",504937,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Streptomyces avermitilis",33903,"1","1","strictaero","tailed","no","doi","doi.org/10.1093/nar/gkw964"
"Candidatus Arthromitus sp. SFB-rat-Yit",1041504,"0",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Bifidobacterium thermophilum",33905,"0",NA,NA,NA,"no","doi","doi.org/10.1093/nar/gkw964"
"Slackia sp. CM382",1111137,"0",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Actinopolyspora mortivallis",33906,NA,"1",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Pyrobaculum neutrophilum",70771,"0",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Bartonella sp. DB5-6",1094755,"0","0",NA,"bacilli",NA,"doi","doi.org/10.1093/nar/gkw964"
"Amycolatopsis mediterranei",33910,"1","1","strictaero",NA,"no","doi","doi.org/10.1093/nar/gkw964"
"Pseudomonas plecoglossicida",70775,"0","0","strictaero",NA,"yes","doi","doi.org/10.1093/nar/gkw964"
"Synechocystis sp. PCC 6803",1148,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Acinetobacter sp. NIPH 542",1217688,"0","0",NA,NA,"no","doi","doi.org/10.1093/nar/gkw964"
"Trichormus azollae",1164,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Acinetobacter sp. CIP 64.2",1217694,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Anabaena cylindrica",1165,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Halanaerobium hydrogeniformans",656519,"0",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Acinetobacter sp. NIPH 1859",1217695,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Anoxybacillus flavithermus",33934,"1","1",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Acinetobacter sp. NIPH 298",1217692,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Carnobacterium sp. WN1359",1266845,"0",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Acinetobacter sp. NIPH 2171",1217693,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Thermosediminibacter oceani",291990,"0",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Anabaena variabilis",1172,"0","0",NA,"filamentous",NA,"doi","doi.org/10.1093/nar/gkw964"
"Geobacillus thermodenitrificans",33940,"1","1",NA,"bacilli","yes","doi","doi.org/10.1093/nar/gkw964"
"Geobacillus thermoleovorans",33941,"1","1",NA,NA,"yes","doi","doi.org/10.1093/nar/gkw964"
"Candidatus Atelocyanobacterium thalassa",713887,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Kyrpidia tusciae",33943,"1",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Enterococcus avium",33945,"0",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Anabaena sp. 90",46234,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Bacteriovorax sp. Seq25_V",1201288,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Bacillus infantis",324767,"1",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Halovivax asiaticus",332953,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Acinetobacter sp. ANC 3789",1217714,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Clostridium magnum",33954,"1",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Acinetobacter sp. NIPH 758",1217712,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Thermoplasma volcanium",50339,"0",NA,NA,NA,"no","doi","doi.org/10.1093/nar/gkw964"
"Acinetobacter sp. NIPH 809",1217713,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Pseudomonas fuscovaginae",50340,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Leptolyngbya sp. PCC 7376",111781,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Cupriavidus sp. BIS7",1217718,"0","0",NA,"bacilli",NA,"doi","doi.org/10.1093/nar/gkw964"
"Sphaerochaeta globosa",1131703,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Lactobacillus johnsonii",33959,"0","1","facultative",NA,"no","doi","doi.org/10.1093/nar/gkw964"
"Stackebrandtia nassauensis",283811,NA,"1","strictaero",NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Sphaerochaeta pleomorpha",1131707,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Leuconostoc citreum",33964,"0","1","facultative",NA,"no","doi","doi.org/10.1093/nar/gkw964"
"Thermofilum sp. 1910b",1365176,"0",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Bradyrhizobiaceae bacterium SG-6C",709797,"0","0",NA,"bacilli",NA,"doi","doi.org/10.1093/nar/gkw964"
"Leuconostoc pseudomesenteroides",33968,"0","1","facultative",NA,"no","doi","doi.org/10.1093/nar/gkw964"
"Methanocaldococcus sp. FS406-22",644281,"0","0","strictanaero","coccus",NA,"doi","doi.org/10.1093/nar/gkw964"
"Acinetobacter sp. NIPH 3623",1217698,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Melissococcus plutonius",33970,"0",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Microbacterium luticocti",451764,"0",NA,NA,NA,"no","doi","doi.org/10.1093/nar/gkw964"
"Acinetobacter sp. NIPH 2036",1217696,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Acinetobacter sp. NIPH 1847",1217697,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Acinetobacter sp. NIPH 1867",1217702,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Acinetobacter sp. ANC 4105",1217703,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Trichodesmium erythraeum",1206,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Acinetobacter sp. CIP 70.18",1217700,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Acinetobacter sp. ANC 3880",1217701,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Bacillus infernus",38072,"1",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Acinetobacter sp. NIPH 2168",1217706,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Acinetobacter sp. ANC 3929",1217707,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Thermococcus sp. AM4",246969,"0",NA,NA,"coccus",NA,"doi","doi.org/10.1093/nar/gkw964"
"Acinetobacter sp. NIPH 284",1217704,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Prevotella amnii",419005,"0",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Acinetobacter sp. ANC 3862",1217705,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Opitutus terrae",107709,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Acinetobacter sp. NIPH 899",1217710,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Acinetobacter sp. NIPH 236",1217711,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Acinetobacter sp. NIPH 2100",1217708,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Acinetobacter sp. NIPH 713",1217709,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Frankia sp. Iso899",1283283,"0",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Alloscardovia omnicolens",419015,"0","1",NA,NA,"no","doi","doi.org/10.1093/nar/gkw964"
"Pseudovibrio sp. JE062",439495,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Prochlorococcus marinus",1219,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Glaciecola nitratireducens",300231,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Candidatus Pelagibacter sp. HTCC7211",439493,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Candidatus Rickettsia amblyommii",33989,"0","0","strictaero",NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Rickettsia bellii",33990,"0","0","strictaero",NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Rickettsia montanensis",33991,"0","0","strictaero","bacilli",NA,"doi","doi.org/10.1093/nar/gkw964"
"Chlorobium chlorochromatii",337090,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Rickettsia rhipicephali",33992,"0","0","strictaero",NA,"no","doi","doi.org/10.1093/nar/gkw964"
"Bradyrhizobium sp. Cp5.3",443598,"0","0",NA,"bacilli",NA,"doi","doi.org/10.1093/nar/gkw964"
"Marinimicrobium sp. LS-A18",1381596,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"gamma proteobacterium NOR5-3",566466,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Gluconacetobacter diazotrophicus",33996,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Thioalkalivibrio sp. ALRh",1266911,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Nitrosococcus oceani",1229,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Shewanella oneidensis",70863,"0","0",NA,NA,"yes","doi","doi.org/10.1093/nar/gkw964"
"Rhodobacterales bacterium Y4I",439496,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Enterobacteriaceae bacterium strain FGI 57",693444,"0","0","facultative","bacilli",NA,"doi","doi.org/10.1093/nar/gkw964"
"Thioalkalivibrio sp. ALE19",1266909,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Nitrosospira multiformis",1231,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Ruegeria sp. R11",439497,"0","0",NA,"bacilli",NA,"doi","doi.org/10.1093/nar/gkw964"
"Shewanella pealeana",70864,"0","0",NA,NA,"yes","doi","doi.org/10.1093/nar/gkw964"
"Paracoccus aminophilus",34003,"0","0",NA,"bacilli",NA,"doi","doi.org/10.1093/nar/gkw964"
"Salipiger mucosus",263378,"0","0",NA,"bacilli",NA,"doi","doi.org/10.1093/nar/gkw964"
"Ferroplasma acidiphilum",74969,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Corynebacterium efficiens",152794,"0","1",NA,NA,"no","doi","doi.org/10.1093/nar/gkw964"
"Novosphingobium tardaugens",169176,"0","0","strictaero",NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Leuconostoc gelidum",1244,"0","1","facultative","coccus","no","doi","doi.org/10.1093/nar/gkw964"
"Leuconostoc mesenteroides",1245,"0","1","facultative",NA,"no","doi","doi.org/10.1093/nar/gkw964"
"Leuconostoc lactis",1246,"0","1","facultative",NA,"no","doi","doi.org/10.1093/nar/gkw964"
"Oenococcus oeni",1247,"0","1",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Weissella paramesenteroides",1249,"0","1","facultative",NA,"no","doi","doi.org/10.1093/nar/gkw964"
"Rhodospirillum centenum",34018,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Methanocaldococcus fervens",83171,"0",NA,"strictanaero","coccus","yes","doi","doi.org/10.1093/nar/gkw964"
"Leuconostoc fallax",1251,"0","1",NA,NA,"no","doi","doi.org/10.1093/nar/gkw964"
"Leuconostoc carnosum",1252,"0","1","facultative",NA,"no","doi","doi.org/10.1093/nar/gkw964"
"Candidatus Liberibacter asiaticus",34021,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Thermoanaerobacter pseudethanolicus",496866,"1","1","strictanaero",NA,"yes","doi","doi.org/10.1093/nar/gkw964"
"Pediococcus acidilactici",1254,"0","1","facultative",NA,"no","doi","doi.org/10.1093/nar/gkw964"
"Pediococcus pentosaceus",1255,"0","1",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Weissella koreensis",165096,"0","1",NA,NA,"no","doi","doi.org/10.1093/nar/gkw964"
"Thermodesulfobacterium geofontis",1295609,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Finegoldia magna",1260,"0",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Acinetobacter oleivorans",1148157,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Leptothrix cholodnii",34029,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Actinomyces cardiffensis",181487,"0",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Rivularia sp. PCC 7116",373994,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Ruminococcus albus",1264,"0","1",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Ruminococcus flavefaciens",1265,"0",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Thioalkalivibrio sp. AKL19",1266914,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Micrococcus luteus",1270,"0","1",NA,NA,"no","doi","doi.org/10.1093/nar/gkw964"
"Rahnella aquatilis",34038,"0","0","facultative","bacilli",NA,"doi","doi.org/10.1093/nar/gkw964"
"Paenibacillus sp. HGH0039",1078505,"1",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Streptomyces acidiscabies",42234,"1","1","strictaero","tailed","no","doi","doi.org/10.1093/nar/gkw964"
"Kytococcus sedentarius",1276,"0","1",NA,NA,"no","doi","doi.org/10.1093/nar/gkw964"
"Streptomyces neyagawaensis",42238,"1",NA,NA,"tailed","no","doi","doi.org/10.1093/nar/gkw964"
"Burkholderia cenocepacia",95486,"0","0",NA,"bacilli",NA,"doi","doi.org/10.1093/nar/gkw964"
"Staphylococcus aureus",1280,"0","1",NA,"coccus","no","doi","doi.org/10.1093/nar/gkw964"
"Staphylococcus carnosus",1281,"0","1",NA,"coccus","no","doi","doi.org/10.1093/nar/gkw964"
"Staphylococcus epidermidis",1282,"0","1",NA,"coccus","no","doi","doi.org/10.1093/nar/gkw964"
"Staphylococcus haemolyticus",1283,"0","1",NA,"coccus","no","doi","doi.org/10.1093/nar/gkw964"
"Bradyrhizobium sp. BTAi1",288000,"0","0",NA,"bacilli",NA,"doi","doi.org/10.1093/nar/gkw964"
"Halobacillus sp. BAB-2008",1246484,"1","1",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Candidatus Methanomethylophilus alvus",1291540,"0",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Staphylococcus xylosus",1288,"0","1",NA,"coccus","no","doi","doi.org/10.1093/nar/gkw964"
"Wolbachia endosymbiont of Culex quinquefasciatus",263437,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Staphylococcus hominis",1290,"0","1",NA,"coccus","no","doi","doi.org/10.1093/nar/gkw964"
"Methylobacter marinus",34058,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Nostoc sp. PCC 7120",103690,"0","0",NA,"filamentous",NA,"doi","doi.org/10.1093/nar/gkw964"
"Staphylococcus warneri",1292,"0","1",NA,"coccus","no","doi","doi.org/10.1093/nar/gkw964"
"Staphylococcus muscae",1294,NA,"1",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Calothrix sp. PCC 7507",99598,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Thermoanaerobacter wiegelii",46354,"1",NA,"strictanaero","bacilli",NA,"doi","doi.org/10.1093/nar/gkw964"
"Deinococcus radiodurans",1299,"0",NA,NA,NA,"no","doi","doi.org/10.1093/nar/gkw964"
"Spirochaeta africana",46355,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Cycloclasticus pugetii",34068,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Streptococcus gordonii",1302,"0","1",NA,"coccus","no","doi","doi.org/10.1093/nar/gkw964"
"Streptococcus oralis",1303,"0","1","facultative","coccus","no","doi","doi.org/10.1093/nar/gkw964"
"Streptococcus salivarius",1304,"0","1",NA,"coccus","no","doi","doi.org/10.1093/nar/gkw964"
"Prevotella marshii",189722,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Glaciibacter superstes",501023,"0",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Streptococcus sanguinis",1305,"0","1",NA,"coccus","no","doi","doi.org/10.1093/nar/gkw964"
"Variovorax paradoxus",34073,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Prevotella micans",189723,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Desulfatibacillum alkenivorans",259354,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Streptococcus suis",1307,"0","1",NA,"coccus","no","doi","doi.org/10.1093/nar/gkw964"
"Gordonia soli",320799,"0","1","strictaero",NA,"no","doi","doi.org/10.1093/nar/gkw964"
"Streptococcus thermophilus",1308,"0","1","facultative","coccus","no","doi","doi.org/10.1093/nar/gkw964"
"Streptococcus mutans",1309,"0","1",NA,"coccus","no","doi","doi.org/10.1093/nar/gkw964"
"Streptococcus sobrinus",1310,"0","1",NA,"coccus","no","doi","doi.org/10.1093/nar/gkw964"
"Streptococcus agalactiae",1311,"0","1","facultative","coccus","no","doi","doi.org/10.1093/nar/gkw964"
"Streptococcus pneumoniae",1313,"0","1","facultative","coccus","no","doi","doi.org/10.1093/nar/gkw964"
"Streptococcus pyogenes",1314,"0","1","facultative","coccus","no","doi","doi.org/10.1093/nar/gkw964"
"Gordonia sp. KTR9",337191,"0","1","strictaero",NA,"no","doi","doi.org/10.1093/nar/gkw964"
"Streptococcus downei",1317,"0","1",NA,"coccus","no","doi","doi.org/10.1093/nar/gkw964"
"Riemerella anatipestifer",34085,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Burkholderia sp. SJ98",406819,"0","0",NA,"bacilli",NA,"doi","doi.org/10.1093/nar/gkw964"
"Streptococcus parasanguinis",1318,"0","1",NA,"coccus","no","doi","doi.org/10.1093/nar/gkw964"
"Blautia hansenii",1322,"0",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Pelodictyon phaeoclathratiforme",34090,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Streptomyces venezuelae",54571,"1","1","strictaero","tailed","no","doi","doi.org/10.1093/nar/gkw964"
"Gluconacetobacter sp. SXCC-1",1004836,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Dysgonomonas gadei",156974,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Bacillus sp. 5B6",1127743,"1","1",NA,NA,"yes","doi","doi.org/10.1093/nar/gkw964"
"Streptococcus anginosus",1328,"0","1","facultative","coccus","no","doi","doi.org/10.1093/nar/gkw964"
"Brachybacterium paraconglomeratum",173362,"0","1",NA,NA,"no","doi","doi.org/10.1093/nar/gkw964"
"Streptococcus canis",1329,"0","1",NA,"coccus","no","doi","doi.org/10.1093/nar/gkw964"
"Saccharothrix espanaensis",103731,"1","1","strictaero",NA,"no","doi","doi.org/10.1093/nar/gkw964"
"Streptococcus criceti",1333,"0","1",NA,"coccus","no","doi","doi.org/10.1093/nar/gkw964"
"Streptococcus dysgalactiae",1334,"0","1",NA,"coccus","no","doi","doi.org/10.1093/nar/gkw964"
"Methylobacter tundripaludum",173365,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Streptococcus equi",1336,"0","1",NA,"coccus","no","doi","doi.org/10.1093/nar/gkw964"
"Streptobacillus moniliformis",34105,"0",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Prevotella copri",165179,"0",NA,NA,"bacilli",NA,"doi","doi.org/10.1093/nar/gkw964"
"Streptococcus intermedius",1338,"0","1","facultative","coccus","no","doi","doi.org/10.1093/nar/gkw964"
"Streptococcus macacae",1339,"0","1",NA,"coccus","no","doi","doi.org/10.1093/nar/gkw964"
"Bradyrhizobium sp. Ec3.3",189753,"0","0",NA,"bacilli",NA,"doi","doi.org/10.1093/nar/gkw964"
"Methylacidiphilum fumariolicum",591154,"0",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Streptococcus porcinus",1340,"0","1",NA,"coccus","no","doi","doi.org/10.1093/nar/gkw964"
"Pantoea sp. aB",517433,"0","0",NA,"bacilli",NA,"doi","doi.org/10.1093/nar/gkw964"
"Streptococcus vestibularis",1343,"0","1",NA,"coccus","no","doi","doi.org/10.1093/nar/gkw964"
"Nesterenkonia sp. F",795955,"0",NA,NA,NA,"no","doi","doi.org/10.1093/nar/gkw964"
"Streptococcus iniae",1346,"0","1",NA,"coccus","no","doi","doi.org/10.1093/nar/gkw964"
"Streptococcus parauberis",1348,"0","1","facultative","coccus","no","doi","doi.org/10.1093/nar/gkw964"
"Streptococcus uberis",1349,"0","1","facultative","coccus","no","doi","doi.org/10.1093/nar/gkw964"
"Enterococcus faecalis",1351,"0","1",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Enterococcus faecium",1352,"0","1",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Candidatus Midichloria mitochondrii",234827,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Lachnospiraceae bacterium 2_1_46FAA",742723,"0",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Enterococcus gallinarum",1353,"0","1",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Synechococcus sp. PCC 7335",91464,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Enterococcus hirae",1354,"0","1",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Enterococcus sulfureus",1356,"0","1",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Pseudoalteromonas sp. SM9913",234831,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Lactococcus lactis",1358,"0","1",NA,NA,"no","doi","doi.org/10.1093/nar/gkw964"
"Corynebacterium aurimucosum",169292,"0","1",NA,NA,"no","doi","doi.org/10.1093/nar/gkw964"
"Sulfuricurvum kujiense",148813,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Bacillus sp. JS",1127744,"1","1",NA,"bacilli","yes","doi","doi.org/10.1093/nar/gkw964"
"Sulfolobus tokodaii",111955,"0",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Lactococcus garvieae",1363,"0","1",NA,NA,"no","doi","doi.org/10.1093/nar/gkw964"
"Crocosphaera watsonii",263511,NA,"0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Ignavibacterium album",591197,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Lactococcus raffinolactis",1366,"0","1",NA,"coccus","no","doi","doi.org/10.1093/nar/gkw964"
"Staphylococcus sp. AL1",861530,"0","1",NA,"coccus","no","doi","doi.org/10.1093/nar/gkw964"
"Sphingobium chlorophenolicum",46429,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Aerococcus urinae",1376,"0",NA,NA,NA,"no","doi","doi.org/10.1093/nar/gkw964"
"Gemella haemolysans",1379,"0","1",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Atopobium minutum",1381,"0",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Atopobium parvulum",1382,"0",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Methyloversatilis universalis",378211,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Octadecabacter antarcticus",1217908,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Atopobium rimae",1383,"0",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Desulfosporosinus meridiei",79209,"1",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Rickettsia heilongjiangensis",226665,"0","0","strictaero","bacilli","no","doi","doi.org/10.1093/nar/gkw964"
"Prevotella timonensis",386414,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Bacillus amyloliquefaciens",1390,"1","1",NA,"bacilli","yes","doi","doi.org/10.1093/nar/gkw964"
"Bacillus anthracis",1392,"1","1",NA,"bacilli","yes","doi","doi.org/10.1093/nar/gkw964"
"Brevibacillus brevis",1393,"1","1",NA,"bacilli",NA,"doi","doi.org/10.1093/nar/gkw964"
"Bacillus cereus",1396,"1","1",NA,"bacilli","yes","doi","doi.org/10.1093/nar/gkw964"
