"org_name","tax_id","sporulation","gram_stain","metabolism","cell_shape","motility","ref_type","reference"
"Citrobacter sp. KTE30",1169319,"0","0",NA,"bacilli",NA,"doi","doi.org/10.1093/nar/gkw964"
"Amycolatopsis benzoatilytica",346045,"1","1","strictaero",NA,"no","doi","doi.org/10.1093/nar/gkw964"
"Escherichia sp. KTE114",1169321,"0","0",NA,"bacilli",NA,"doi","doi.org/10.1093/nar/gkw964"
"Luteimonas sp. J29",935863,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Citrobacter sp. KTE151",1169322,"0","0",NA,"bacilli",NA,"doi","doi.org/10.1093/nar/gkw964"
"Desulfovibrio aespoeensis",182210,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Dietzia alimentaria",665550,"0","1",NA,NA,"no","doi","doi.org/10.1093/nar/gkw964"
"Flavobacteriaceae bacterium S85",1042376,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Aquimarina agarilytica",1087449,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Dethiosulfovibrio peptidovorans",47055,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Streptosporangium roseum",2001,"1","1","strictaero",NA,"no","doi","doi.org/10.1093/nar/gkw964"
"Vulcanisaeta moutnovskia",985052,"0",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Escherichia sp. KTE31",1169349,"0","0",NA,"bacilli",NA,"doi","doi.org/10.1093/nar/gkw964"
"Thermobispora bispora",2006,"1",NA,"strictaero",NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Citrobacter sp. KTE32",1169350,"0","0",NA,"bacilli",NA,"doi","doi.org/10.1093/nar/gkw964"
"Treponema maltophilum",51160,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Nocardiopsis dassonvillei",2014,"1","1","strictaero",NA,"no","doi","doi.org/10.1093/nar/gkw964"
"Acidianus hospitalis",563177,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Pseudomonas chlororaphis",587753,"0","0","strictaero","bacilli","yes","doi","doi.org/10.1093/nar/gkw964"
"Thermomonospora curvata",2020,"1","1","strictaero",NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Thermobifida fusca",2021,NA,"1",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"[Mannheimia] succiniciproducens",157673,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Microbacterium testaceum",2033,"0",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Waddlia chondrophila",71667,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Bacillus sp. NSP9.1",1071078,"1","1",NA,"bacilli",NA,"doi","doi.org/10.1093/nar/gkw964"
"Tropheryma whipplei",2039,"0",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Bacillus sp. SB47",1071079,"1","1",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Sulfurimonas autotrophica",202747,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Leptotrichia hofstadii",157688,"0",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Treponema primitia",88058,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Aurantimonas coralicida",182270,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Syntrophobotulus glycolicus",51197,NA,NA,"strictanaero",NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Rothia dentocariosa",2047,"0","1",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"candidate division SR1 bacterium RAAC1_SR1_1",1394709,"0",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Sphingomonas sp. KC8",1030157,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Mobiluncus curtisii",2051,"0",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Mobiluncus mulieris",2052,"0",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Gordonia bronchialis",2054,"0","1","strictaero",NA,"no","doi","doi.org/10.1093/nar/gkw964"
"Gordonia terrae",2055,"0","1","strictaero",NA,"no","doi","doi.org/10.1093/nar/gkw964"
"Sphaerobacter thermophilus",2057,"0",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Bacillus clausii",79880,"1","1",NA,"bacilli",NA,"doi","doi.org/10.1093/nar/gkw964"
"Pseudoclavibacter soli",452623,"0",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Rhodobacteraceae bacterium HIMB11",1366046,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Bacillus pseudofirmus",79885,"1","1",NA,"bacilli",NA,"doi","doi.org/10.1093/nar/gkw964"
"Tsukamurella paurometabola",2061,"0","1","strictaero",NA,"no","doi","doi.org/10.1093/nar/gkw964"
"Caulobacter sp. K31",366602,"0","0","strictaero","bacilli",NA,"doi","doi.org/10.1093/nar/gkw964"
"Sulfurovum sp. NBC37-1",387093,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Methanocorpusculum labreanum",83984,NA,NA,"strictanaero",NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Nitratiruptor sp. SB155-2",387092,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Kitasatospora setae",2066,"1","1","strictaero",NA,"no","doi","doi.org/10.1093/nar/gkw964"
"Mycobacterium sp. UM_RHS",1370118,"0","1","strictaero",NA,"no","doi","doi.org/10.1093/nar/gkw964"
"Methanoculleus bourgensis",83986,"0",NA,"strictanaero",NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Amphritea japonica",452627,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Clostridium sp. BNL1100",755731,"1",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Onion yellows phytoplasma",100379,"0",NA,"strictaero","coccus",NA,"doi","doi.org/10.1093/nar/gkw964"
"Dyella japonica",231455,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Mycobacterium sp. UM_WGJ",1370120,"0","1","strictaero",NA,"no","doi","doi.org/10.1093/nar/gkw964"
"Wigglesworthia glossinidia",51229,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Mycobacterium sp. UM_WWY",1370121,"0","1","strictaero",NA,"no","doi","doi.org/10.1093/nar/gkw964"
"Facklamia hominis",178214,"0",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Actinobaculum massiliense",202789,"0",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Ottowia thiooxydans",219182,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Mycoplasma capricolum",2095,"0",NA,"facultative","coccus","no","doi","doi.org/10.1093/nar/gkw964"
"Francisella noatunensis",657445,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Mycoplasma gallisepticum",2096,"0",NA,NA,"coccus",NA,"doi","doi.org/10.1093/nar/gkw964"
"Rathayibacter toxicus",145458,"0",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Mycoplasma genitalium",2097,"0","0",NA,"coccus",NA,"doi","doi.org/10.1093/nar/gkw964"
"Niastella koreensis",354356,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Mycoplasma hominis",2098,"0","0",NA,"coccus","no","doi","doi.org/10.1093/nar/gkw964"
"Mycoplasma hyopneumoniae",2099,"0",NA,"facultative","coccus","no","doi","doi.org/10.1093/nar/gkw964"
"Reinekea blandensis",374838,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Mycoplasma hyorhinis",2100,"0",NA,NA,"coccus","no","doi","doi.org/10.1093/nar/gkw964"
"Mycoplasma mycoides",2102,"0",NA,NA,"coccus","no","doi","doi.org/10.1093/nar/gkw964"
"Mycoplasma pneumoniae",2104,"0","0","facultative",NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Mycoplasma leachii",2105,"0",NA,"facultative","coccus","no","doi","doi.org/10.1093/nar/gkw964"
"Leptospira sp. P2653",1218600,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Mycoplasma pulmonis",2107,"0","0",NA,"coccus",NA,"doi","doi.org/10.1093/nar/gkw964"
"Mycoplasma synoviae",2109,"0","0","facultative","coccus",NA,"doi","doi.org/10.1093/nar/gkw964"
"Xanthomonas fuscans",366648,"0",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Mycoplasma agalactiae",2110,"0","0","facultative","coccus","no","doi","doi.org/10.1093/nar/gkw964"
"Mycoplasma arthritidis",2111,"0",NA,NA,"coccus",NA,"doi","doi.org/10.1093/nar/gkw964"
"[Clostridium] saccharolyticum",84030,NA,NA,"strictanaero",NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Xanthomonas alfalfae",366650,"0","0","strictaero","bacilli","yes","doi","doi.org/10.1093/nar/gkw964"
"Mycoplasma fermentans",2115,"0","0",NA,"coccus",NA,"doi","doi.org/10.1093/nar/gkw964"
"Erwinia billingiae",182337,"0","0","facultative","bacilli",NA,"doi","doi.org/10.1093/nar/gkw964"
"Eremococcus coleocola",88132,"0","1",NA,NA,"no","doi","doi.org/10.1093/nar/gkw964"
"Mycoplasma mobile",2118,"0","0","facultative","coccus",NA,"doi","doi.org/10.1093/nar/gkw964"
"Sulfolobus islandicus",43080,"0",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Mycoplasma orale",2121,"0","0",NA,"coccus",NA,"doi","doi.org/10.1093/nar/gkw964"
"Acholeplasma palmae",38986,"0",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Mycoplasma putrefaciens",2123,"0",NA,"facultative","coccus",NA,"doi","doi.org/10.1093/nar/gkw964"
"Candidatus Mycoplasma haemolamae",141391,"0","0","facultative","coccus",NA,"doi","doi.org/10.1093/nar/gkw964"
"Mycoplasma flocculare",2128,"0",NA,NA,"coccus",NA,"doi","doi.org/10.1093/nar/gkw964"
"Ureaplasma urealyticum",2130,"0",NA,NA,"coccus",NA,"doi","doi.org/10.1093/nar/gkw964"
"Thioalkalimicrobium aerophilum",92245,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Corynebacterium kroppenstedtii",161879,"0","1",NA,NA,"no","doi","doi.org/10.1093/nar/gkw964"
"Spiroplasma melliferum",2134,"0",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Flavobacterium psychrophilum",96345,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Archaeoglobus sulfaticallidus",1316941,"0",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Clostridium sp. DL-VIII",641107,"1",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Bradyrhizobium sp. USDA 3384",546899,"0","0","strictaero","bacilli",NA,"doi","doi.org/10.1093/nar/gkw964"
"Arenimonas composti",370776,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Coprobacter fastidiosus",1099853,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Erwinia pyrifoliae",79967,"0","0","facultative","bacilli",NA,"doi","doi.org/10.1093/nar/gkw964"
"Spiroplasma taiwanense",2145,"0",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Propionibacterium sp. 409-HC1",936047,"0","1",NA,NA,"no","doi","doi.org/10.1093/nar/gkw964"
"Komagataeibacter medellinensis",1177712,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Acholeplasma laidlawii",2148,"0",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Mesoplasma florum",2151,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Actinobaculum schaalii",59505,"0",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Acinetobacter rudis",632955,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Neisseria sp. oral taxon 014",641148,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Candidatus Baumannia cicadellinicola",186490,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Sporocytophaga myxococcoides",153721,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Bacteroides intestinalis",329854,"0",NA,"strictanaero",NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Sodalis glossinidius",63612,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Methanobrevibacter smithii",2173,"0",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Massilia timonae",47229,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Candidatus Cloacimonas acidaminovorans",456827,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Propionibacterium sp. 434-HC2",936048,"0","1",NA,NA,"no","doi","doi.org/10.1093/nar/gkw964"
"Thermus antranikianii",88190,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Methanohalophilus mahii",2176,"0",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Gordonia alkanivorans",84096,"0","1","strictaero",NA,"no","doi","doi.org/10.1093/nar/gkw964"
"Psychrobacter sp. PAMC 21119",1112209,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Oribacterium asaccharolyticum",1501332,"0",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Roseiflexus castenholzii",120962,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Methanothermus fervidus",2180,"0",NA,"strictanaero",NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Sphingomonas sp. PAMC 26605",1112214,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Salinibacterium sp. PAMC 21357",1112215,"0",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Oribacterium parvum",1501329,"0",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Propionibacterium sp. CC003-HC2",1005703,"0","1",NA,NA,"no","doi","doi.org/10.1093/nar/gkw964"
"Methanococcus vannielii",2187,"0",NA,"strictanaero",NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Methanococcus voltae",2188,"0",NA,"strictanaero",NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Slackia exigua",84109,"0",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Methanotorris igneus",2189,"0","0","strictanaero","coccus",NA,"doi","doi.org/10.1093/nar/gkw964"
"Methanocaldococcus jannaschii",2190,"0","0","strictanaero","coccus",NA,"doi","doi.org/10.1093/nar/gkw964"
"Slackia heliotrinireducens",84110,"0",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Eggerthella lenta",84112,"0",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Mycobacterium tusciae",75922,"0","1","strictaero",NA,"no","doi","doi.org/10.1093/nar/gkw964"
"Methanoculleus marisnigri",2198,"0",NA,"strictanaero",NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Methanospirillum hungatei",2203,NA,NA,"strictanaero",NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Methanosarcina barkeri",2208,"0",NA,"strictanaero",NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Methanosarcina mazei",2209,"0","0","strictanaero",NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Mycoplasma auris",51363,"0","0",NA,"coccus",NA,"doi","doi.org/10.1093/nar/gkw964"
"Carnobacterium sp. AT7",333990,"0","1",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Mycoplasma yeatsii",51365,"0",NA,"facultative","coccus","no","doi","doi.org/10.1093/nar/gkw964"
"Methanosarcina acetivorans",2214,"0",NA,"strictanaero",NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Gemella sanguinis",84135,"0",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Maricaulis sp. JL2009",1161401,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Citrobacter sp. A1",1173691,"0","0",NA,"bacilli",NA,"doi","doi.org/10.1093/nar/gkw964"
"Serratia sp. ATCC 39006",104623,"0","0",NA,"bacilli",NA,"doi","doi.org/10.1093/nar/gkw964"
"Methanosaeta thermophila",2224,"0",NA,"strictanaero",NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Methanocaldococcus infernus",67760,"0","0","strictanaero","coccus",NA,"doi","doi.org/10.1093/nar/gkw964"
"Aeromicrobium marinum",219314,NA,"1",NA,NA,"no","doi","doi.org/10.1093/nar/gkw964"
"Desulfovibrio sp. U5L",596152,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Geobacillus sp. JF8",1345697,"1","1",NA,NA,"yes","doi","doi.org/10.1093/nar/gkw964"
"Archaeoglobus fulgidus",2234,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Archaeoglobus profundus",84156,"0",NA,"strictanaero",NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Cyanobacterium aponinum",379064,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Haloarcula marismortui",2238,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Magnetospirillum magneticum",84159,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Streptomyces bingchenggensis",379067,"1","1","strictaero","tailed","no","doi","doi.org/10.1093/nar/gkw964"
"[Clostridium] clariflavum",288965,"1",NA,"strictanaero",NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Methylophilus sp. 1",1112273,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Halobacterium salinarum",2242,"0",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Cryptobacterium curtum",84163,"0",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Edwardsiella ictaluri",67780,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Acinetobacter baylyi",202950,"0","0",NA,NA,"no","doi","doi.org/10.1093/nar/gkw964"
"Haloferax volcanii",2246,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Pseudomonas sp. Chol1",440512,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Gryllotalpicola ginsengisoli",444608,"0",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Vibrio sp. EJY3",1116375,"0","0",NA,"bacilli",NA,"doi","doi.org/10.1093/nar/gkw964"
"Halorubrum lacusprofundi",2247,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Acinetobacter gerneri",202952,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Propionibacterium humerusii",1050843,"0","1",NA,NA,"no","doi","doi.org/10.1093/nar/gkw964"
"Haloferax mediterranei",2252,"0","0","strictaero",NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Acinetobacter towneri",202956,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Deinococcus peraridilitoris",432329,"0",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Cellulophaga algicola",59600,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Mannheimia haemolytica",75985,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Natronomonas pharaonis",2257,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Marinitoga piezophila",149715,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Pyrococcus furiosus",2261,"0","0","strictanaero","coccus",NA,"doi","doi.org/10.1093/nar/gkw964"
"Leptospira terpstrae",293075,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Thermococcus litoralis",2265,"0","0","strictanaero","coccus",NA,"doi","doi.org/10.1093/nar/gkw964"
"Cupriavidus pinatubonensis",248026,"0","0",NA,"bacilli",NA,"doi","doi.org/10.1093/nar/gkw964"
"Leptospira vanthielii",293085,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Desulfotomaculum reducens",59610,"1",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Thermosynechococcus sp. NK55a",1394889,"0",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Thermofilum pendens",2269,"0",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Thermoproteus tenax",2271,"0",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Desulfurococcus mucosus",2275,"0",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Magnetococcus marinus",1124597,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Pyrobaculum islandicum",2277,"0",NA,NA,NA,"yes","doi","doi.org/10.1093/nar/gkw964"
"Haloquadratum walsbyi",293091,"0",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Staphylothermus marinus",2280,"0",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Acinetobacter sp. NCTC 7422",981223,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Rhodopirellula europaea",1263866,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Chlorobium ferrooxidans",84205,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Sulfolobus acidocaldarius",2285,"0",NA,NA,"coccus",NA,"doi","doi.org/10.1093/nar/gkw964"
"Sulfolobus solfataricus",2287,"0",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Methanococcus maripaludis",39152,"0","0","strictanaero","coccus",NA,"doi","doi.org/10.1093/nar/gkw964"
"Citrobacter rodentium",67825,"0","0",NA,"bacilli",NA,"doi","doi.org/10.1093/nar/gkw964"
"Croceibacter atlanticus",313588,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Roseburia hominis",301301,NA,NA,"strictanaero",NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Janibacter sp. HTCC2649",313589,"0","1","strictaero",NA,"no","doi","doi.org/10.1093/nar/gkw964"
"Desulfobacter postgatei",2293,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Amycolatopsis alba",76020,"1","1","strictaero",NA,"no","doi","doi.org/10.1093/nar/gkw964"
"Desulfobacterium autotrophicum",2296,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Polaribacter sp. MED152",313598,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Mesorhizobium metallidurans",489722,"0","0","strictaero","bacilli",NA,"doi","doi.org/10.1093/nar/gkw964"
"Thermoplasma acidophilum",2303,"0",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Pseudomonas alcaligenes",43263,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Sideroxydans lithotrophicus",63745,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Stomatobaculum longum",796942,"0",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Maribacter sp. HTCC2170",313603,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Peptostreptococcaceae bacterium CM2",796939,"0",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Salinarchaeum sp. Harcht-Bsk1",1333523,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Lyngbya sp. PCC 8106",313612,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Halovivax ruber",387341,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Enterococcus villorum",112904,"0","1",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Bacteroides finegoldii",338188,"0",NA,NA,"bacilli",NA,"doi","doi.org/10.1093/nar/gkw964"
"Halopiger xanaduensis",387343,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Methanosphaera stadtmanae",2317,"0",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Actinomyces graevenitzii",55565,"0",NA,NA,NA,"no","doi","doi.org/10.1093/nar/gkw964"
"Acinetobacter sp. NBRC 100985",1071390,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Actinobacillus succinogenes",67854,"0","0",NA,"bacilli","no","doi","doi.org/10.1093/nar/gkw964"
"Methanopyrus kandleri",2320,"0",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Blattabacterium sp. (Blaberus giganteus)",1186051,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Nitrosopumilus maritimus",338192,"0",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Methylovorus sp. MP688",887061,"0","0",NA,"bacilli",NA,"doi","doi.org/10.1093/nar/gkw964"
"Halanaerobium praevalens",2331,"0",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Flavobacterium filum",370974,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Synechococcus sp. BL107",313625,"0","0",NA,"coccus",NA,"doi","doi.org/10.1093/nar/gkw964"
"Bacillus sp. NRRL B-14911",313627,"1","1",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Thermotoga maritima",2336,"0","0",NA,"bacilli",NA,"doi","doi.org/10.1093/nar/gkw964"
"Thermotoga neapolitana",2337,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Sphingobacterium sp. 21",743722,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Thalassobium sp. R2A62",633131,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Enterococcus caccae",317735,"0","1",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Brevundimonas aveniformis",370977,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Candidatus Protochlamydia amoebophila",362787,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Butyrivibrio proteoclasticus",43305,"0",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Pseudomonas denitrificans",43306,"0","0",NA,"bacilli",NA,"doi","doi.org/10.1093/nar/gkw964"
"Cyanothece sp. PCC 7822",497965,"0","0",NA,"coccus",NA,"doi","doi.org/10.1093/nar/gkw964"
"Geovibrio sp. L21-Ace-BES",1304888,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Haliscomenobacter hydrossis",2350,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Flexistipes sinusarabici",2352,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Vibrio anguillarum",55601,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Sphingomonas sp. ATCC 31555",194867,"0","0",NA,"bacilli",NA,"doi","doi.org/10.1093/nar/gkw964"
"Rhizobium sp. CCGE 510",1132836,"0","0","strictaero","bacilli",NA,"doi","doi.org/10.1093/nar/gkw964"
