"tax_id","org_name","metabolism","ref_type","reference"
1107316,"Neisseria oralis","microaerophilic","doi","doi.org/10.1093/nar/gky879"
33053,"Neisseria perflava","microaerophilic","doi","doi.org/10.1093/nar/gky879"
489,"Neisseria polysaccharea","microaerophilic","doi","doi.org/10.1093/nar/gky879"
607712,"Neisseria shayeganii","microaerophilic","doi","doi.org/10.1093/nar/gky879"
490,"Neisseria sicca","microaerophilic","doi","doi.org/10.1093/nar/gky879"
192066,"Neisseria sp.","microaerophilic","doi","doi.org/10.1093/nar/gky879"
28449,"Neisseria subflava","microaerophilic","doi","doi.org/10.1093/nar/gky879"
607711,"Neisseria wadsworthii","microaerophilic","doi","doi.org/10.1093/nar/gky879"
28091,"Neisseria weaveri","microaerophilic","doi","doi.org/10.1093/nar/gky879"
326523,"Neisseria zoodegmatis","microaerophilic","doi","doi.org/10.1093/nar/gky879"
704201,"Nesterenkonia sp.","microaerophilic","doi","doi.org/10.1093/nar/gky879"
271160,"Nicoletella semolina","microaerophilic","doi","doi.org/10.1093/nar/gky879"
756689,"Nocardia amikacinitolerans","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1824,"Nocardia asteroides","microaerophilic","doi","doi.org/10.1093/nar/gky879"
95162,"Nocardia beijingensis","microaerophilic","doi","doi.org/10.1093/nar/gky879"
37326,"Nocardia brasiliensis","microaerophilic","doi","doi.org/10.1093/nar/gky879"
135487,"Nocardia cyriacigeorgica","microaerophilic","doi","doi.org/10.1093/nar/gky879"
37329,"Nocardia farcinica","microaerophilic","doi","doi.org/10.1093/nar/gky879"
931537,"Nocardia grenadensis","microaerophilic","doi","doi.org/10.1093/nar/gky879"
626084,"Nocardia niwae","microaerophilic","doi","doi.org/10.1093/nar/gky879"
37330,"Nocardia nova","microaerophilic","doi","doi.org/10.1093/nar/gky879"
45979,"Nocardia pseudobrasiliensis","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1821,"Nocardia sp.","microaerophilic","doi","doi.org/10.1093/nar/gky879"
132249,"Nocardia veterana","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1141657,"Nocardia vulneris","microaerophilic","doi","doi.org/10.1093/nar/gky879"
2014,"Nocardiopsis dassonvillei","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1246458,"Nocardiopsis potens","microaerophilic","doi","doi.org/10.1093/nar/gky879"
61305,"Nocardiopsis synnemataformans","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1697053,"Oblitimonas alkaliphila","microaerophilic","doi","doi.org/10.1093/nar/gky879"
187137,"Oceanithermus profundus","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1769291,"Oceanivirga salmonicida","microaerophilic","doi","doi.org/10.1093/nar/gky879"
545501,"Oceanobacillus oncorhynchi","microaerophilic","doi","doi.org/10.1093/nar/gky879"
171693,"Oceanobacillus picturae","microaerophilic","doi","doi.org/10.1093/nar/gky879"
336988,"Oenococcus kitaharae","microaerophilic","doi","doi.org/10.1093/nar/gky879"
90244,"Oligella ureolytica","microaerophilic","doi","doi.org/10.1093/nar/gky879"
90245,"Oligella urethralis","microaerophilic","doi","doi.org/10.1093/nar/gky879"
694055,"Ornithinibacillus contaminans","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1977084,"Ornithinimicrobium sp.","microaerophilic","doi","doi.org/10.1093/nar/gky879"
28251,"Ornithobacterium rhinotracheale","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1032623,"Otariodibacter oris","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1451,"Paenibacillus amylolyticus","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1464,"Paenibacillus larvae","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1401,"Paenibacillus lautus","microaerophilic","doi","doi.org/10.1093/nar/gky879"
512399,"Paenibacillus pectinilyticus","microaerophilic","doi","doi.org/10.1093/nar/gky879"
78057,"Paenibacillus popilliae","microaerophilic","doi","doi.org/10.1093/nar/gky879"
58172,"Paenibacillus sp.","microaerophilic","doi","doi.org/10.1093/nar/gky879"
521520,"Paenibacillus urinalis","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1473598,"Paludibaculum fermentans","microaerophilic","doi","doi.org/10.1093/nar/gky879"
267,"Paracoccus sp.","microaerophilic","doi","doi.org/10.1093/nar/gky879"
147645,"Paracoccus yeei","microaerophilic","doi","doi.org/10.1093/nar/gky879"
33033,"Parvimonas micra","microaerophilic","doi","doi.org/10.1093/nar/gky879"
749,"Pasteurella aerogenes","microaerophilic","doi","doi.org/10.1093/nar/gky879"
752,"Pasteurella bettyae","microaerophilic","doi","doi.org/10.1093/nar/gky879"
243701,"Pasteurella caballi","microaerophilic","doi","doi.org/10.1093/nar/gky879"
753,"Pasteurella canis","microaerophilic","doi","doi.org/10.1093/nar/gky879"
754,"Pasteurella dagmatis","microaerophilic","doi","doi.org/10.1093/nar/gky879"
747,"Pasteurella multocida","microaerophilic","doi","doi.org/10.1093/nar/gky879"
123812,"Pasteurella multocida subsp. gallicida","microaerophilic","doi","doi.org/10.1093/nar/gky879"
115545,"Pasteurella multocida subsp. septica","microaerophilic","doi","doi.org/10.1093/nar/gky879"
97481,"Pasteurella skyensis","microaerophilic","doi","doi.org/10.1093/nar/gky879"
759,"Pasteurella sp.","microaerophilic","doi","doi.org/10.1093/nar/gky879"
760,"Pasteurella stomatis","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1254,"Pediococcus acidilactici","microaerophilic","doi","doi.org/10.1093/nar/gky879"
480391,"Pediococcus argentinicus","microaerophilic","doi","doi.org/10.1093/nar/gky879"
319652,"Pediococcus cellicola","microaerophilic","doi","doi.org/10.1093/nar/gky879"
51663,"Pediococcus damnosus","microaerophilic","doi","doi.org/10.1093/nar/gky879"
319653,"Pediococcus ethanolidurans","microaerophilic","doi","doi.org/10.1093/nar/gky879"
54062,"Pediococcus parvulus","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1255,"Pediococcus pentosaceus","microaerophilic","doi","doi.org/10.1093/nar/gky879"
331679,"Pediococcus stilesii","microaerophilic","doi","doi.org/10.1093/nar/gky879"
106147,"Pelistega europaea","microaerophilic","doi","doi.org/10.1093/nar/gky879"
304,"Pelomonas saccharophila","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1258,"Peptoniphilus asaccharolyticus","microaerophilic","doi","doi.org/10.1093/nar/gky879"
745365,"Pisciglobus halotolerans","microaerophilic","doi","doi.org/10.1093/nar/gky879"
244,"Planomicrobium okeanokoites","microaerophilic","doi","doi.org/10.1093/nar/gky879"
64702,"Propionibacterium cyclohexanicum","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1744,"Propionibacterium freudenreichii","microaerophilic","doi","doi.org/10.1093/nar/gky879"
185243,"Propionicimonas paludicola","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1753,"Propioniferax innocua","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1915061,"Pseudoclavibacter sp.","microaerophilic","doi","doi.org/10.1093/nar/gky879"
156979,"Pseudoglutamicibacter cumminsii","microaerophilic","doi","doi.org/10.1093/nar/gky879"
287,"Pseudomonas aeruginosa","microaerophilic","doi","doi.org/10.1093/nar/gky879"
291995,"Pseudomonas azotifigens","microaerophilic","doi","doi.org/10.1093/nar/gky879"
198620,"Pseudomonas koreensis","microaerophilic","doi","doi.org/10.1093/nar/gky879"
86185,"Pseudomonas lundensis","microaerophilic","doi","doi.org/10.1093/nar/gky879"
316,"Pseudomonas stutzeri","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1750,"Pseudopropionibacterium propionicum","microaerophilic","doi","doi.org/10.1093/nar/gky879"
415229,"Pseudoxanthomonas spadix","microaerophilic","doi","doi.org/10.1093/nar/gky879"
180588,"Psychrobacter faecalis","microaerophilic","doi","doi.org/10.1093/nar/gky879"
498,"Psychrobacter immobilis","microaerophilic","doi","doi.org/10.1093/nar/gky879"
29432,"Psychrobacter phenylpyruvicus","microaerophilic","doi","doi.org/10.1093/nar/gky879"
56811,"Psychrobacter sp.","microaerophilic","doi","doi.org/10.1093/nar/gky879"
445220,"Reyranella massiliensis","microaerophilic","doi","doi.org/10.1093/nar/gky879"
333368,"Rhodoblastus sphagnicola","microaerophilic","doi","doi.org/10.1093/nar/gky879"
53972,"Rhodococcus corynebacterioides","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1833,"Rhodococcus erythropolis","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1828,"Rhodococcus fascians","microaerophilic","doi","doi.org/10.1093/nar/gky879"
43767,"Rhodococcus hoagii","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1830,"Rhodococcus ruber","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1831,"Rhodococcus sp.","microaerophilic","doi","doi.org/10.1093/nar/gky879"
987056,"Rhodoligotrophos appendicifer","microaerophilic","doi","doi.org/10.1093/nar/gky879"
34085,"Riemerella anatipestifer","microaerophilic","doi","doi.org/10.1093/nar/gky879"
103810,"Riemerella columbina","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1071918,"Riemerella columbipharyngis","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1908258,"Rodentibacter heidelbergensis","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1908257,"Rodentibacter mrazii","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1907939,"Rodentibacter myodis","microaerophilic","doi","doi.org/10.1093/nar/gky879"
758,"Rodentibacter pneumotropicus","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1908260,"Rodentibacter rarus","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1906745,"Rodentibacter ratti","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1908263,"Rodentibacter trehalosifermentans","microaerophilic","doi","doi.org/10.1093/nar/gky879"
254357,"Roseisalinus antarcticus","microaerophilic","doi","doi.org/10.1093/nar/gky879"
207340,"Roseomonas mucosa","microaerophilic","doi","doi.org/10.1093/nar/gky879"
172042,"Rothia aeria","microaerophilic","doi","doi.org/10.1093/nar/gky879"
169480,"Rothia amarae","microaerophilic","doi","doi.org/10.1093/nar/gky879"
2047,"Rothia dentocariosa","microaerophilic","doi","doi.org/10.1093/nar/gky879"
43675,"Rothia mucilaginosa","microaerophilic","doi","doi.org/10.1093/nar/gky879"
85336,"Rothia nasimurium","microaerophilic","doi","doi.org/10.1093/nar/gky879"
396015,"Rothia terrae","microaerophilic","doi","doi.org/10.1093/nar/gky879"
571190,"Saccharothrix saharensis","microaerophilic","doi","doi.org/10.1093/nar/gky879"
135080,"Selenomonas flueggei","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1173502,"Seminibacterium arietis","microaerophilic","doi","doi.org/10.1093/nar/gky879"
616,"Serratia sp.","microaerophilic","doi","doi.org/10.1093/nar/gky879"
72,"Simonsiella muelleri","microaerophilic","doi","doi.org/10.1093/nar/gky879"
466153,"Singulisphaera acidiphila","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1196083,"Snodgrassella alvi","microaerophilic","doi","doi.org/10.1093/nar/gky879"
63612,"Sodalis glossinidius","microaerophilic","doi","doi.org/10.1093/nar/gky879"
93063,"Sphingomonas aquatilis","microaerophilic","doi","doi.org/10.1093/nar/gky879"
862134,"Sphingomonas ginsenosidimutans","microaerophilic","doi","doi.org/10.1093/nar/gky879"
307497,"Spirillum winogradskyi","microaerophilic","doi","doi.org/10.1093/nar/gky879"
216931,"Spiroplasma alleghenense","microaerophilic","doi","doi.org/10.1093/nar/gky879"
362837,"Spiroplasma cantharicola","microaerophilic","doi","doi.org/10.1093/nar/gky879"
216932,"Spiroplasma chinense","microaerophilic","doi","doi.org/10.1093/nar/gky879"
216933,"Spiroplasma chrysopicola","microaerophilic","doi","doi.org/10.1093/nar/gky879"
2133,"Spiroplasma citri","microaerophilic","doi","doi.org/10.1093/nar/gky879"
2139,"Spiroplasma clarkii","microaerophilic","doi","doi.org/10.1093/nar/gky879"
216934,"Spiroplasma corruscae","microaerophilic","doi","doi.org/10.1093/nar/gky879"
216935,"Spiroplasma culicicola","microaerophilic","doi","doi.org/10.1093/nar/gky879"
2142,"Spiroplasma diabroticae","microaerophilic","doi","doi.org/10.1093/nar/gky879"
216936,"Spiroplasma diminutum","microaerophilic","doi","doi.org/10.1093/nar/gky879"
315358,"Spiroplasma eriocheiris","microaerophilic","doi","doi.org/10.1093/nar/gky879"
216937,"Spiroplasma floricola","microaerophilic","doi","doi.org/10.1093/nar/gky879"
2143,"Spiroplasma gladiatoris","microaerophilic","doi","doi.org/10.1093/nar/gky879"
216938,"Spiroplasma helicoides","microaerophilic","doi","doi.org/10.1093/nar/gky879"
216939,"Spiroplasma insolitum","microaerophilic","doi","doi.org/10.1093/nar/gky879"
47834,"Spiroplasma kunkelii","microaerophilic","doi","doi.org/10.1093/nar/gky879"
299214,"Spiroplasma lineolae","microaerophilic","doi","doi.org/10.1093/nar/gky879"
216942,"Spiroplasma litorale","microaerophilic","doi","doi.org/10.1093/nar/gky879"
2134,"Spiroplasma melliferum","microaerophilic","doi","doi.org/10.1093/nar/gky879"
2144,"Spiroplasma mirum","microaerophilic","doi","doi.org/10.1093/nar/gky879"
2136,"Spiroplasma monobiae","microaerophilic","doi","doi.org/10.1093/nar/gky879"
216943,"Spiroplasma montanense","microaerophilic","doi","doi.org/10.1093/nar/gky879"
47835,"Spiroplasma phoeniceum","microaerophilic","doi","doi.org/10.1093/nar/gky879"
301585,"Spiroplasma platyhelix","microaerophilic","doi","doi.org/10.1093/nar/gky879"
216945,"Spiroplasma syrphidicola","microaerophilic","doi","doi.org/10.1093/nar/gky879"
324079,"Spiroplasma tabanidicola","microaerophilic","doi","doi.org/10.1093/nar/gky879"
2145,"Spiroplasma taiwanense","microaerophilic","doi","doi.org/10.1093/nar/gky879"
216946,"Spiroplasma turonicum","microaerophilic","doi","doi.org/10.1093/nar/gky879"
216947,"Spiroplasma velocicrescens","microaerophilic","doi","doi.org/10.1093/nar/gky879"
269672,"Sporolactobacillus kofuensis","microaerophilic","doi","doi.org/10.1093/nar/gky879"
33018,"Sporolactobacillus laevolacticus","microaerophilic","doi","doi.org/10.1093/nar/gky879"
269671,"Sporolactobacillus nakayamae subsp. nakayamae","microaerophilic","doi","doi.org/10.1093/nar/gky879"
269670,"Sporolactobacillus nakayamae","microaerophilic","doi","doi.org/10.1093/nar/gky879"
33027,"Sporolactobacillus nakayamae subsp. racemicus","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1465501,"Sporolactobacillus shoreae","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1465502,"Sporolactobacillus spathodeae","microaerophilic","doi","doi.org/10.1093/nar/gky879"
269673,"Sporolactobacillus terrae","microaerophilic","doi","doi.org/10.1093/nar/gky879"
444463,"Sporolactobacillus vineae","microaerophilic","doi","doi.org/10.1093/nar/gky879"
633404,"Sporosarcina thermotolerans","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1280,"Staphylococcus aureus","microaerophilic","doi","doi.org/10.1093/nar/gky879"
72759,"Staphylococcus aureus subsp. anaerobius","microaerophilic","doi","doi.org/10.1093/nar/gky879"
74703,"Staphylococcus capitis subsp. urealyticus","microaerophilic","doi","doi.org/10.1093/nar/gky879"
29380,"Staphylococcus caprae","microaerophilic","doi","doi.org/10.1093/nar/gky879"
29382,"Staphylococcus cohnii","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1282,"Staphylococcus epidermidis","microaerophilic","doi","doi.org/10.1093/nar/gky879"
246432,"Staphylococcus equorum","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1283,"Staphylococcus haemolyticus","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1290,"Staphylococcus hominis","microaerophilic","doi","doi.org/10.1093/nar/gky879"
145393,"Staphylococcus hominis subsp. novobiosepticus","microaerophilic","doi","doi.org/10.1093/nar/gky879"
28035,"Staphylococcus lugdunensis","microaerophilic","doi","doi.org/10.1093/nar/gky879"
555791,"Staphylococcus massiliensis","microaerophilic","doi","doi.org/10.1093/nar/gky879"
170573,"Staphylococcus pettenkoferi","microaerophilic","doi","doi.org/10.1093/nar/gky879"
33028,"Staphylococcus saccharolyticus","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1286,"Staphylococcus simulans","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1288,"Staphylococcus xylosus","microaerophilic","doi","doi.org/10.1093/nar/gky879"
217070,"Stella vacuolata","microaerophilic","doi","doi.org/10.1093/nar/gky879"
422441,"Stenoxybacter acetivorans","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1384509,"Streptobacillus felis","microaerophilic","doi","doi.org/10.1093/nar/gky879"
34105,"Streptobacillus moniliformis","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1326,"Streptococcus acidominimus","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1311,"Streptococcus agalactiae","microaerophilic","doi","doi.org/10.1093/nar/gky879"
29389,"Streptococcus alactolyticus","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1328,"Streptococcus anginosus","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1671923,"Streptococcus anginosus subsp. anginosus","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1272910,"Streptococcus anginosus subsp. whileyi","microaerophilic","doi","doi.org/10.1093/nar/gky879"
113107,"Streptococcus australis","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1579424,"Streptococcus azizii","microaerophilic","doi","doi.org/10.1093/nar/gky879"
439220,"Streptococcus caballi","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1329,"Streptococcus canis","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1640501,"Streptococcus caprae","microaerophilic","doi","doi.org/10.1093/nar/gky879"
254786,"Streptococcus castoreus","microaerophilic","doi","doi.org/10.1093/nar/gky879"
184250,"Streptococcus constellatus subsp. pharyngis","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1272518,"Streptococcus constellatus subsp. viborgensis","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1333,"Streptococcus criceti","microaerophilic","doi","doi.org/10.1093/nar/gky879"
45634,"Streptococcus cristatus","microaerophilic","doi","doi.org/10.1093/nar/gky879"
45634,"Streptococcus oligofermentans","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1432788,"Streptococcus cuniculi","microaerophilic","doi","doi.org/10.1093/nar/gky879"
747656,"Streptococcus danieliae","microaerophilic","doi","doi.org/10.1093/nar/gky879"
573564,"Streptococcus dentapri","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1080072,"Streptococcus dentasini","microaerophilic","doi","doi.org/10.1093/nar/gky879"
384613,"Streptococcus dentirousetti","microaerophilic","doi","doi.org/10.1093/nar/gky879"
231233,"Streptococcus devriesei","microaerophilic","doi","doi.org/10.1093/nar/gky879"
102886,"Streptococcus didelphis","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1317,"Streptococcus downei","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1334,"Streptococcus dysgalactiae","microaerophilic","doi","doi.org/10.1093/nar/gky879"
99822,"Streptococcus dysgalactiae subsp. dysgalactiae","microaerophilic","doi","doi.org/10.1093/nar/gky879"
119602,"Streptococcus dysgalactiae subsp. equisimilis","microaerophilic","doi","doi.org/10.1093/nar/gky879"
155680,"Streptococcus entericus","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1336,"Streptococcus equi","microaerophilic","doi","doi.org/10.1093/nar/gky879"
148942,"Streptococcus equi subsp. equi","microaerophilic","doi","doi.org/10.1093/nar/gky879"
254358,"Streptococcus equi subsp. ruminatorum","microaerophilic","doi","doi.org/10.1093/nar/gky879"
40041,"Streptococcus equi subsp. zooepidemicus","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1335,"Streptococcus equinus","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1345,"Streptococcus ferus","microaerophilic","doi","doi.org/10.1093/nar/gky879"
165758,"Streptococcus gallinaceus","microaerophilic","doi","doi.org/10.1093/nar/gky879"
315405,"Streptococcus gallolyticus","microaerophilic","doi","doi.org/10.1093/nar/gky879"
53354,"Streptococcus gallolyticus subsp. gallolyticus","microaerophilic","doi","doi.org/10.1093/nar/gky879"
59310,"Streptococcus gallolyticus subsp. macedonicus","microaerophilic","doi","doi.org/10.1093/nar/gky879"
197614,"Streptococcus gallolyticus subsp. pasteurianus","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1302,"Streptococcus gordonii","microaerophilic","doi","doi.org/10.1093/nar/gky879"
254785,"Streptococcus halichoeri","microaerophilic","doi","doi.org/10.1093/nar/gky879"
2033848,"Streptococcus halichoeri subsp. hominis","microaerophilic","doi","doi.org/10.1093/nar/gky879"
439219,"Streptococcus henryi","microaerophilic","doi","doi.org/10.1093/nar/gky879"
910939,"Streptococcus hongkongensis","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1337,"Streptococcus hyointestinalis","microaerophilic","doi","doi.org/10.1093/nar/gky879"
149015,"Streptococcus hyovaginalis","microaerophilic","doi","doi.org/10.1093/nar/gky879"
102684,"Streptococcus infantarius","microaerophilic","doi","doi.org/10.1093/nar/gky879"
150055,"Streptococcus infantarius subsp. coli","microaerophilic","doi","doi.org/10.1093/nar/gky879"
150054,"Streptococcus infantarius subsp. infantarius","microaerophilic","doi","doi.org/10.1093/nar/gky879"
68892,"Streptococcus infantis","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1346,"Streptococcus iniae","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1338,"Streptococcus intermedius","microaerophilic","doi","doi.org/10.1093/nar/gky879"
684066,"Streptococcus lactarius","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1349415,"Streptococcus loxodontisalivarius","microaerophilic","doi","doi.org/10.1093/nar/gky879"
150055,"Streptococcus lutetiensis","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1339,"Streptococcus macacae","microaerophilic","doi","doi.org/10.1093/nar/gky879"
269666,"Streptococcus marimammalium","microaerophilic","doi","doi.org/10.1093/nar/gky879"
313439,"Streptococcus massiliensis","microaerophilic","doi","doi.org/10.1093/nar/gky879"
400065,"Streptococcus merionis","microaerophilic","doi","doi.org/10.1093/nar/gky879"
229549,"Streptococcus minor","microaerophilic","doi","doi.org/10.1093/nar/gky879"
28037,"Streptococcus mitis","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1451356,"Streptococcus moroccensis","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1309,"Streptococcus mutans","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1303,"Streptococcus oralis","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1458253,"Streptococcus oralis subsp. dentisani","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1891914,"Streptococcus oralis subsp. oralis","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1077464,"Streptococcus oralis subsp. tigurinus","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1547447,"Streptococcus oricebi","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1346684,"Streptococcus oriloxodontae","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1080071,"Streptococcus orisasini","microaerophilic","doi","doi.org/10.1093/nar/gky879"
114652,"Streptococcus orisratti","microaerophilic","doi","doi.org/10.1093/nar/gky879"
282078,"Streptococcus orisuis","microaerophilic","doi","doi.org/10.1093/nar/gky879"
82806,"Streptococcus ovis","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1936207,"Streptococcus ovuberis","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1581472,"Streptococcus panodentis","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1318,"Streptococcus parasanguinis","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1501662,"Streptococcus parasuis","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1348,"Streptococcus parauberis","microaerophilic","doi","doi.org/10.1093/nar/gky879"
68891,"Streptococcus peroris","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1562651,"Streptococcus pharyngis","microaerophilic","doi","doi.org/10.1093/nar/gky879"
119224,"Streptococcus phocae","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1000562,"Streptococcus phocae subsp. salmonis","microaerophilic","doi","doi.org/10.1093/nar/gky879"
82348,"Streptococcus pluranimalium","microaerophilic","doi","doi.org/10.1093/nar/gky879"
456876,"Streptococcus plurextorum","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1313,"Streptococcus pneumoniae","microaerophilic","doi","doi.org/10.1093/nar/gky879"
502567,"Streptococcus porci","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1340,"Streptococcus porcinus","microaerophilic","doi","doi.org/10.1093/nar/gky879"
701526,"Streptococcus porcorum","microaerophilic","doi","doi.org/10.1093/nar/gky879"
257758,"Streptococcus pseudopneumoniae","microaerophilic","doi","doi.org/10.1093/nar/gky879"
361101,"Streptococcus pseudoporcinus","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1314,"Streptococcus pyogenes","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1341,"Streptococcus ratti","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1234680,"Streptococcus rubneri","microaerophilic","doi","doi.org/10.1093/nar/gky879"
759619,"Streptococcus rupicaprae","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1304,"Streptococcus salivarius","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1304,"Streptococcus salivarius subsp. salivarius","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1308,"Streptococcus salivarius subsp. thermophilus","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1349416,"Streptococcus saliviloxodontae","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1305,"Streptococcus sanguinis","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1310,"Streptococcus sobrinus","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1306,"Streptococcus sp.","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1307,"Streptococcus suis","microaerophilic","doi","doi.org/10.1093/nar/gky879"
55085,"Streptococcus thoraltensis","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1111760,"Streptococcus troglodytae","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1349,"Streptococcus uberis","microaerophilic","doi","doi.org/10.1093/nar/gky879"
149016,"Streptococcus urinalis","microaerophilic","doi","doi.org/10.1093/nar/gky879"
648567,"Streptococcus ursoris","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1343,"Streptococcus vestibularis","microaerophilic","doi","doi.org/10.1093/nar/gky879"
621096,"Streptohalobacillus salinus","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1898,"Streptomyces cacaoi","microaerophilic","doi","doi.org/10.1093/nar/gky879"
78355,"Streptomyces somaliensis","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1931,"Streptomyces sp.","microaerophilic","doi","doi.org/10.1093/nar/gky879"
649841,"Sulfuricella denitrificans","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1675686,"Sulfurifustis variabilis","microaerophilic","doi","doi.org/10.1093/nar/gky879"
460873,"Sulfurihydrogenibium kristjanssonii","microaerophilic","doi","doi.org/10.1093/nar/gky879"
380763,"Sulfurihydrogenibium rodmanii","microaerophilic","doi","doi.org/10.1093/nar/gky879"
202747,"Sulfurimonas autotrophica","microaerophilic","doi","doi.org/10.1093/nar/gky879"
364032,"Sulfurivirga caldicuralii","microaerophilic","doi","doi.org/10.1093/nar/gky879"
1431962,"Sulfurovum aggregans","microaerophilic","doi","doi.org/10.1093/nar/gky879"
40545,"Sutterella wadsworthensis","microaerophilic","doi","doi.org/10.1093/nar/gky879"
279832,"Suttonella ornithocola","microaerophilic","doi","doi.org/10.1093/nar/gky879"
466,"Tatlockia maceachernii","microaerophilic","doi","doi.org/10.1093/nar/gky879"
