"strain.code","T.C","rate.per.minute","domain","kingdom","phylum","binomial.name","aero","trophy"
38,15,1.71177883613863e-05,"Eukarya","Animalia","Arthropoda","Eurycercus lamellatus","A","H"
38,20,2.52281031825044e-05,"Eukarya","Animalia","Arthropoda","Eurycercus lamellatus","A","H"
39,5,1.07853956693297e-05,"Eukarya","Animalia","Arthropoda","Graptoleberis testudinaria","A","H"
39,10,2.04309086893966e-05,"Eukarya","Animalia","Arthropoda","Graptoleberis testudinaria","A","H"
39,15,3.03500762119915e-05,"Eukarya","Animalia","Arthropoda","Graptoleberis testudinaria","A","H"
39,20,5.07755494432683e-05,"Eukarya","Animalia","Arthropoda","Graptoleberis testudinaria","A","H"
40,5,6.14518331063682e-06,"Eukarya","Animalia","Arthropoda","Pleuroxus uncinatus","A","H"
40,10,1.26438720441866e-05,"Eukarya","Animalia","Arthropoda","Pleuroxus uncinatus","A","H"
40,15,2.14601965547117e-05,"Eukarya","Animalia","Arthropoda","Pleuroxus uncinatus","A","H"
40,20,3.53935447589842e-05,"Eukarya","Animalia","Arthropoda","Pleuroxus uncinatus","A","H"
41,10,9.96382133558651e-06,"Eukarya","Animalia","Arthropoda","Sida crystallina","A","H"
41,15,1.85850273637909e-05,"Eukarya","Animalia","Arthropoda","Sida crystallina","A","H"
41,20,2.98235569220685e-05,"Eukarya","Animalia","Arthropoda","Sida crystallina","A","H"
42,10,1.31877317458133e-05,"Eukarya","Animalia","Arthropoda","Simocephalus vetulus","A","H"
42,15,2.1702083350865e-05,"Eukarya","Animalia","Arthropoda","Simocephalus vetulus","A","H"
42,20,3.28568060561218e-05,"Eukarya","Animalia","Arthropoda","Simocephalus vetulus","A","H"
43,13.0498533724,0.000173913043478334,"Bacteria","Bacteria","Firmicutes","Clostridium perfringens","AN","H"
43,16.0410557185,0.00173913043478333,"Bacteria","Bacteria","Firmicutes","Clostridium perfringens","AN","H"
43,16.0410557185,0.001478260869565,"Bacteria","Bacteria","Firmicutes","Clostridium perfringens","AN","H"
43,19.9706744868,0.00304347826086667,"Bacteria","Bacteria","Firmicutes","Clostridium perfringens","AN","H"
43,22.9618768328,0.0064347826087,"Bacteria","Bacteria","Firmicutes","Clostridium perfringens","AN","H"
43,22.9618768328,0.0179999999999999,"Bacteria","Bacteria","Firmicutes","Clostridium perfringens","AN","H"
43,24.9560117302,0.00608695652173333,"Bacteria","Bacteria","Firmicutes","Clostridium perfringens","AN","H"
43,25.073313783,0.00721739130435,"Bacteria","Bacteria","Firmicutes","Clostridium perfringens","AN","H"
43,27.9472140762,0.0180869565216666,"Bacteria","Bacteria","Firmicutes","Clostridium perfringens","AN","H"
43,28.064516129,0.0128695652173833,"Bacteria","Bacteria","Firmicutes","Clostridium perfringens","AN","H"
43,30.9970674487,0.0205217391305,"Bacteria","Bacteria","Firmicutes","Clostridium perfringens","AN","H"
43,30.9970674487,0.0171304347826667,"Bacteria","Bacteria","Firmicutes","Clostridium perfringens","AN","H"
43,32.9325513196,0.0205217391305,"Bacteria","Bacteria","Firmicutes","Clostridium perfringens","AN","H"
43,32.991202346,0.0191304347826668,"Bacteria","Bacteria","Firmicutes","Clostridium perfringens","AN","H"
43,34.9853372434,0.0245217391305001,"Bacteria","Bacteria","Firmicutes","Clostridium perfringens","AN","H"
43,35.0439882698,0.0282608695651665,"Bacteria","Bacteria","Firmicutes","Clostridium perfringens","AN","H"
43,36.9794721408,0.0322608695651667,"Bacteria","Bacteria","Firmicutes","Clostridium perfringens","AN","H"
43,36.9794721408,0.0353043478261666,"Bacteria","Bacteria","Firmicutes","Clostridium perfringens","AN","H"
43,40.0293255132,0.0359130434783334,"Bacteria","Bacteria","Firmicutes","Clostridium perfringens","AN","H"
43,40.0293255132,0.0467826086956666,"Bacteria","Bacteria","Firmicutes","Clostridium perfringens","AN","H"
43,42.9618768328,0.0473043478261668,"Bacteria","Bacteria","Firmicutes","Clostridium perfringens","AN","H"
43,43.0205278592,0.0338260869565,"Bacteria","Bacteria","Firmicutes","Clostridium perfringens","AN","H"
43,45.9530791789,0.0446086956521667,"Bacteria","Bacteria","Firmicutes","Clostridium perfringens","AN","H"
43,46.0117302053,0.0426086956521665,"Bacteria","Bacteria","Firmicutes","Clostridium perfringens","AN","H"
43,48.0058651026,0.0443478260869998,"Bacteria","Bacteria","Firmicutes","Clostridium perfringens","AN","H"
43,49.9413489736,0.0352173913043335,"Bacteria","Bacteria","Firmicutes","Clostridium perfringens","AN","H"
43,50.0586510264,0.0325217391305001,"Bacteria","Bacteria","Firmicutes","Clostridium perfringens","AN","H"
43,50.9970674487,0.0287826086956665,"Bacteria","Bacteria","Firmicutes","Clostridium perfringens","AN","H"
43,50.9970674487,0.0251304347826666,"Bacteria","Bacteria","Firmicutes","Clostridium perfringens","AN","H"
44,13.0498533724,0.000782608695651664,"Bacteria","Bacteria","Firmicutes","Clostridium perfringens","AN","H"
44,15.9824046921,0.00165217391304333,"Bacteria","Bacteria","Firmicutes","Clostridium perfringens","AN","H"
44,19.9706744868,0.00295652173913334,"Bacteria","Bacteria","Firmicutes","Clostridium perfringens","AN","H"
44,20.0293255132,0.00547826086956666,"Bacteria","Bacteria","Firmicutes","Clostridium perfringens","AN","H"
44,23.0205278592,0.00913043478261666,"Bacteria","Bacteria","Firmicutes","Clostridium perfringens","AN","H"
44,24.9560117302,0.00817391304348334,"Bacteria","Bacteria","Firmicutes","Clostridium perfringens","AN","H"
44,24.9560117302,0.00730434782608334,"Bacteria","Bacteria","Firmicutes","Clostridium perfringens","AN","H"
44,28.0058651026,0.0153043478260834,"Bacteria","Bacteria","Firmicutes","Clostridium perfringens","AN","H"
44,28.064516129,0.0160869565217332,"Bacteria","Bacteria","Firmicutes","Clostridium perfringens","AN","H"
44,30.9970674487,0.0154782608695667,"Bacteria","Bacteria","Firmicutes","Clostridium perfringens","AN","H"
44,31.0557184751,0.0178260869565,"Bacteria","Bacteria","Firmicutes","Clostridium perfringens","AN","H"
44,32.991202346,0.0139999999999999,"Bacteria","Bacteria","Firmicutes","Clostridium perfringens","AN","H"
44,33.0498533724,0.0226956521738334,"Bacteria","Bacteria","Firmicutes","Clostridium perfringens","AN","H"
44,34.9853372434,0.0232173913043334,"Bacteria","Bacteria","Firmicutes","Clostridium perfringens","AN","H"
44,37.0381231672,0.0304347826086666,"Bacteria","Bacteria","Firmicutes","Clostridium perfringens","AN","H"
44,37.0381231672,0.0297391304348334,"Bacteria","Bacteria","Firmicutes","Clostridium perfringens","AN","H"
44,39.9706744868,0.0450434782608335,"Bacteria","Bacteria","Firmicutes","Clostridium perfringens","AN","H"
44,40.0293255132,0.0285217391304998,"Bacteria","Bacteria","Firmicutes","Clostridium perfringens","AN","H"
44,43.0205278592,0.0328695652173334,"Bacteria","Bacteria","Firmicutes","Clostridium perfringens","AN","H"
44,43.0791788856,0.0401739130435001,"Bacteria","Bacteria","Firmicutes","Clostridium perfringens","AN","H"
44,46.0117302053,0.0355652173913332,"Bacteria","Bacteria","Firmicutes","Clostridium perfringens","AN","H"
44,46.0703812317,0.0328695652173334,"Bacteria","Bacteria","Firmicutes","Clostridium perfringens","AN","H"
44,48.0058651026,0.0360000000000001,"Bacteria","Bacteria","Firmicutes","Clostridium perfringens","AN","H"
44,48.0058651026,0.0295652173913332,"Bacteria","Bacteria","Firmicutes","Clostridium perfringens","AN","H"
44,50,0.0240869565216665,"Bacteria","Bacteria","Firmicutes","Clostridium perfringens","AN","H"
44,50.0586510264,0.0250434782608332,"Bacteria","Bacteria","Firmicutes","Clostridium perfringens","AN","H"
44,50.9970674487,0.0170434782608333,"Bacteria","Bacteria","Firmicutes","Clostridium perfringens","AN","H"
44,50.9970674487,0.0113913043478334,"Bacteria","Bacteria","Firmicutes","Clostridium perfringens","AN","H"
45,10,0.000166666666666668,"Bacteria","Bacteria","Firmicutes","Clostridium perfringens","AN","H"
45,12.9325513196,0.000260869565216666,"Bacteria","Bacteria","Firmicutes","Clostridium perfringens","AN","H"
45,16.0997067449,0.00095652173913,"Bacteria","Bacteria","Firmicutes","Clostridium perfringens","AN","H"
45,19.9706744868,0.00304347826086667,"Bacteria","Bacteria","Firmicutes","Clostridium perfringens","AN","H"
45,20.0293255132,0.00599999999999999,"Bacteria","Bacteria","Firmicutes","Clostridium perfringens","AN","H"
45,22.9618768328,0.00530434782608333,"Bacteria","Bacteria","Firmicutes","Clostridium perfringens","AN","H"
45,23.0205278592,0.0108695652173833,"Bacteria","Bacteria","Firmicutes","Clostridium perfringens","AN","H"
45,24.9560117302,0.00539130434783334,"Bacteria","Bacteria","Firmicutes","Clostridium perfringens","AN","H"
45,25.0146627566,0.0102608695652166,"Bacteria","Bacteria","Firmicutes","Clostridium perfringens","AN","H"
45,27.9472140762,0.00756521739130001,"Bacteria","Bacteria","Firmicutes","Clostridium perfringens","AN","H"
45,28.0058651026,0.01,"Bacteria","Bacteria","Firmicutes","Clostridium perfringens","AN","H"
45,30.9970674487,0.0124347826087,"Bacteria","Bacteria","Firmicutes","Clostridium perfringens","AN","H"
45,30.9970674487,0.0164347826086999,"Bacteria","Bacteria","Firmicutes","Clostridium perfringens","AN","H"
45,32.991202346,0.0163478260869499,"Bacteria","Bacteria","Firmicutes","Clostridium perfringens","AN","H"
45,33.0498533724,0.0167826086956667,"Bacteria","Bacteria","Firmicutes","Clostridium perfringens","AN","H"
45,34.9853372434,0.0205217391305,"Bacteria","Bacteria","Firmicutes","Clostridium perfringens","AN","H"
45,34.9853372434,0.0217391304348333,"Bacteria","Bacteria","Firmicutes","Clostridium perfringens","AN","H"
45,37.0381231672,0.0217391304348333,"Bacteria","Bacteria","Firmicutes","Clostridium perfringens","AN","H"
45,37.0381231672,0.0249565217391665,"Bacteria","Bacteria","Firmicutes","Clostridium perfringens","AN","H"
45,39.9706744868,0.0235652173913334,"Bacteria","Bacteria","Firmicutes","Clostridium perfringens","AN","H"
45,40.0293255132,0.0414782608694999,"Bacteria","Bacteria","Firmicutes","Clostridium perfringens","AN","H"
45,42.9618768328,0.0273913043478333,"Bacteria","Bacteria","Firmicutes","Clostridium perfringens","AN","H"
45,43.0205278592,0.042,"Bacteria","Bacteria","Firmicutes","Clostridium perfringens","AN","H"
45,46.0117302053,0.0369565217391667,"Bacteria","Bacteria","Firmicutes","Clostridium perfringens","AN","H"
45,46.0117302053,0.0350434782608333,"Bacteria","Bacteria","Firmicutes","Clostridium perfringens","AN","H"
45,48.0058651026,0.040347826087,"Bacteria","Bacteria","Firmicutes","Clostridium perfringens","AN","H"
45,48.064516129,0.0347826086956668,"Bacteria","Bacteria","Firmicutes","Clostridium perfringens","AN","H"
45,50,0.0309565217391668,"Bacteria","Bacteria","Firmicutes","Clostridium perfringens","AN","H"
45,50.0586510264,0.023652173913,"Bacteria","Bacteria","Firmicutes","Clostridium perfringens","AN","H"
45,50.9970674487,0.0194782608695,"Bacteria","Bacteria","Firmicutes","Clostridium perfringens","AN","H"
45,51.0557184751,0.0238260869564999,"Bacteria","Bacteria","Firmicutes","Clostridium perfringens","AN","H"
46,30,0.00449511790246397,"Bacteria","Bacteria","Proteobacteria","Desulfuromonas acetoxidans","AN","H"
47,70,0.00159344179439068,"Archaea","Crenarchaeota","Crenarchaeota","Sulfolobus acidocaldarius","A","M"
48,80,0.00231049060186648,"Archaea","Euryarchaeota","Euryarchaeota","Methanothermus sociabilis","AN","A"
49,88,0.00231049060186648,"Archaea","Euryarchaeota","Euryarchaeota","Methanothermus sociabilis","AN","A"
50,77,0.00231049060186648,"Archaea","Euryarchaeota","Euryarchaeota","Methanothermus sociabilis","AN","A"
51,76,0.000577622650466619,"Archaea","Euryarchaeota","Euryarchaeota","Archaeoglobus fulgidus","AN","M"
52,10,3.47222222222223e-05,"Eukarya","Animalia","Arthropoda","Ceriodaphnia dubia","A","H"
52,15,8.33333333333334e-05,"Eukarya","Animalia","Arthropoda","Ceriodaphnia dubia","A","H"
52,20,0.000138888888888889,"Eukarya","Animalia","Arthropoda","Ceriodaphnia dubia","A","H"
52,25,0.000180555555555554,"Eukarya","Animalia","Arthropoda","Ceriodaphnia dubia","A","H"
53,37,0.00412326388888889,"Eukarya","Chromista","Myzozoa","Plasmodium falciparum","A","H"
54,41,0.0787667250636302,"Bacteria","Bacteria","Firmicutes","Clostridium perfringens","AN","H"
54,45,0.0778817056808929,"Bacteria","Bacteria","Firmicutes","Clostridium perfringens","AN","H"
55,45,0.056815342668848,"Bacteria","Bacteria","Firmicutes","Clostridium perfringens","AN","H"
56,41,0.0778817056808929,"Bacteria","Bacteria","Firmicutes","Clostridium perfringens","AN","H"
56,45,0.0815467271246997,"Bacteria","Bacteria","Firmicutes","Clostridium perfringens","AN","H"
57,41,0.0608023842596444,"Bacteria","Bacteria","Firmicutes","Clostridium perfringens","AN","H"
57,45,0.0618881411214237,"Bacteria","Bacteria","Firmicutes","Clostridium perfringens","AN","H"
58,20.0888667539,0.000383029110211667,"Bacteria","Bacteria","Firmicutes","Clostridium termitidis","AN","H"
58,25.0095407251,0.000533625555541667,"Bacteria","Bacteria","Firmicutes","Clostridium termitidis","AN","H"
58,29.9470159732,0.000599375552541664,"Bacteria","Bacteria","Firmicutes","Clostridium termitidis","AN","H"
58,32.6760233778,0.000817888159500003,"Bacteria","Bacteria","Firmicutes","Clostridium termitidis","AN","H"
58,35.1977150263,0.001083345334245,"Bacteria","Bacteria","Firmicutes","Clostridium termitidis","AN","H"
58,37.6498013849,0.00120030922350167,"Bacteria","Bacteria","Firmicutes","Clostridium termitidis","AN","H"
58,40.1348902517,0.00115061044639333,"Bacteria","Bacteria","Firmicutes","Clostridium termitidis","AN","H"
58,45.012960985,0.000516353242846666,"Bacteria","Bacteria","Firmicutes","Clostridium termitidis","AN","H"
59,24.9292929293,0.000337899831649999,"Archaea","Archaea","Euryarchaeota","Methanolobus zinderi","AN","H"
59,33.0909090909,0.000670170454545,"Archaea","Archaea","Euryarchaeota","Methanolobus zinderi","AN","H"
59,37.0505050505,0.000851946548821666,"Archaea","Archaea","Euryarchaeota","Methanolobus zinderi","AN","H"
59,41.9797979798,0.00121588804713833,"Archaea","Archaea","Euryarchaeota","Methanolobus zinderi","AN","H"
59,45.0505050505,0.001132154882155,"Archaea","Archaea","Euryarchaeota","Methanolobus zinderi","AN","H"
59,50.1414141414,0.0010898253367,"Archaea","Archaea","Euryarchaeota","Methanolobus zinderi","AN","H"
60,14,0.00095138888888889,"Eukarya","Chromista","Ochrophyta","Paraphysomonas imperforata","A","H"
60,18,0.00133333333333334,"Eukarya","Chromista","Ochrophyta","Paraphysomonas imperforata","A","H"
60,22,0.00175,"Eukarya","Chromista","Ochrophyta","Paraphysomonas imperforata","A","H"
60,26,0.00280555555555555,"Eukarya","Chromista","Ochrophyta","Paraphysomonas imperforata","A","H"
61,3,0.000542368685884152,"Eukarya","Chromista","Ochrophyta","Monas sp.","A","H"
61,18,0.00213934314987637,"Eukarya","Chromista","Ochrophyta","Monas sp.","A","H"
61,23.5,0.00231049060186648,"Eukarya","Chromista","Ochrophyta","Monas sp.","A","H"
61,30,0.000881866641933774,"Eukarya","Chromista","Ochrophyta","Monas sp.","A","H"
62,3.95602030681,0.000115957890347917,"Bacteria","Bacteria","Proteobacteria","Desulfovibrio cuneatus","FA","H"
62,9.06125151749,0.000213675213674999,"Bacteria","Bacteria","Proteobacteria","Desulfovibrio cuneatus","FA","H"
62,12.9349961373,0.000281425891181944,"Bacteria","Bacteria","Proteobacteria","Desulfovibrio cuneatus","FA","H"
62,19.9780929257,0.000405201167396529,"Bacteria","Bacteria","Proteobacteria","Desulfovibrio cuneatus","FA","H"
62,27.9040392893,0.000525067750677776,"Bacteria","Bacteria","Proteobacteria","Desulfovibrio cuneatus","FA","H"
62,32.8601147776,0.000407806962684723,"Bacteria","Bacteria","Proteobacteria","Desulfovibrio cuneatus","FA","H"
63,3.86612956627,0.000128986866791667,"Bacteria","Bacteria","Proteobacteria","Desulfovibrio cuneatus","FA","H"
63,12.9349961373,0.000281425891181944,"Bacteria","Bacteria","Proteobacteria","Desulfovibrio cuneatus","FA","H"
63,19.8880366405,0.000419533041484028,"Bacteria","Bacteria","Proteobacteria","Desulfovibrio cuneatus","FA","H"
63,27.9922745834,0.000525067750677776,"Bacteria","Bacteria","Proteobacteria","Desulfovibrio cuneatus","FA","H"
63,32.7786668138,0.000354388159265971,"Bacteria","Bacteria","Proteobacteria","Desulfovibrio cuneatus","FA","H"
64,4.03316410992,0.000203252032520139,"Bacteria","Bacteria","Proteobacteria","Desulfovibrio litoralis","FA","H"
64,8.9624213663,0.000297060662914582,"Bacteria","Bacteria","Proteobacteria","Desulfovibrio litoralis","FA","H"
64,20.0554022735,0.000491192411924305,"Bacteria","Bacteria","Proteobacteria","Desulfovibrio litoralis","FA","H"
64,27.8977485929,0.000574577861163195,"Bacteria","Bacteria","Proteobacteria","Desulfovibrio litoralis","FA","H"
64,33.0430416069,0.000356993954554861,"Bacteria","Bacteria","Proteobacteria","Desulfovibrio litoralis","FA","H"
65,3.82529411799999,1.64761978599305e-05,"Eukarya","Fungi","Ascomycota","Candida sphaerica","FA","H"
65,7.869411765,2.41125589529166e-05,"Eukarya","Fungi","Ascomycota","Candida sphaerica","FA","H"
65,11.913529412,4.97603398236805e-05,"Eukarya","Fungi","Ascomycota","Candida sphaerica","FA","H"
65,16.815490196,9.92782406256945e-05,"Eukarya","Fungi","Ascomycota","Candida sphaerica","FA","H"
65,19.879215686,0.000145193682930555,"Eukarya","Fungi","Ascomycota","Candida sphaerica","FA","H"
65,23.678235294,0.00019833991165625,"Eukarya","Fungi","Ascomycota","Candida sphaerica","FA","H"
65,27.8449019609999,0.000205863460893054,"Eukarya","Fungi","Ascomycota","Candida sphaerica","FA","H"
65,31.7664705879999,0.000213636404566667,"Eukarya","Fungi","Ascomycota","Candida sphaerica","FA","H"
65,34.585098039,9.06530276402779e-05,"Eukarya","Fungi","Ascomycota","Candida sphaerica","FA","H"
65,36.790980392,1.07812136206945e-05,"Eukarya","Fungi","Ascomycota","Candida sphaerica","FA","H"
66,7.77366093399996,1.88136616288195e-05,"Eukarya","Fungi","Ascomycota","Kluyveromyces blattae","FA","H"
66,11.950565111,6.00073809345833e-05,"Eukarya","Fungi","Ascomycota","Kluyveromyces blattae","FA","H"
66,16.864570025,8.38932579159722e-05,"Eukarya","Fungi","Ascomycota","Kluyveromyces blattae","FA","H"
66,19.812972973,0.000136903208756249,"Eukarya","Fungi","Ascomycota","Kluyveromyces blattae","FA","H"
66,23.8670270269999,0.000235227587343056,"Eukarya","Fungi","Ascomycota","Kluyveromyces blattae","FA","H"
66,27.798230958,0.000241369440663193,"Eukarya","Fungi","Ascomycota","Kluyveromyces blattae","FA","H"
66,31.852285012,0.000267582929093749,"Eukarya","Fungi","Ascomycota","Kluyveromyces blattae","FA","H"
66,34.800687961,0.000108559381079168,"Eukarya","Fungi","Ascomycota","Kluyveromyces blattae","FA","H"
66,37.1348402949999,5.69923562350694e-05,"Eukarya","Fungi","Ascomycota","Kluyveromyces blattae","FA","H"
