"strain.code","T.C","rate.per.minute","domain","kingdom","phylum","binomial.name","aero","trophy"
840,49.9382716049,0.00404124271937549,"Bacteria","Bacteria","Proteobacteria","Thiobacillus caldus","A","M"
840,51.975308642,0.00228418066747519,"Bacteria","Bacteria","Proteobacteria","Thiobacillus caldus","A","M"
841,49.9718124301,0.000643680009805003,"Bacteria","Bacteria","Thermodesulfobacteria","Thermodesulfobacterium commune","AN","H"
841,59.8576834107,0.00267931277478333,"Bacteria","Bacteria","Thermodesulfobacteria","Thermodesulfobacterium commune","AN","H"
841,64.8131807528,0.00465428098718333,"Bacteria","Bacteria","Thermodesulfobacteria","Thermodesulfobacterium commune","AN","H"
841,69.6240636059,0.00500057447493334,"Bacteria","Bacteria","Thermodesulfobacteria","Thermodesulfobacterium commune","AN","H"
841,74.6776046693,0.00468989843283334,"Bacteria","Bacteria","Thermodesulfobacteria","Thermodesulfobacterium commune","AN","H"
841,79.6386169708,0.0040362991559,"Bacteria","Bacteria","Thermodesulfobacteria","Thermodesulfobacterium commune","AN","H"
841,84.8226787383,0.000682859200025001,"Bacteria","Bacteria","Thermodesulfobacteria","Thermodesulfobacterium commune","AN","H"
842,27.9279279279,6.94444444444444e-05,"Bacteria","Bacteria","Cyanobacteria","Halomicronema excentricum","A","A"
842,35.1351351351,0.000117521367521527,"Bacteria","Bacteria","Cyanobacteria","Halomicronema excentricum","A","A"
842,40.1801801802,0.000125534188034027,"Bacteria","Bacteria","Cyanobacteria","Halomicronema excentricum","A","A"
842,45.045045045,0.000132656695156945,"Bacteria","Bacteria","Cyanobacteria","Halomicronema excentricum","A","A"
842,50.0900900901,0.000111289173788888,"Bacteria","Bacteria","Cyanobacteria","Halomicronema excentricum","A","A"
843,21.5590577013,1.17056557270139e-05,"Bacteria","Bacteria","Cyanobacteria","Halomicronema excentricum","A","A"
843,27.7685387304,0.000108084762301388,"Bacteria","Bacteria","Cyanobacteria","Halomicronema excentricum","A","A"
843,34.6374269744,0.000133570127734722,"Bacteria","Bacteria","Cyanobacteria","Halomicronema excentricum","A","A"
843,39.871045891,0.000143275333425694,"Bacteria","Bacteria","Cyanobacteria","Halomicronema excentricum","A","A"
843,45.2515362194,0.000114467275686806,"Bacteria","Bacteria","Cyanobacteria","Halomicronema excentricum","A","A"
844,27.9434607021,0.000122126436781945,"Bacteria","Bacteria","Cyanobacteria","Halomicronema excentricum","A","A"
844,34.9401988195,0.000157147988505556,"Bacteria","Bacteria","Cyanobacteria","Halomicronema excentricum","A","A"
844,39.9805840323,0.000162535919540277,"Bacteria","Bacteria","Cyanobacteria","Halomicronema excentricum","A","A"
844,44.8734078906,0.000130208333333334,"Bacteria","Bacteria","Cyanobacteria","Halomicronema excentricum","A","A"
845,49.7072091242,0.00103987868944,"Bacteria","Bacteria","Thermotogae","Thermotoga lettingae","AN","H"
845,54.9629755724,0.00162769467377833,"Bacteria","Bacteria","Thermotogae","Thermotoga lettingae","AN","H"
845,59.6924560956,0.00268662049251666,"Bacteria","Bacteria","Thermotogae","Thermotoga lettingae","AN","H"
845,62.6451896615,0.00351941891035,"Bacteria","Bacteria","Thermotogae","Thermotoga lettingae","AN","H"
845,64.9163049338,0.00368205095468334,"Bacteria","Bacteria","Thermotogae","Thermotoga lettingae","AN","H"
845,69.8131755894,0.00156159862305,"Bacteria","Bacteria","Thermotogae","Thermotoga lettingae","AN","H"
846,39.9741715829,0.00117434507678333,"Bacteria","Bacteria","Firmicutes","Clostridium thermosulfurogenes","AN","H"
846,44.9467288897,0.00175248419151666,"Bacteria","Bacteria","Firmicutes","Clostridium thermosulfurogenes","AN","H"
846,49.777523407,0.00439024390243334,"Bacteria","Bacteria","Firmicutes","Clostridium thermosulfurogenes","AN","H"
846,54.7450911332,0.00527551942186667,"Bacteria","Bacteria","Firmicutes","Clostridium thermosulfurogenes","AN","H"
846,59.4904757712,0.00650406504065001,"Bacteria","Bacteria","Firmicutes","Clostridium thermosulfurogenes","AN","H"
846,60.5746822811,0.00643179765131667,"Bacteria","Bacteria","Firmicutes","Clostridium thermosulfurogenes","AN","H"
846,64.6975433653,0.00598012646793334,"Bacteria","Bacteria","Firmicutes","Clostridium thermosulfurogenes","AN","H"
847,37,0.00042008920033936,"Archaea","Archaea","Euryarchaeota","Halococcus dombrowskii","A","H"
848,10,5.19818502901667e-05,"Archaea","Archaea","Euryarchaeota","Methanobacterium flexile","AN","H"
848,15,0.000114418654431667,"Archaea","Archaea","Euryarchaeota","Methanobacterium flexile","AN","H"
848,20,0.000183119417993335,"Archaea","Archaea","Euryarchaeota","Methanobacterium flexile","AN","H"
848,25,0.000283173776993333,"Archaea","Archaea","Euryarchaeota","Methanobacterium flexile","AN","H"
848,30,0.000445924060758333,"Archaea","Archaea","Euryarchaeota","Methanobacterium flexile","AN","H"
848,35,0.000535529098965001,"Archaea","Archaea","Euryarchaeota","Methanobacterium flexile","AN","H"
848,40,0.000414057857128333,"Archaea","Archaea","Euryarchaeota","Methanobacterium flexile","AN","H"
848,45,0.000167183499649999,"Archaea","Archaea","Euryarchaeota","Methanobacterium flexile","AN","H"
848,50,9.79644948415e-05,"Archaea","Archaea","Euryarchaeota","Methanobacterium flexile","AN","H"
849,10,6.6610899402e-05,"Archaea","Archaea","Euryarchaeota","Methanobacterium movens","AN","H"
849,15,9.97896053198333e-05,"Archaea","Archaea","Euryarchaeota","Methanobacterium movens","AN","H"
849,20,0.000151777088667167,"Archaea","Archaea","Euryarchaeota","Methanobacterium movens","AN","H"
849,25,0.000235112534396667,"Archaea","Archaea","Euryarchaeota","Methanobacterium movens","AN","H"
849,30,0.000366509222723333,"Archaea","Archaea","Euryarchaeota","Methanobacterium movens","AN","H"
849,35,0.000433125755181667,"Archaea","Archaea","Euryarchaeota","Methanobacterium movens","AN","H"
849,40,0.000351361932363335,"Archaea","Archaea","Euryarchaeota","Methanobacterium movens","AN","H"
849,45,0.000148385988333999,"Archaea","Archaea","Euryarchaeota","Methanobacterium movens","AN","H"
849,50,3.31730728608333e-05,"Archaea","Archaea","Euryarchaeota","Methanobacterium movens","AN","H"
850,59.8878797209,0.00210278059352388,"Bacteria","Bacteria","Aquificae","Thermocrinis ruber","A","M"
850,70.0672208539,0.00454908474936604,"Bacteria","Bacteria","Aquificae","Thermocrinis ruber","A","M"
850,75.0826149425,0.00647123323497717,"Bacteria","Bacteria","Aquificae","Thermocrinis ruber","A","M"
850,79.8568349754,0.00977569275926393,"Bacteria","Bacteria","Aquificae","Thermocrinis ruber","A","M"
850,84.8406711823,0.00585296254376028,"Bacteria","Bacteria","Aquificae","Thermocrinis ruber","A","M"
851,30,0.0226666666666666,"Bacteria","Bacteria","Firmicutes","Clostridium perfringens","AN","H"
851,35,0.0351666666666665,"Bacteria","Bacteria","Firmicutes","Clostridium perfringens","AN","H"
851,40,0.0518333333333334,"Bacteria","Bacteria","Firmicutes","Clostridium perfringens","AN","H"
851,45,0.07,"Bacteria","Bacteria","Firmicutes","Clostridium perfringens","AN","H"
852,19.9154918560326,0.01104149864335,"Bacteria","Bacteria","Proteobacteria","Vibrio alginolyticus","FA","H"
852,24.2276342525244,0.0165302605020166,"Bacteria","Bacteria","Proteobacteria","Vibrio alginolyticus","FA","H"
852,29.6831845391628,0.0265200608469999,"Bacteria","Bacteria","Proteobacteria","Vibrio alginolyticus","FA","H"
852,36.0747301813104,0.0455945022350001,"Bacteria","Bacteria","Proteobacteria","Vibrio alginolyticus","FA","H"
852,39.8957412604395,0.0397032620741665,"Bacteria","Bacteria","Proteobacteria","Vibrio alginolyticus","FA","H"
852,48.8618385343436,0.00174532983391666,"Bacteria","Bacteria","Proteobacteria","Vibrio alginolyticus","FA","H"
853,14.9930727115,0.000106393579153521,"Bacteria","Bacteria","Firmicutes","Clostridium perfringens","AN","H"
853,18.9074080256,0.00399785934544583,"Bacteria","Bacteria","Firmicutes","Clostridium perfringens","AN","H"
853,18.9083817409,0.0039991809968404,"Bacteria","Bacteria","Firmicutes","Clostridium perfringens","AN","H"
853,21.856930627,0.00936480723540827,"Bacteria","Bacteria","Firmicutes","Clostridium perfringens","AN","H"
853,26.0491920945,0.0216596219957788,"Bacteria","Bacteria","Firmicutes","Clostridium perfringens","AN","H"
853,27.9133003939,0.0277498229896907,"Bacteria","Bacteria","Firmicutes","Clostridium perfringens","AN","H"
853,27.9713060025,0.0279278458506704,"Bacteria","Bacteria","Firmicutes","Clostridium perfringens","AN","H"
853,28.0252776479,0.028092427857645,"Bacteria","Bacteria","Firmicutes","Clostridium perfringens","AN","H"
853,32.9035910619,0.041002787706205,"Bacteria","Bacteria","Firmicutes","Clostridium perfringens","AN","H"
853,33.0145946006,0.0413071897905191,"Bacteria","Bacteria","Firmicutes","Clostridium perfringens","AN","H"
853,34.9924884823,0.0470519368313658,"Bacteria","Bacteria","Firmicutes","Clostridium perfringens","AN","H"
853,34.9963833433,0.0470635617043995,"Bacteria","Bacteria","Firmicutes","Clostridium perfringens","AN","H"
853,36.8686986713,0.0528048342841387,"Bacteria","Bacteria","Firmicutes","Clostridium perfringens","AN","H"
853,36.8696723865,0.0528079691840928,"Bacteria","Bacteria","Firmicutes","Clostridium perfringens","AN","H"
853,36.9232267254,0.0529807288483443,"Bacteria","Bacteria","Firmicutes","Clostridium perfringens","AN","H"
853,36.9739990207,0.0531450968815881,"Bacteria","Bacteria","Firmicutes","Clostridium perfringens","AN","H"
853,39.925051746,0.0629294343257278,"Bacteria","Bacteria","Firmicutes","Clostridium perfringens","AN","H"
853,39.9271382787,0.0629360415576831,"Bacteria","Bacteria","Firmicutes","Clostridium perfringens","AN","H"
853,39.9797189023,0.0631021711769249,"Bacteria","Bacteria","Firmicutes","Clostridium perfringens","AN","H"
853,40.8911163784,0.0657953032257765,"Bacteria","Bacteria","Firmicutes","Clostridium perfringens","AN","H"
853,40.942862389,0.0659332768308983,"Bacteria","Bacteria","Firmicutes","Clostridium perfringens","AN","H"
853,40.9455053304,0.065940268161179,"Bacteria","Bacteria","Firmicutes","Clostridium perfringens","AN","H"
853,40.991826356,0.0660618869224492,"Bacteria","Bacteria","Firmicutes","Clostridium perfringens","AN","H"
853,40.9953039104,0.0660709461730213,"Bacteria","Bacteria","Firmicutes","Clostridium perfringens","AN","H"
853,41.7980625849,0.0678622946718724,"Bacteria","Bacteria","Firmicutes","Clostridium perfringens","AN","H"
853,41.8414624647,0.0679404136668902,"Bacteria","Bacteria","Firmicutes","Clostridium perfringens","AN","H"
853,42.978483675,0.0691834950855974,"Bacteria","Bacteria","Firmicutes","Clostridium perfringens","AN","H"
853,42.9791791859,0.069183752900738,"Bacteria","Bacteria","Firmicutes","Clostridium perfringens","AN","H"
853,42.9851605796,0.069185943373699,"Bacteria","Bacteria","Firmicutes","Clostridium perfringens","AN","H"
853,43.0385758163,0.069203390372877,"Bacteria","Bacteria","Firmicutes","Clostridium perfringens","AN","H"
853,44.9211847054,0.0678365444886206,"Bacteria","Bacteria","Firmicutes","Clostridium perfringens","AN","H"
853,44.9218802163,0.0678354909859416,"Bacteria","Bacteria","Firmicutes","Clostridium perfringens","AN","H"
853,44.9647236874,0.0677700325342315,"Bacteria","Bacteria","Firmicutes","Clostridium perfringens","AN","H"
853,44.9750172487,0.067754138055485,"Bacteria","Bacteria","Firmicutes","Clostridium perfringens","AN","H"
853,45.9302319112,0.0659367632880426,"Bacteria","Bacteria","Firmicutes","Clostridium perfringens","AN","H"
853,45.9978355701,0.065777815745726,"Bacteria","Bacteria","Firmicutes","Clostridium perfringens","AN","H"
853,46.0455476175,0.0656629018510344,"Bacteria","Bacteria","Firmicutes","Clostridium perfringens","AN","H"
853,47.4674500901,0.061225630482357,"Bacteria","Bacteria","Firmicutes","Clostridium perfringens","AN","H"
853,47.5274031292,0.0609971866896618,"Bacteria","Bacteria","Firmicutes","Clostridium perfringens","AN","H"
853,47.5306024794,0.0609849068755988,"Bacteria","Bacteria","Firmicutes","Clostridium perfringens","AN","H"
853,48.893386526,0.0551212207435079,"Bacteria","Bacteria","Firmicutes","Clostridium perfringens","AN","H"
853,48.9522267477,0.0548481117227902,"Bacteria","Bacteria","Firmicutes","Clostridium perfringens","AN","H"
853,48.9598773675,0.0548125327775432,"Bacteria","Bacteria","Firmicutes","Clostridium perfringens","AN","H"
853,49.9747668647,0.0499812025818973,"Bacteria","Bacteria","Firmicutes","Clostridium perfringens","AN","H"
853,50.0301295319,0.0497125499242,"Bacteria","Bacteria","Firmicutes","Clostridium perfringens","AN","H"
853,50.9604449044,0.0452128212655444,"Bacteria","Bacteria","Firmicutes","Clostridium perfringens","AN","H"
853,51.904114086,0.04084562414667,"Bacteria","Bacteria","Firmicutes","Clostridium perfringens","AN","H"
853,51.9157986691,0.0407922101028004,"Bacteria","Bacteria","Firmicutes","Clostridium perfringens","AN","H"
854,30.0622010763,0.00235368456935,"Bacteria","Bacteria","Firmicutes","Clostridium isatidis","AN","H"
854,35.0958114824,0.00691713382428334,"Bacteria","Bacteria","Firmicutes","Clostridium isatidis","AN","H"
854,38.0320452462,0.00761858736523333,"Bacteria","Bacteria","Firmicutes","Clostridium isatidis","AN","H"
854,40.9746705993,0.0109627500254667,"Bacteria","Bacteria","Firmicutes","Clostridium isatidis","AN","H"
854,44.8719811433,0.0123707495931166,"Bacteria","Bacteria","Firmicutes","Clostridium isatidis","AN","H"
854,46.5155549458,0.0152670645041334,"Bacteria","Bacteria","Firmicutes","Clostridium isatidis","AN","H"
854,46.9161984698,0.0175864735263332,"Bacteria","Bacteria","Firmicutes","Clostridium isatidis","AN","H"
854,48.3853286524,0.0183561663766666,"Bacteria","Bacteria","Firmicutes","Clostridium isatidis","AN","H"
854,49.0123279727,0.0209328186805,"Bacteria","Bacteria","Firmicutes","Clostridium isatidis","AN","H"
854,50.8213036348,0.0222172890931667,"Bacteria","Bacteria","Firmicutes","Clostridium isatidis","AN","H"
854,51.8328895596,0.0204743494609999,"Bacteria","Bacteria","Firmicutes","Clostridium isatidis","AN","H"
854,53.9346311897,0.0028077888011,"Bacteria","Bacteria","Firmicutes","Clostridium isatidis","AN","H"
854,54.8930577987,0.00241857738811667,"Bacteria","Bacteria","Firmicutes","Clostridium isatidis","AN","H"
855,45.2101268064,0.00296803652968333,"Bacteria","Bacteria","Firmicutes","Thermohalobacter berrensis","AN","H"
855,50.0064915426,0.00675799086758334,"Bacteria","Bacteria","Firmicutes","Thermohalobacter berrensis","AN","H"
855,55.2118972271,0.0111872146118666,"Bacteria","Bacteria","Firmicutes","Thermohalobacter berrensis","AN","H"
855,60.0049424244,0.0145662100456667,"Bacteria","Bacteria","Firmicutes","Thermohalobacter berrensis","AN","H"
855,65.2051843819,0.0183561643835001,"Bacteria","Bacteria","Firmicutes","Thermohalobacter berrensis","AN","H"
856,15.1058466583,0.00325725245621666,"Bacteria","Bacteria","Firmicutes","Clostridium sp.","AN","H"
856,19.8927359235,0.00373049134608334,"Bacteria","Bacteria","Firmicutes","Clostridium sp.","AN","H"
856,25.2229943533,0.00696080008785,"Bacteria","Bacteria","Firmicutes","Clostridium sp.","AN","H"
856,30.1735379523,0.00987187050671667,"Bacteria","Bacteria","Firmicutes","Clostridium sp.","AN","H"
856,36.6719021752,0.0115418700214833,"Bacteria","Bacteria","Firmicutes","Clostridium sp.","AN","H"
856,41.9056229361,0.00649892608228333,"Bacteria","Bacteria","Firmicutes","Clostridium sp.","AN","H"
857,70,0.00113610441139006,"Archaea","Euryarchaeota","Euryarchaeota","Geoglobus ahangari","AN","A"
857,74.8571428571,0.00175528600637267,"Archaea","Euryarchaeota","Euryarchaeota","Geoglobus ahangari","AN","A"
857,80.0714285714,0.00202058113471136,"Archaea","Euryarchaeota","Euryarchaeota","Geoglobus ahangari","AN","A"
857,84.9285714286,0.0021558330159419,"Archaea","Euryarchaeota","Euryarchaeota","Geoglobus ahangari","AN","A"
857,87.5714285714,0.00232565793623221,"Archaea","Euryarchaeota","Euryarchaeota","Geoglobus ahangari","AN","A"
858,0,4.71528694258466e-05,"Bacteria","Bacteria","Proteobacteria","Rhodoferax antarcticus","FA","M"
858,2.88651811064,9.07180205260712e-05,"Bacteria","Bacteria","Proteobacteria","Rhodoferax antarcticus","FA","M"
858,6.11460036135,0.000270474098234241,"Bacteria","Bacteria","Proteobacteria","Rhodoferax antarcticus","FA","M"
858,8.92827439846,0.000319830685503131,"Bacteria","Bacteria","Proteobacteria","Rhodoferax antarcticus","FA","M"
858,12.1942126244,0.000547710048924531,"Bacteria","Bacteria","Proteobacteria","Rhodoferax antarcticus","FA","M"
858,18.0571567868,0.000547710048924531,"Bacteria","Bacteria","Proteobacteria","Rhodoferax antarcticus","FA","M"
858,20.6454156988,0.000576536893605632,"Bacteria","Bacteria","Proteobacteria","Rhodoferax antarcticus","FA","M"
858,24.1525423729,0.000405711147351363,"Bacteria","Bacteria","Proteobacteria","Rhodoferax antarcticus","FA","M"
858,24.7796036594,0.0001880549524206,"Bacteria","Bacteria","Proteobacteria","Rhodoferax antarcticus","FA","M"
859,-0.024445944663,1.89047320175695e-05,"Archaea","Euryarchaeota","Euryarchaeota","Methanogenium frigidum","AN","A"
859,0.0360755688231,2.26680977345834e-05,"Archaea","Euryarchaeota","Euryarchaeota","Methanogenium frigidum","AN","A"
859,3.97261104841,6.36563696585416e-05,"Archaea","Euryarchaeota","Euryarchaeota","Methanogenium frigidum","AN","A"
859,4.03392369279,6.88305854720138e-05,"Archaea","Euryarchaeota","Euryarchaeota","Methanogenium frigidum","AN","A"
859,4.08811615911,6.13071504168055e-05,"Archaea","Euryarchaeota","Euryarchaeota","Methanogenium frigidum","AN","A"
859,9.96832839316,0.000131018967802777,"Archaea","Euryarchaeota","Euryarchaeota","Methanogenium frigidum","AN","A"
859,10.0898988407,0.000139486265967361,"Archaea","Euryarchaeota","Euryarchaeota","Methanogenium frigidum","AN","A"
859,10.1033480659,0.000163470717608334,"Archaea","Euryarchaeota","Euryarchaeota","Methanogenium frigidum","AN","A"
859,10.134334026,0.000114562346388889,"Archaea","Euryarchaeota","Euryarchaeota","Methanogenium frigidum","AN","A"
859,15.0073047753,0.00015886018255764,"Archaea","Euryarchaeota","Euryarchaeota","Methanogenium frigidum","AN","A"
859,15.0607061107,0.00014992589740625,"Archaea","Euryarchaeota","Euryarchaeota","Methanogenium frigidum","AN","A"
859,15.1180631006,0.000148045862736805,"Archaea","Euryarchaeota","Euryarchaeota","Methanogenium frigidum","AN","A"
859,17.0055695615,7.65990513458334e-05,"Archaea","Euryarchaeota","Euryarchaeota","Methanogenium frigidum","AN","A"
859,17.0084703748,8.17721683666667e-05,"Archaea","Euryarchaeota","Euryarchaeota","Methanogenium frigidum","AN","A"
859,17.0711015707,8.92978010076389e-05,"Archaea","Euryarchaeota","Euryarchaeota","Methanogenium frigidum","AN","A"
859,17.1080210124,0.000155137472178471,"Archaea","Euryarchaeota","Euryarchaeota","Methanogenium frigidum","AN","A"
859,19.0436546028,6.53507083258334e-05,"Archaea","Euryarchaeota","Euryarchaeota","Methanogenium frigidum","AN","A"
860,14.9414159993,7.73677889341667e-05,"Archaea","Euryarchaeota","Euryarchaeota","Methanoculleus submarinus","AN","H"
860,14.9423235749,6.0728904163e-05,"Archaea","Euryarchaeota","Euryarchaeota","Methanoculleus submarinus","AN","H"
860,15.0492359727,0.000100668278117501,"Archaea","Euryarchaeota","Euryarchaeota","Methanoculleus submarinus","AN","H"
860,19.9519590018,0.000217412744174999,"Archaea","Euryarchaeota","Euryarchaeota","Methanoculleus submarinus","AN","H"
860,19.9532296075,0.000194118305496667,"Archaea","Euryarchaeota","Euryarchaeota","Methanoculleus submarinus","AN","H"
860,19.9543186982,0.000174151643770001,"Archaea","Euryarchaeota","Euryarchaeota","Methanoculleus submarinus","AN","H"
860,24.958690187,0.000427341015456668,"Archaea","Euryarchaeota","Euryarchaeota","Methanoculleus submarinus","AN","H"
860,24.9588717021,0.000424013238501666,"Archaea","Euryarchaeota","Euryarchaeota","Methanoculleus submarinus","AN","H"
860,29.9594313737,0.000747085926226668,"Archaea","Euryarchaeota","Euryarchaeota","Methanoculleus submarinus","AN","H"
860,30.0699740736,0.000720469761096668,"Archaea","Euryarchaeota","Euryarchaeota","Methanoculleus submarinus","AN","H"
860,30.0721522549,0.000680536437644999,"Archaea","Euryarchaeota","Euryarchaeota","Methanoculleus submarinus","AN","H"
860,36.8005542261,0.00132650029798666,"Archaea","Euryarchaeota","Euryarchaeota","Methanoculleus submarinus","AN","H"
860,36.9020211707,0.00146627298056834,"Archaea","Euryarchaeota","Euryarchaeota","Methanoculleus submarinus","AN","H"
860,36.9023842009,0.00145961742666,"Archaea","Euryarchaeota","Euryarchaeota","Methanoculleus submarinus","AN","H"
860,44.7489192288,0.00160647524890333,"Archaea","Euryarchaeota","Euryarchaeota","Methanoculleus submarinus","AN","H"
860,44.8596434438,0.00157653130681833,"Archaea","Euryarchaeota","Euryarchaeota","Methanoculleus submarinus","AN","H"
860,44.9543943295,0.0018394317367,"Archaea","Euryarchaeota","Euryarchaeota","Methanoculleus submarinus","AN","H"
860,44.9611103884,0.0017163039894,"Archaea","Euryarchaeota","Euryarchaeota","Methanoculleus submarinus","AN","H"
860,49.9311755221,0.000598443205434998,"Archaea","Euryarchaeota","Euryarchaeota","Methanoculleus submarinus","AN","H"
860,49.9364394602,0.000501937673763334,"Archaea","Euryarchaeota","Euryarchaeota","Methanoculleus submarinus","AN","H"
861,5.87565674256,0.00466689423848334,"Bacteria","Bacteria","Proteobacteria","Photobacterium frigidiphilum","FA","H"
861,9.85989492119,0.00534125876893333,"Bacteria","Bacteria","Proteobacteria","Photobacterium frigidiphilum","FA","H"
861,11.9614711033,0.00565574321985,"Bacteria","Bacteria","Proteobacteria","Photobacterium frigidiphilum","FA","H"
861,13.8441330998,0.00698737471181666,"Bacteria","Bacteria","Proteobacteria","Photobacterium frigidiphilum","FA","H"
861,15.945709282,0.00294027724183334,"Bacteria","Bacteria","Proteobacteria","Photobacterium frigidiphilum","FA","H"
861,17.5656742557,0.000430338290441668,"Bacteria","Bacteria","Proteobacteria","Photobacterium frigidiphilum","FA","H"
861,18.9667250438,0.000293478583513335,"Bacteria","Bacteria","Proteobacteria","Photobacterium frigidiphilum","FA","H"
861,20.5866900175,0.0001564209880575,"Bacteria","Bacteria","Proteobacteria","Photobacterium frigidiphilum","FA","H"
862,85.0404974973,0.00144405662616655,"Archaea","Crenarchaeota","Crenarchaeota","Pyrobaculum aerophilum","FA","M"
862,90.0938368977,0.00232928599316785,"Archaea","Crenarchaeota","Crenarchaeota","Pyrobaculum aerophilum","FA","M"
862,96.0895899692,0.00360819189400194,"Archaea","Crenarchaeota","Crenarchaeota","Pyrobaculum aerophilum","FA","M"
862,98.0234592244,0.00388816798664686,"Archaea","Crenarchaeota","Crenarchaeota","Pyrobaculum aerophilum","FA","M"
862,100.041003084,0.00388816798664686,"Archaea","Crenarchaeota","Crenarchaeota","Pyrobaculum aerophilum","FA","M"
863,80.0632911392,0.000713292027443112,"Archaea","Crenarchaeota","Crenarchaeota","Pyrobaculum calidifontis","FA","H"
863,85.0632911392,0.00130152636176609,"Archaea","Crenarchaeota","Crenarchaeota","Pyrobaculum calidifontis","FA","H"
863,90,0.00198450554170386,"Archaea","Crenarchaeota","Crenarchaeota","Pyrobaculum calidifontis","FA","H"
863,95,0.00182213690647129,"Archaea","Crenarchaeota","Crenarchaeota","Pyrobaculum calidifontis","FA","H"
863,97.9746835443,0.000742352073006084,"Archaea","Crenarchaeota","Crenarchaeota","Pyrobaculum calidifontis","FA","H"
864,54.8972922343,0.00242536262899802,"Archaea","Euryarchaeota","Euryarchaeota","Thermococcus acidaminovorans","AN","H"
864,65.019878371,0.00329489694523239,"Archaea","Euryarchaeota","Euryarchaeota","Thermococcus acidaminovorans","AN","H"
864,74.9561581929,0.00418616415066858,"Archaea","Euryarchaeota","Euryarchaeota","Thermococcus acidaminovorans","AN","H"
864,84.8970529418,0.00581466908646307,"Archaea","Euryarchaeota","Euryarchaeota","Thermococcus acidaminovorans","AN","H"
864,89.8023785676,0.00411660934479048,"Archaea","Euryarchaeota","Euryarchaeota","Thermococcus acidaminovorans","AN","H"
864,94.9049495947,0.00320167076546998,"Archaea","Euryarchaeota","Euryarchaeota","Thermococcus acidaminovorans","AN","H"
865,71.8380462725,0.00095997221594528,"Archaea","Crenarchaeota","Crenarchaeota","Ignicoccus hospitalis","AN","A"
865,73.8174807198,0.00153592742270466,"Archaea","Crenarchaeota","Crenarchaeota","Ignicoccus hospitalis","AN","A"
865,78.1362467866,0.0085347358902959,"Archaea","Crenarchaeota","Crenarchaeota","Ignicoccus hospitalis","AN","A"
865,82.5449871465,0.010236017683355,"Archaea","Crenarchaeota","Crenarchaeota","Ignicoccus hospitalis","AN","A"
865,87.0437017995,0.010745091386989,"Archaea","Crenarchaeota","Crenarchaeota","Ignicoccus hospitalis","AN","A"
865,91.3624678663,0.00781276811655796,"Archaea","Crenarchaeota","Crenarchaeota","Ignicoccus hospitalis","AN","A"
865,93.7917737789,0.006335306227977,"Archaea","Crenarchaeota","Crenarchaeota","Ignicoccus hospitalis","AN","A"
866,25.2151071275,0.00216099698218334,"Bacteria","Bacteria","Proteobacteria","Porphyrobacter cryptus","A","H"
866,30.0610581406,0.00330512694544999,"Bacteria","Bacteria","Proteobacteria","Porphyrobacter cryptus","A","H"
866,35.2436811341,0.00459439949468334,"Bacteria","Bacteria","Proteobacteria","Porphyrobacter cryptus","A","H"
866,37.672371442,0.0053198116455,"Bacteria","Bacteria","Proteobacteria","Porphyrobacter cryptus","A","H"
866,40.1239209553,0.00665861247296667,"Bacteria","Bacteria","Proteobacteria","Porphyrobacter cryptus","A","H"
866,42.770375272,0.00656069219278334,"Bacteria","Bacteria","Proteobacteria","Porphyrobacter cryptus","A","H"
866,45.0867747466,0.00649518920671667,"Bacteria","Bacteria","Proteobacteria","Porphyrobacter cryptus","A","H"
866,47.6971355812,0.00542876048966666,"Bacteria","Bacteria","Proteobacteria","Porphyrobacter cryptus","A","H"
866,50.3987327177,0.00458828365466667,"Bacteria","Bacteria","Proteobacteria","Porphyrobacter cryptus","A","H"
866,52.7478168456,0.000955374419746666,"Bacteria","Bacteria","Proteobacteria","Porphyrobacter cryptus","A","H"
867,25.1250739415,0.0019673287147,"Bacteria","Bacteria","Proteobacteria","Porphyrobacter cryptus","A","H"
867,30.0267693326,0.00238504393045,"Bacteria","Bacteria","Proteobacteria","Porphyrobacter cryptus","A","H"
867,35.0922890286,0.00275426688456666,"Bacteria","Bacteria","Proteobacteria","Porphyrobacter cryptus","A","H"
867,37.6914207798,0.00360874665383334,"Bacteria","Bacteria","Proteobacteria","Porphyrobacter cryptus","A","H"
867,40.2251832246,0.00493137225413333,"Bacteria","Bacteria","Proteobacteria","Porphyrobacter cryptus","A","H"
867,42.6364283494,0.0051886719938,"Bacteria","Bacteria","Proteobacteria","Porphyrobacter cryptus","A","H"
867,45.1365035442,0.00560735638636667,"Bacteria","Bacteria","Proteobacteria","Porphyrobacter cryptus","A","H"
867,47.7163854383,0.00594529832265,"Bacteria","Bacteria","Proteobacteria","Porphyrobacter cryptus","A","H"
867,50.3736677996,0.00613793057351667,"Bacteria","Bacteria","Proteobacteria","Porphyrobacter cryptus","A","H"
867,52.7018979156,0.00416766090841667,"Bacteria","Bacteria","Proteobacteria","Porphyrobacter cryptus","A","H"
867,55.291805777,0.00255241074383333,"Bacteria","Bacteria","Proteobacteria","Porphyrobacter cryptus","A","H"
868,25.1310895219,0.00212874678751667,"Bacteria","Bacteria","Proteobacteria","Porphyrobacter cryptus","A","H"
868,30.0297771227,0.00246575296685,"Bacteria","Bacteria","Proteobacteria","Porphyrobacter cryptus","A","H"
