ORGANISM_ID	TERM
26773	Host
26774	Wastewater
26774	Sludge
26774	Biofilm
24972	Soil
24973	Aquatic
24974	Mud
24979	Marine
24979	Aquatic
24993	Fresh water
24993	Aquatic
26150	Sediment
26170	Soil
13826	Estuaries
13826	Aquatic
14032	Mud
14151	Sediment
14151	Hypersaline lakes
14151	Aquatic
12987	Mud
12987	Fresh water
12987	Aquatic
13717	Soil
36737	Host
36737	Bird
26800	Mud
26800	Fresh water
26800	Aquatic
26185	Fresh water
26185	Aquatic
26214	Soil
13071	Sediment
13071	Hot spring
13071	Aquatic
13861	Hot spring
13861	Aquatic
13975	Insect
13975	Host
13979	Marine
13979	Deep sea
13979	Aquatic
13397	Marine
13397	Deep sea
13397	Aquatic
26217	Plant root
26217	Host
26832	Soil
26848	Soil
26861	Sediment
28548	Host
28555	Biofilm
28555	Aquatic
28560	Hot spring
28560	Aquatic
28575	Soil
13044	Sludge
13044	Bioreactor
13410	Marine
13410	Deep sea
13410	Aquatic
26238	Soil
26238	Rhizosphere
26870	Sediment
26870	Marine
26870	Aquatic
26871	Sediment
26871	Marine
26871	Aquatic
26875	Marine
26875	Aquatic
26885	Host
27232	Soil
27232	Rhizosphere
27236	Wastewater
27236	Sludge
27239	Host
27249	Soil
27925	Sediment
18500	Plants
18672	Insect
18672	Host
18722	Host
26891	Host
26899	Soil
29528	Host
29541	Host
27608	Soil
28254	Mud
28254	Aquatic
28583	Soil
28587	Soil
28587	Fresh water
28587	Aquatic
28608	Soil
29201	Mud
29209	Hot spring
29209	Aquatic
29210	Mud
27965	Aquatic
18768	Insect
18768	Host
18770	Host
18795	Host
28868	Soil
28870	Soil
28871	Soil
28311	Sediment
28311	Fresh water
28311	Aquatic
29593	Host
27966	Plant root
27966	Host
28623	Soil
28631	Soil
29259	Host
29273	Mud
29273	Fresh water
29273	Aquatic
29279	Aquatic
27324	Marine
27324	Aquatic
11195	Hot spring
11195	Aquatic
29615	Soil
27652	Host
28955	Sediment
28965	Sediment
28965	Ponds
28965	Aquatic
27326	Marine
27326	Aquatic
27345	Soil
27998	Soil
28027	Soil
28673	Soil
21084	Human intestinal microflora
21084	Human fecal
21084	Host
29658	Aquatic
29667	Aquatic
29672	Host
29677	Host
28379	Sediment
28386	Host
28676	Host
29283	Mud
29318	Ponds
29318	Fresh water
29318	Aquatic
27383	Aquatic
13478	Host
13483	Sludge
13483	Bioreactor
12778	Fresh water
12778	Aquatic
13158	Sediment
13158	Fresh water
13158	Aquatic
26346	Aquatic
26400	Host
26415	Soil
27076	Wastewater
27076	Sludge
28411	Soil
28991	Air
29684	Host
29710	Soil
29719	Wastewater
29719	Sludge
27746	Soil
5502	Hypersaline water
5502	Hypersaline soil
5502	Hypersaline sediment
6514	Human intestinal microflora
6514	Host
36940	Host
35183	Host
36049	Intertidal sediment
13565	Wastewater treatment plant
1833	Host
1833	Fresh water
74704	Bird
91464	Marine
91464	Aquatic
10472	Host
20617	Aquatic
27841	Host
109128	Sediment
781	Terrestrial
781	Soil
31369	Aquatic
31370	Soil
31370	Rhizosphere
31984	Soil
32016	Fresh water
32016	Aquatic
32018	Plant root
32018	Host
30118	Soil
30387	Soil
30387	Rhizosphere
30393	Host
30410	Fresh water
30410	Aquatic
30412	Fresh water
30412	Aquatic
31022	Soil
31023	Soil
30749	Soil
30779	Host
30780	Hydrothermal vent
30780	Hot spring
30780	Aquatic
31371	Soil
31371	Rhizosphere
31375	Gastrointestinal tract
31375	Feces
31035	Soil
31048	Sediment
31396	Sediment
31404	Plant root
31404	Host
31406	Soil
32026	Sediment
32026	Ponds
32026	Aquatic
30174	Soil
30178	Fresh water
30178	Aquatic
5500	Fresh water
6163	Human vaginal microflora
6163	Host
29796	Soil
29806	Aquatic
30429	Soil
31696	Wastewater
31696	Sludge
31696	Host
30807	Soil
30810	Sediment
30814	Wastewater
30814	Soil
30814	Sludge
30816	Aquatic
31431	Soil
32743	Host
10672	Host
31703	Host
30460	Air
31103	Soil
31103	Rhizosphere
32769	Host
32812	Host
32821	Soil
10687	Host
10726	Host
10726	Fresh water
10759	Host
10759	Fresh water
10833	Marine
10833	Host
10845	Human stomach
10845	Host
10869	Human stomach
10869	Host
31105	Air
31106	Plant root
31106	Host
31112	Soil
31123	Sediment
31740	Soil
31752	Host
32854	Sediment
32861	Aquatic
32876	Host
42541	Soil
27497	Biofilm
27498	Biofilm
27517	Soil
28155	Hot spring
28155	Aquatic
31770	Soil
31775	Plant root
31775	Host
29868	Soil
29878	Soil
30532	Fresh water
30532	Aquatic
32913	Host
32916	Soil
32930	Sediment
32939	Marine
32939	Aquatic
44838	Soil
28167	Host
28191	Sediment
28860	Fresh water
28860	Aquatic
28866	Soil
29463	Host
31145	Soil
31158	Air
31776	Soil
31776	Fresh water
31776	Aquatic
29899	Host
29929	Soil
32956	Host
33018	Host
34210	Host
33079	Host
48440	Tick
62686	Soil
29485	Host
27534	Soil
29938	Ponds
29938	Aquatic
30540	Soil
30559	Soil
30559	Rhizosphere
31183	Sediment
31183	Fresh water
31183	Aquatic
31210	Soil
31210	Host
31212	Soil
32459	Host
32483	Root nodule
32483	Plant root
32483	Host
32487	Wastewater
32487	Sludge
32509	Host
28221	Soil
28223	Aquatic
28230	Fresh water
28230	Aquatic
30844	Plant symbiont
30844	Host
30864	Host
31459	Soil
31466	Air
31217	Host
31816	Soil
31817	Soil
31830	Fresh water
31830	Aquatic
29944	Soil
32532	Host
32540	Air
31473	Aquatic
31474	Host
31474	Aquatic
31476	Soil
31491	Wastewater
31491	Sludge
30235	Host
30246	Sediment
30249	Soil
30871	Marine
30871	Aquatic
30586	Marine
30586	Aquatic
30603	Aquatic
31224	Sediment
31225	Soil
31247	Aquatic
31888	Sediment
31888	Ponds
31888	Aquatic
32553	Host
32557	Soil
32569	Soil
32585	Host
32589	Host
30885	Soil
30886	Soil
30886	Sand
30891	Soil
31499	Wastewater
31499	Sludge
31510	Plant root
31510	Host
31511	Host
30265	Wastewater
30265	Sludge
31897	Sediment
31897	Marine
31897	Aquatic
30009	Mud
30011	Host
30033	Marine
30033	Aquatic
30626	Soil
30631	Host
33242	Soil
33244	Soil
33250	Host
33262	Human skin
33262	Host
32638	Host
30280	Sediment
30280	Hot spring
30280	Aquatic
30287	Host
30906	Mud
30906	Aquatic
30913	Sediment
31551	Host
30633	Hot spring
30633	Aquatic
30647	Air
31898	Host
31906	Plant symbiont
31906	Host
31910	Fresh water
31910	Aquatic
32656	Plant root
32656	Host
32690	Soil
32694	Soil
32705	Host
30310	Soil
30333	Wastewater
30333	Sludge
30333	Host
30333	Aquatic
30940	Marine
30940	Aquatic
30955	Host
31567	Ponds
31567	Aquatic
31569	Sediment
31569	Hot spring
31569	Aquatic
31912	Soil
31912	Rhizosphere
30043	Soil
30059	Soil
30070	Soil
31302	Fresh water
31302	Aquatic
32715	Host
31589	Soil
31590	Host
31600	Hot spring
31600	Aquatic
30360	Host
30378	Wastewater
30378	Sludge
30996	Fresh water
30996	Aquatic
31304	Sediment
31308	Marine
31308	Aquatic
31957	Soil
31959	Soil
31962	Sediment
30095	Fresh water
30095	Aquatic
30099	Soil
30998	Root nodule
30998	Plant root
30998	Host
31620	Plant symbiont
31620	Host
31626	Soil
30386	Soil
30386	Rhizosphere
30113	Soil
30115	Soil
30708	Host
30738	Fresh water
30738	Aquatic
31338	Sediment
31338	Sand
31358	Fresh water
31358	Aquatic
10183	Host
10183	Fresh water
10212	Soil
10212	Host
10212	Fresh water
10212	Food
10265	Soil
10265	Root nodule
10265	Plant root
10265	Host
10273	Host
10293	Soil
10293	Host
10293	Fresh water
10293	Food
10401	Aquatic
19475	Wastewater
19475	Soil
19475	Fresh water
19576	Soil
19576	Saline water
19576	Fresh water
19576	Food
10460	Fresh water
11658	Host
17275	Fresh water
17379	Soil
19577	Host
19620	Mammalian gastrointestinal tract
19620	Animal feces
19632	Host
19635	Host
19668	Host
19669	Host
11745	Intestinal tract
11747	Intestinal tract
12542	Soil
12542	Marine
12542	Aquatic
14991	Soil
17857	Soil
19686	Host
19721	Host
19778	Host
19781	Host
19808	Host
19857	Host
19861	Host
19865	Soil
19865	Host
19902	Host
19921	Soil
19921	Host
12602	Host
12605	Host
12803	Human oral cavity
12803	Host
15117	Forest soil
17921	Aquatic
17923	Aquatic
19973	Soil
19973	Host
19979	Soil
19979	Host
20019	Host
20028	Host
20048	Soil
20048	Mouse
20048	Host
20129	Host
20136	Soil
12953	Soil
13903	Human
13903	Host
13935	Human
13935	Host
13982	Wetland
13982	Marine
15212	Soil
15223	Soil
15226	Soil
15243	Soil
15277	Soil
18055	Host
18058	Host
18098	Host
14129	Soil
14129	Ponds
14129	Host
14142	Hot spring
14142	Aquatic
14148	Wastewater
14148	Aquatic
14169	Gastrointestinal tract
15294	Soil
29434	Soil
10589	Host
10908	Host
10912	Host
10919	Host
10930	Fresh water
14765	Host
89888	Human
89888	Host
11216	Soil
11216	Host
11216	Fresh water
11269	Host
11296	Marine
15564	Soil
12049	Human stomach
12090	Gut
18290	Soil
18290	Ponds
18290	Fresh water
18290	Aquatic
12113	Host
12192	Plants
12225	Soda lakes
12225	Sediment
12225	Fresh water
12225	Aquatic
12262	Plants
12382	Soil
18510	Human
18510	Host
12416	Host
12416	Birds intestinal microflora
13006	Soil
13026	Air
13041	Host
13105	Soil
13105	Marine
13161	Human
13161	Host
16100	Fresh water
16100	Aquatic
16111	Fresh water
16111	Aquatic
16171	Fresh water
16171	Aquatic
16172	Fresh water
16172	Aquatic
18673	Host
13369	Soil
13398	Lake
13398	Fresh water
13398	Aquatic
13474	Bioreactor
13552	Meat food product
13559	Mud
13563	Mud
13636	Compost
16304	Host
18811	Host
18829	Hot spring
18829	Aquatic
13649	Soil
13840	Aquatic
16432	Respiratory tract
16460	Host
16490	Marine
16490	Aquatic
18841	Aquatic
18961	Human
18961	Host
18974	Hot spring
18974	Aquatic
14216	Gastrointestinal tract
14254	Gastrointestinal tract
14256	Gastrointestinal tract
14273	Marine
14273	Aquatic
14295	Gastrointestinal tract
16552	Intestinal tract
16559	Intestinal tract
16561	Intestinal tract
16610	Skin
16610	Mammalian gastrointestinal tract
16610	Insect endosymbiont
16610	Colon
19017	Hot spring
19017	Aquatic
19032	Aquatic
19105	Insect
19105	Host
16878	Gastrointestinal tract
19131	Soil
19131	Host
666	Host
1942	Host
27666	Soil
27666	Host
27683	Host
27683	Gastrointestinal tract
27683	Feces
31037	Plant root
31037	Host
27699	Soil
27781	Host
31200	Sand
31200	Marine
31200	Aquatic
27832	Soil
27838	Soil
27864	Soil
31667	Soil
31667	Aquatic
27911	Soil
27911	Rhizosphere
27950	Soil
27961	Soil
24999	Ponds
24999	Aquatic
28015	Soil
28087	Host
31804	Hot spring
31804	Aquatic
25021	Soil
28184	Host
32731	Host
20565	Human oral cavity
20565	Host
20579	Marine
20579	Hot spring
20582	Aquatic
20613	Host
20641	Human oral cavity
20641	Host
20644	Host
25140	Wastewater
25140	Sludge
25140	Host
25261	Fresh water
25261	Aquatic
32917	Soil
32935	Host
32935	Gastrointestinal tract
32935	Feces
20852	Soil
20852	Host
25273	Host
21481	Host
21509	Soil
25779	Root nodule
25779	Plant root
25779	Host
25813	Pig
25813	Host
25814	Marine
25814	Aquatic
33248	Host
21612	Host
22747	Aquatic
33272	Human oral cavity
33272	Host
22912	Host
22912	Animal gastrointestinal tract
26115	Soil
28256	Aquatic
26254	Soil
28450	Soil
28450	Fresh water
28450	Aquatic
33857	Fresh water
26326	Sediment
28470	Ponds
28470	Aquatic
28569	Soil
26796	Soil
28616	Air
28626	Aquatic
28658	Soil
23255	Soil
23255	Fresh water
26953	Mud
30135	Host
30143	Plant root
30143	Host
27495	Aquatic
27495	Air
24092	Soil
24099	Soil
24138	Host
24138	Gastrointestinal tract
24138	Feces
28819	Soil
28845	Soil
28888	Soil
28899	Soil
28899	Rhizosphere
30469	Aquatic
30547	Sediment
30547	Fresh water
30547	Aquatic
32495	Soil
32556	Host
32631	Host
32639	Root nodule
32639	Plant root
32639	Host
32647	Host
28931	Wastewater
28931	Sludge
33534	Host
34985	Host
35159	Host
35161	Host
35206	Host
36045	Fresh water
36045	Aquatic
35869	Soil
20438	Gastrointestinal tract
24235	Soil
28973	Soil
29043	Marine
29043	Hydrothermal vent
29043	Hot spring
29043	Aquatic
30588	Mud
20891	Terrestrial
29106	Soil
29106	Rhizosphere
29141	Soil
29144	Soil
30717	Soil
21138	Terrestrial
21138	Soil
21204	Host
21214	Marine
29260	Air
30919	Soil
21226	Gastrointestinal tract
21232	Marine
21255	Gastrointestinal tract
21274	Gastrointestinal tract
21280	Gastrointestinal tract
21294	Gastrointestinal tract
21298	Gastrointestinal tract
29340	Soil
29374	Mud
29378	Aquatic
29386	Host
29412	Soil
30964	Sand
26438	Host
26500	Soil
26503	Host
29440	Host
31436	Aquatic
31454	Fresh water
31454	Aquatic
31480	Aquatic
26526	Aquatic
26584	Marine
26584	Aquatic
26621	Fresh water
26621	Aquatic
29547	Soil
29547	Aquatic
29549	Marine
29549	Aquatic
29563	Host
29631	Host
31958	Sediment
29711	Soil
29725	Soil
23631	Host
23650	Aquatic
27212	Soil
29779	Soil
29800	Host
29815	Host
29815	Gastrointestinal tract
29815	Feces
29824	Soil
29851	Soil
29918	Soil
23762	Soil
23762	Rhizosphere
27252	Soil
27314	Marine
27314	Aquatic
28707	Soil
28711	Soil
29936	Fresh water
29936	Aquatic
29991	Soil
30012	Wastewater
30012	Sludge
30012	Host
23878	Host
28752	Air
28762	Plant root
28762	Host
28772	Wastewater
28772	Sludge
30042	Soil
30354	Soil
32451	Host
47307	Host
47878	Marine
47878	Aquatic
44079	Pig
44079	Host
44118	Host
44118	Bird
44154	Host
44192	Marine
44192	Deep sea
44192	Aquatic
48195	Iron mine
37617	Hydrothermal vent
37617	Hot spring
37617	Aquatic
40356	Host
40500	Marine
42717	Soil
45022	Soil
50204	Seafloor
42757	Soil
42942	Host
42942	Gastrointestinal tract
42504	Host
42508	Soil
42526	Host
42573	Host
88733	Compost
89942	Mouse
89942	Host
91461	Dairy isolates
91676	Fresh water
85281	Host
70950	Soil
81548	Termite gut
75667	Host
75710	Marine
75710	Coastal sea water
75710	Antarctic water
75710	Antarctic
75734	Soil
75764	Soil
103426	Marine
103426	Arctic
103693	Lake water
103693	Fresh water
103693	Aquatic
106104	Sediment
99447	Fresh water
99447	Aquatic
99447	Antarctic soil
99455	Marine sediment
106301	Sponge
106301	Coastal sea water
101121	Host
108242	Sediment
108242	Hot spring
108305	Host
108320	Sediment
102831	Fresh water sediment
102831	Aquatic
102859	Wetland
104096	Termite gut
19645	Soil
19645	Host
28192	Sediment
4982	Host
7603	Host
4128	Human skin
4128	Host
23258	Lake
23258	Fresh water
23258	Aquatic
30272	Aquatic
11749	Intestinal tract
2281	Human
2281	Host
44716	Stratosphere
2292	Soil
2292	Plants
2292	Host
2292	Fresh water
16850	Plants
16850	Host
1209	Soil
6719	Hot spring
6719	Fresh water
36080	Host
6793	Host
8765	Host
13086	Wine
13897	Oil fields
20791	Aquatic
24468	Host
11265	Host
10507	Host
13118	Soil
558	Nasopharyngeal microflora
558	Host
17603	Host
4335	Host
4335	Gastrointestinal tract
4335	Feces
24515	Host
20308	Host
27180	Soil
30533	Fresh water
30533	Aquatic
10593	Host
30604	Aquatic
5255	Human oral cavity
5255	Host
7842	Host
4577	Host
1471	Marine
1471	Host
1471	Aquatic
26586	Marine
26586	Aquatic
26952	Biofilm
21453	Host
28826	Soil
12338	Plants
4810	Host
5530	Human airways
5530	Host
5710	Host
5060	Soil
5060	Host
5266	Human oral cavity
5266	Host
6870	Human intestinal microflora
6870	Host
27951	Soil
31857	Soil
32004	Host
6928	Fresh water
6928	Aquatic
7090	Human intestinal microflora
7090	Host
5862	Host
10117	Host
4283	Host
28464	Soil
6393	Human airways
6393	Host
11566	Host
26947	Mud
26947	Marine
26947	Hydrothermal vent
26947	Hot spring
26947	Aquatic
9421	Host
10665	Human stomach
10665	Host
10793	Human stomach
10793	Host
7673	Host
7911	Soil
26391	Aquatic
25490	Fresh water
25490	Aquatic
10801	Human intestinal microflora
10801	Host
30890	Sand
31096	Wastewater
31096	Sludge
27782	Host
27782	Gastrointestinal tract
27782	Feces
1769	Host
10284	Host
13323	Mud
13323	Aquatic
8152	Terrestrial
32815	Lung
31378	Wetland
31378	Soil
31645	Host
3423	Human vaginal microflora
3423	Host
8928	Host
9812	Soil
9812	Root nodule
9812	Plant root
9812	Host
13986	Soil
13986	Saline soil
8802	Host
8912	Human oral cavity
8912	Host
103155	Soil
14036	Fresh water
14036	Aquatic
15019	Marine
15019	Hot spring
15019	Aquatic
32458	Host
29617	Soil
14001	Sediment
14001	Marine
14001	Aquatic
638	Host
13407	Built environment
14143	Hot spring
14143	Aquatic
14572	Soil
14572	Fresh water
14764	Host
13546	Olive oil wastewater
13546	Human
13546	Host
13546	Aquatic
13778	Marine
13778	Host
13778	Aquatic
13837	Soil
13837	Rice paddies
30463	Marine
30463	Aquatic
814	Host
8280	Host
5587	Human skin
5587	Host
12521	Host
13066	Sediment
13066	Marine
13066	Aquatic
12137	Oral cavity
12234	Plants
15913	Fresh water
15913	Aquatic
14637	Mud
14637	Aquatic
7096	Human intestinal microflora
7096	Host
16659	Soil
14275	Hot spring
14275	Fresh water
14275	Aquatic
34119	Host
16880	Gastrointestinal tract
3848	Soil
3848	Plant surface
5709	Host
12533	Oral cavity
1509	Host
27057	Soil
8405	Host
13470	Wastewater
13470	Aquatic
14194	Insect
14194	Host
16046	Sediment
16046	Fresh water
16046	Aquatic
8645	Host
13562	Sediment
13562	Marine sediment
13562	Marine
13562	Aquatic
2107	Soil
18133	Insect endosymbiont
18874	Marine
13191	Sludge
13191	Bioreactor
6434	Soil
6434	Salt marsh
18562	Host
35157	Host
2643	Host
12725	Dairy isolates
377	Human oral cavity
377	Hot spring
377	Host
377	Aquatic
6615	Human intestinal microflora
6615	Host
6615	Gastrointestinal tract
6615	Feces
21039	Terrestrial
21039	Soil
28065	Soil
11021	Host
11021	Fresh water
29408	Aquatic
27643	Aquatic
20101	Soil
20101	Host
10638	Fresh water
134	Soil
134	Human intestinal microflora
134	Host
24425	Air
32887	Host
18971	Rumen
18971	Host
18971	Cattle
18971	Bovine
296	Host
296	Bird
6603	Nasopharyngeal microflora
6603	Host
14188	Plants
25947	Oil fields
25947	Marine
25947	Aquatic
1127	Sediment
1127	Marine
23266	Aquatic
20127	Host
7728	Host
7931	Plants
13334	Soil
6864	Human intestinal microflora
6864	Host
18177	Soil
50552	Aquatic
27828	Soil
24898	Soil
21216	Gastrointestinal tract
31552	Fresh water
31552	Aquatic
31634	Hydrothermal vent
31634	Hot spring
31634	Aquatic
4883	Marine
6975	Host
11480	Gut
8880	Soil
8880	Plant surface
10177	Soil
10177	Host
10177	Fresh water
526	Terrestrial
526	Soil
526	Sediment
526	Host
5988	Oral cavity
5988	Host
9095	Host
16335	Host
88936	Pond water
88936	Fresh water
10185	Soil
10185	Host
10185	Fresh water
10276	Soil
10276	Root nodule
10276	Plant root
10276	Host
29005	Host
33128	Host
29948	Air
8042	Human intestinal microflora
8042	Host
13500	Wastewater treatment plant
24159	Soil
24159	Oil fields
13915	Sludge
14147	Wastewater
14147	Sewage
14147	Sediment
14147	Mud
14147	Marine
14147	Fresh water
14147	Aquatic
20441	Host
28395	Aquatic
7173	Human intestinal microflora
7173	Host
5202	Human oral cavity
5202	Host
103587	Marine
103587	Host
103587	Aquatic
11784	Intestinal tract
17615	Endosymbiont
9411	Soil
9411	Human intestinal microflora
9411	Host
637	Intestinal tract
637	Host
20045	Soil
20045	Host
6011	Human stomach
6011	Host
17284	Host
17284	Gastrointestinal tract
17284	Feces
768	Host
25955	Plants
25955	Fruits
29266	Host
29266	Gastrointestinal tract
29266	Feces
15615	Wastewater
15615	Sludge
3343	Host
8480	Host
13753	Fresh water
13753	Aquatic
10492	Marine
18590	Insect
18590	Host
20790	Ponds
20790	Aquatic
8530	Host
13010	Soil
6701	Plants
6701	Host
103166	Soil
14753	Host
14753	Gastrointestinal tract
14753	Feces
30889	Soil
19783	Host
6757	Host
12149	Root nodule
4505	Human oral cavity
4505	Host
5501	Fresh water
9816	Soil
9816	Root nodule
9816	Plant root
9816	Host
11282	Host
20117	Host
26259	Soil
46635	Plants
28573	Fermented food product
24953	Marine
24953	Aquatic
12292	Plants
13910	Mud
3613	Sediment
3613	Marine sediment
3613	Marine
8723	Human airways
8723	Host
29307	Host
30058	Soil
32688	Oil fields
32819	Soil
32819	Rhizosphere
32819	Host
13206	Hot spring
13206	Aquatic
13160	Human
13160	Host
27507	Activated sludge
18807	Olive oil wastewater
18807	Human
18807	Host
18807	Aquatic
6279	Host
6279	Gastrointestinal tract
42647	Sediment
42647	Mud
31047	Soil
19923	Soil
19923	Host
20016	Host
1028	Intestinal tract
1028	Host
6414	Human intestinal microflora
6414	Host
43269	Marine
43269	Coral
1072	Host
1072	Aquatic
25296	Respiratory tract
25296	Nasopharyngeal microflora
26509	Wastewater
26509	Sludge
33249	Host
42500	Host
7627	Host
3618	Oil fields
3618	Marine
6441	Host
19925	Soil
19925	Host
3774	Soil
3774	Host
5566	Plants
30466	Hot spring
30466	Aquatic
9526	Wastewater
9526	Aquatic
13444	Hot spring
13444	Aquatic
28324	Soil
12369	Oral cavity
14160	Soil
29492	Host
21082	Host
341	Human stomach
341	Host
20670	Soil
103652	Soil
4699	Host
10890	Host
21012	Terrestrial
12808	Host
18567	Insect
18567	Host
6136	Human skin
6136	Host
11121	Human skin
11121	Host
11293	Host
6259	Fresh water
1985	Human intestinal microflora
1985	Host
4818	Host
6743	Host
32804	Host
15213	Soil
7146	Human intestinal microflora
7146	Host
10207	Soil
10207	Host
10207	Fresh water
7758	Host
12432	Root nodule
10359	Fresh water
10359	Aquatic
3899	Host
3899	Fresh water
27404	Fresh water
27404	Aquatic
19718	Host
7739	Host
19750	Soil
19750	Host
19989	Host
11872	Marine
11872	Aquatic
20468	Soil
20468	Host
12520	Host
20576	Sediment
31871	Hot spring
31871	Aquatic
19680	Host
42551	Host
28761	Host
28761	Gastrointestinal tract
28761	Feces
33140	Host
26187	Soil
23993	Host
7994	Host
27320	Soil
1217	Human
1217	Host
32895	Host
33004	Marine
33004	Aquatic
27996	Wastewater
27996	Sludge
10392	Host
33968	Human skin
25300	Respiratory tract
25300	Lung
3219	Fresh water
3219	Aquatic
713	Soil
713	Intestinal tract
713	Fresh water
713	Food
28901	Fresh water
28901	Aquatic
102847	Sediment
102847	Fresh water
102847	Aquatic
3338	Host
522	Host
9135	Soil
12598	Host
12729	Host
31534	Soil
10679	Endosymbiont
946	Rhizosphere-colonizing
946	Rhizosphere
946	Host
4169	Host
9148	Host
13236	Human
13236	Host
7444	Human vaginal microflora
7444	Host
19922	Soil
19922	Host
7492	Respiratory tract
7492	Host
6988	Host
4284	Host
7022	Soil
30330	Sediment
13338	Human
13338	Host
26588	Marine
26588	Aquatic
19955	Host
6640	Host
16334	Host
3556	Human skin
3556	Host
24857	Oil production fluid
24857	Oil fields
27450	Soil
16502	Skin
2272	Wastewater treatment plant
2272	Aquatic
5496	Human oral cavity
5496	Host
6778	Human intestinal microflora
6778	Host
10947	Host
7561	Host
11058	Human stomach
11058	Host
4385	Host
4550	Host
29162	Host
1505	Host
68	Host
41593	Sludge
29188	Host
26507	Soil
30121	Soil
75384	Soil
75384	Host
1672	Host
4674	Human oral cavity
4674	Host
4674	Gastrointestinal tract
4674	Feces
1893	Fresh water
900	Human intestinal microflora
900	Host
900	Gastrointestinal tract
900	Feces
912	Human intestinal microflora
912	Host
912	Gastrointestinal tract
912	Feces
28525	Soil
85277	Host
85277	Gastrointestinal tract
13078	Soil
13078	Sand
2173	Ectomycorrhizal
214	Marine
24962	Soil
4853	Host
29282	Mud
29357	Hot spring
29357	Aquatic
3643	Human intestinal microflora
3643	Human fecal
3643	Host
24148	Soil
23312	Host
1018	Hot spring
1018	Fresh water
1018	Aquatic
3755	Host
9809	Lake
9809	Fresh water
9809	Aquatic
3798	Host
8573	Host
42435	Host
4923	Mammalian gastrointestinal tract
4923	Human intestinal microflora
4923	Host
4923	Birds intestinal microflora
26132	Soil
12568	Oral cavity
8795	Skin
8795	Human skin
8795	Host
8795	Fresh water
14012	Sediment
14012	Marine
14012	Aquatic
2939	Fresh water
13902	Mine
1096	Wastewater
1096	Host
23587	Soil
29947	Aquatic
209	Marine
96839	Meat food product
5866	Food
3031	Human skin
3031	Host
19876	Soil
19876	Host
1079	Host
9891	Soil
9891	Root nodule
9891	Plant root
9891	Host
4016	Skin
4016	Human skin
4016	Host
4026	Human intestinal microflora
4026	Human fecal
4026	Host
1229	Insect
1229	Host
8821	Soil
4127	Human skin
4127	Host
8997	Host
9087	Host
5081	Plants
1868	Host
101155	Human blood
101155	Host
4163	Human vaginal microflora
4163	Host
20087	Host
21794	Host
21794	Gastrointestinal tract
13304	Soil
13304	Permafrost sediment
3364	Human intestinal microflora
3364	Host
3364	Gastrointestinal tract
3364	Feces
103978	Amoeba
1381	Ponds
1381	Host
1381	Fresh water
1381	Aquatic
4258	Host
433	Mud
433	Hot spring
433	Fresh water
433	Aquatic
8126	Human intestinal microflora
8126	Host
2271	Soil
8259	Soil
8259	Normal microflora
4414	Host
94177	Water
94177	Soil
3403	Host
3403	Gastrointestinal tract
3403	Feces
2427	Host
101912	Fish brain
746	Solfataric field
746	Marine
746	Hydrothermal vent
746	Hot spring
746	Aquatic
19841	Host
26427	Sand
26427	Marine
26427	Aquatic
102826	Painting
578	Soil
578	Intestinal tract
578	Host
578	Food
3531	Human intestinal microflora
3531	Human fecal
3531	Host
3531	Gastrointestinal tract
3531	Feces
1374	Wastewater
1374	Sludge
2327	Hot spring
2327	Fresh water
2327	Aquatic
615	Soil
615	Normal microflora
13823	Sediment
13823	Marine
13823	Aquatic
3557	Host
3696	Marine
3696	Fresh water
3696	Aquatic
8519	Skin
8519	Human skin
8519	Host
8519	Fresh water
18599	Sea water
18599	Aquatic
18779	Sea water
18779	Marine
18779	Aquatic
27983	Host
4240	Soil
4240	Host
32622	Soil
36852	Plants
28596	Host
31929	Host
4436	Host
13411	Marine
13411	Deep sea
13411	Aquatic
5976	Marine
31127	Sediment
31952	Soil
8136	Host
6036	Host
21188	Surface water
21188	Marine
21188	Aquatic
21188	Antarctic
3368	Host
5276	Oral cavity
5276	Host
19723	Host
7413	Host
1675	Fresh water
3418	Human skin
3418	Host
30848	Aquatic
12051	Human stomach
4495	Surface water
4495	Sea water
4495	Marine
4495	Aquatic
16203	Intestinal tract
916	Human oral cavity
916	Human mucocutaneous surfaces
916	Human intestinal microflora
916	Host
28145	Soil
28808	Soil
28880	Soil
8347	Host
13577	Oil fields
21536	Aquatic
8439	Host
18493	Host
1080	Soil
75738	Soil
28921	Soil
43529	Trout
43529	Fish
20608	Host
7471	Marine
7471	Bovine rumen
7471	Aquatic
13039	Plants
5558	Human airways
5558	Host
7581	Soil
12131	Oral cavity
17565	Host
1984	Human intestinal microflora
1984	Host
42570	Host
32518	Plant root
32518	Host
48696	Rabbit
4738	Host
9374	Soil
9374	Human intestinal microflora
9374	Host
6977	Host
9725	Skin
9725	Human skin
9725	Host
9725	Fresh water
1215	Human oral cavity
1215	Human
1215	Host
75303	Nasopharyngeal microflora
3273	Host
24913	Marine
24913	Aquatic
8600	Surface water
8600	Marine
8600	Fresh water
8600	Aquatic
13916	Bioreactor
30767	Soil
30767	Aquatic
28229	Fresh water
28229	Aquatic
28971	Soil
28344	Soil
8639	Skin
8639	Human skin
8639	Host
8639	Fresh water
13230	Biofilm
13275	Soil
29277	Marine
29277	Aquatic
29074	Soil
31680	Fresh water
31680	Aquatic
7158	Human intestinal microflora
7158	Host
12288	Host
