"ref_id","ref_type","reference"
1,"doi","doi.org/10.1093/nar/gky879"
2,"doi","doi.org/10.1128/AEM.01738-18"
1517,"doi","doi.org/10.1099/ijs.0.051854-0"
1518,"doi","doi.org/10.1099/ijs.0.043893-0"
1519,"doi","doi.org/10.1099/ijs.0.63118-0"
1520,"doi","doi.org/10.1099/ijs.0.63909-0"
1521,"doi","doi.org/10.1099/ijs.0.021451-0"
1522,"doi","doi.org/10.1099/ijs.0.02977-0"
1523,"doi","doi.org/10.1099/ijs.0.013771-0"
1524,"doi","doi.org/10.1099/ijs.0.65524-0"
1525,"doi","doi.org/10.1099/ijs.0.64057-0"
1526,"doi","doi.org/10.1099/ijs.0.016709-0"
1527,"doi","doi.org/I 10.1099/ijs.0.65750-0"
1528,"doi","doi.org/10.1099/ijs.0.64790-0"
1529,"doi","doi.org/10.1099/ijs.0.003822-0"
1530,"doi","doi.org/10.1099/ijs.0.65616-0"
1531,"doi","doi.org/10.1099/ijs.0.65402-0"
1532,"doi","doi.org/10.1099/ijs.0.000943-0"
1533,"doi","doi.org/10.1099/ijs.0.64655-0"
1534,"doi","doi.org/10.1099/ijs.0.022392-0"
1535,"doi","doi.org/10.1099/ijs.0.64593-0"
1536,"doi","doi.org/10.1099/ijs.0.63639-0"
1537,"doi","doi.org/10.1099/ijs.0.64882-0"
1538,"doi","doi.org/10.1099/ijs.0.010835-0"
1539,"doi","doi.org/10.1099/ijs.0.005447-0"
1540,"doi","doi.org/10.1099/ijs.0.65574-0"
1541,"doi","doi.org/10.1099/ijs.0.65481-0"
1542,"doi","doi.org/10.1099/ijs.0.023937-0"
1543,"doi","doi.org/10.1099/ijs.0.65028-0"
1544,"doi","doi.org/10.1099/ijs.0.63714-0"
1545,"doi","doi.org/10.1099/ijs.0.65185-0"
1546,"doi","doi.org/10.1099/ijs.0.046607-0"
1547,"doi","doi.org/10.1099/ijs.0.011254-0"
1548,"doi","doi.org/10.1099/ijs.0.65478-0"
1549,"doi","doi.org/10.1099/ijs.0.63715-0"
1550,"doi","doi.org/10.1099/ijs.0.001669-0"
1551,"doi","doi.org/10.1099/ijs.0.02791-0"
1552,"doi","doi.org/10.1099/ijs.0.012807-0"
1553,"doi","doi.org/10.1099/ijs.0.032557-0"
1554,"doi","doi.org/10.1099/ijs.0.2008/000919-0"
1555,"doi","doi.org/10.1099/ijs.0.63863-0"
1556,"doi","doi.org/10.1099/ijs.0.64212-0"
1557,"doi","doi.org/10.1099/ijs.0.65178-0"
1558,"doi","doi.org/10.1099/ijs.0.012229-0"
1559,"doi","doi.org/10.1099/ijs.0.63511-0"
1560,"doi","doi.org/10.1099/ijs.0.046938-0"
1561,"doi","doi.org/10.1099/ijs.0.004945-0"
1562,"doi","doi.org/10.1099/ijs.0.042002-0"
1563,"doi","doi.org/10.1099/ijs.0.63802-0"
1564,"doi","doi.org/10.1099/ijs.0.041798-0"
1565,"doi","doi.org/10.1099/ijs.0.005348-0"
1566,"doi","doi.org/10.1099/ijs.0.63817-0"
1567,"doi","doi.org/10.1099/ijs.0.044396-0"
1568,"doi","doi.org/10.1099/ijs.0.63847-0"
1569,"doi","doi.org/10.1099/ijs.0.64577-0"
1570,"doi","doi.org/10.1099/ijs.0.000901-0"
1571,"doi","doi.org/10.1099/ijs.0.020347-0"
1572,"doi","doi.org/10.1099/ijs.0.040584-0"
1573,"doi","doi.org/10.1099/ijs.0.001404-0"
1574,"doi","doi.org/10.1099/ijs.0.64754-0"
1575,"doi","doi.org/10.1099/ijs.0.63498-0"
1576,"doi","doi.org/10.1099/ijs.0.64322-0"
1577,"doi","doi.org/10.1099/ijs.0.043620-0"
1578,"doi","doi.org/10.1099/ijs.0.64902-0"
1579,"doi","doi.org/10.1099/ijs.0.017236-0"
1580,"doi","doi.org/10.1099/ijs.0.019653-0"
1581,"doi","doi.org/10.1099/ijs.0.050328-0"
1582,"doi","doi.org/10.1099/ijs.0.64514-0"
1583,"doi","doi.org/10.1099/ijs.0.63377-0"
1584,"doi","doi.org/10.1099/ijs.0.048470-0"
1585,"doi","doi.org/10.1099/ijs.0.63695-0"
1586,"doi","doi.org/10.1099/ijs.0.051185-0"
1587,"doi","doi.org/10.1099/ijs.0.000968-0"
1588,"doi","doi.org/10.1099/ijs.0.004838-0"
1589,"doi","doi.org/10.1099/ijs.0.022012-0"
1590,"doi","doi.org/10.1099/ijs.0.039040-0"
1591,"doi","doi.org/10.1099/ijs.0.64156-0"
1592,"doi","doi.org/10.1099/ijs.0.64546-0"
1593,"doi","doi.org/10.1099/ijs.0.004648-0"
1594,"doi","doi.org/10.1099/ijs.0.65303-0"
1595,"doi","doi.org/10.1099/ijs.0.64144-0"
1596,"doi","doi.org/10.1099/ijs.0.043976-0"
1597,"doi","doi.org/10.1099/ijs.0.018804-0"
1598,"doi","doi.org/10.1099/ijs.0.65294-0"
1599,"doi","doi.org/10.1099/ijs.0.026609-0"
1600,"doi","doi.org/10.1099/ijs.0.65386-0"
1601,"doi","doi.org/10.1099/ijs.0.64086-0"
1602,"doi","doi.org/10.1099/ijs.0.041368-0"
1603,"doi","doi.org/10.1099/ijs.0.051490-0"
1604,"doi","doi.org/10.1099/ijs.0.014357-0"
1605,"doi","doi.org/10.1099/ijs.0.042077-0"
1606,"doi","doi.org/10.1099/ijs.0.012088-0"
1607,"doi","doi.org/10.1099/ijs.0.034249-0"
1608,"doi","doi.org/10.1099/ijs.0.013664-0"
1609,"doi","doi.org/10.1099/ijs.0.64650-0"
1610,"doi","doi.org/10.1099/ijs.0.005967-0"
1611,"doi","doi.org/10.1099/ijs.0.65427-0"
1612,"doi","doi.org/10.1099/ijs.0.045500-0"
1613,"doi","doi.org/10.1099/ijs.0.049833-0"
1614,"doi","doi.org/10.1099/ijs.0.63722-0"
1615,"doi","doi.org/10.1099/ijs.0.64103-0"
1616,"doi","doi.org/10.1099/ijs.0.65109-0"
1617,"doi","doi.org/10.1099/ijs.0.63752-0"
1618,"doi","doi.org/10.1099/ijs.0.63851-0"
1619,"doi","doi.org/10.1099/ijs.0.050062-0"
1620,"doi","doi.org/10.1099/ijs.0.63112-0"
1621,"doi","doi.org/10.1099/ijs.0.63190-0"
1622,"doi","doi.org/10.1099/ijs.0.030825-0"
1623,"doi","doi.org/10.1099/ijs.0.033357-0"
1624,"doi","doi.org/10.1099/ijs.0.029033-0"
1625,"doi","doi.org/10.1099/ijs.0.038257-0"
1626,"doi","doi.org/10.1099/ijs.0.041152-0"
1627,"doi","doi.org/10.1099/ijs.0.052761-0"
1628,"doi","doi.org/10.1099/ijs.0.63193-0"
1629,"doi","doi.org/I 10.1099/ijs.0.63937-0"
1630,"doi","doi.org/10.1099/ijs.0.63937-0"
1631,"doi","doi.org/10.1099/ijs.0.65535-0"
1632,"doi","doi.org/10.1099/ijs.0.015016-0"
1633,"doi","doi.org/10.1099/ijs.0.003087-0"
1634,"doi","doi.org/10.1099/ijs.0.63370-0"
1635,"doi","doi.org/10.1099/ijs.0.001990-0"
1636,"doi","doi.org/10.1099/ijs.0.042838-0"
1637,"doi","doi.org/10.1099/ijs.0.012575-0"
1638,"doi","doi.org/10.1099/ijs.0.63941-0"
1639,"doi","doi.org/10.1099/ijs.0.02718-0"
1640,"doi","doi.org/10.1099/ijs.0.020479-0"
1641,"doi","doi.org/10.1099/ijs.0.02924-0"
1642,"doi","doi.org/10.1099/ijs.0.030304-0"
1643,"doi","doi.org/10.1099/ijs.0.032011-0"
1644,"doi","doi.org/10.1099/ijs.0.02898-0"
1645,"doi","doi.org/10.1099/ijs.0.63100-0"
1646,"doi","doi.org/10.1099/ijs.0.015743-0"
1647,"doi","doi.org/10.1099/ijs.0.038349-0"
1648,"doi","doi.org/10.1099/ijs.0.63522-0"
1649,"doi","doi.org/10.1099/ijs.0.034702-0"
1650,"doi","doi.org/10.1099/ijs.0.014027-0"
1651,"doi","doi.org/10.1099/ijs.0.052183-0"
1652,"doi","doi.org/10.1099/ijs.0.029561-0"
1653,"doi","doi.org/10.1099/ijs.0.63926-0"
1654,"doi","doi.org/10.1099/ijs.0.65446-0"
1655,"doi","doi.org/10.1099/ijs.0.016543-0"
1656,"doi","doi.org/10.1099/ijs.0.020875-0"
1657,"doi","doi.org/10.1099/ijs.0.039123-0"
1658,"doi","doi.org/10.1099/ijs.0.035790-0"
1659,"doi","doi.org/10.1099/ijs.0.63129-0"
1660,"doi","doi.org/10.1099/ijs.0.64639-0"
1661,"doi","doi.org/10.1099/ijs.0.2008/000067-0"
1662,"doi","doi.org/10.1099/ijs.0.65727-0"
1663,"doi","doi.org/10.1099/ijs.0.038158-0"
1664,"doi","doi.org/10.1099/ijs.0.64104-0"
1665,"doi","doi.org/10.1099/ijs.0.051276-0"
1666,"doi","doi.org/10.1099/ijs.0.044107-0"
1667,"doi","doi.org/10.1099/ijs.0.049627-0"
1668,"doi","doi.org/10.1099/ijs.0.65156-0"
1669,"doi","doi.org/10.1099/ijs.0.63327-0"
1670,"doi","doi.org/10.1099/ijs.0.65409-0"
1671,"doi","doi.org/10.1099/ijs.0.049866-0"
1672,"doi","doi.org/10.1099/ijs.0.63689-0"
1673,"doi","doi.org/10.1099/ijs.0.047332-0"
1674,"doi","doi.org/10.1099/ijs.0.042408-0"
1675,"doi","doi.org/10.1099/ijs.0.65074-0"
1676,"doi","doi.org/10.1099/ijs.0.009480-0"
1677,"doi","doi.org/10.1099/ijs.0.014670-0"
1678,"doi","doi.org/10.1099/ijs.0.019042-0"
1679,"doi","doi.org/10.1099/ijs.0.004200-0"
1680,"doi","doi.org/10.1099/ijs.0.64758-0"
1681,"doi","doi.org/10.1099/ijs.0.020503-0"
1682,"doi","doi.org/10.1099/ijs.0.049171-0"
1683,"doi","doi.org/10.1099/ijs.0.002618-0"
1684,"doi","doi.org/10.1099/ijs.0.65758-0"
1685,"doi","doi.org/10.1099/ijs.0.64565-0"
1686,"doi","doi.org/10.1099/ijs.0.64977-0"
1687,"doi","doi.org/10.1099/ijs.0.030676-0"
1688,"doi","doi.org/10.1099/ijs.0.042044-0"
1689,"doi","doi.org/10.1099/ijs.0.011957-0"
1690,"doi","doi.org/10.1099/ijs.0.053744-0"
1691,"doi","doi.org/10.1099/ijs.0.65011-0"
1692,"doi","doi.org/10.1099/ijs.0.038455-0"
1693,"doi","doi.org/10.1099/ijs.0.033605-0"
1694,"doi","doi.org/10.1099/ijs.0.044495-0"
1695,"doi","doi.org/10.1099/ijs.0.047217-0"
1696,"doi","doi.org/10.1099/ijs.0.009365-0"
1697,"doi","doi.org/10.1099/ijs.0.040394-0"
1698,"doi","doi.org/10.1099/ijs.0.65536-0"
1699,"doi","doi.org/10.1099/ijs.0.63423-0"
1700,"doi","doi.org/10.1099/ijs.0.050047-0"
1701,"doi","doi.org/10.1099/ijs.0.64556-0"
1702,"doi","doi.org/10.1099/ijs.0.033431-0"
1703,"doi","doi.org/10.1099/ijs.0.018846-0"
1704,"doi","doi.org/10.1099/ijs.0.010603-0"
1705,"doi","doi.org/10.1099/ijs.0.65154-0 <ab><8f>_"
1706,"doi","doi.org/10.1099/ijs.0.65586-0"
1707,"doi","doi.org/10.1099/ijs.0.007955-0"
1708,"doi","doi.org/10.1099/ijs.0.032920-0"
1709,"doi","doi.org/10.1099/ijs.0.64935-0"
1710,"doi","doi.org/10.1099/ijs.0.048736-0"
1711,"doi","doi.org/10.1099/ijs.0.64243-0"
1712,"doi","doi.org/10.1099/ijs.0.032698-0"
1713,"doi","doi.org/10.1099/ijs.0.64669-0"
1714,"doi","doi.org/10.1099/ijs.0.02857-0"
1715,"doi","doi.org/10.1099/ijs.0.022301-0"
1716,"doi","doi.org/10.1099/ijs.0.039974-0"
1717,"doi","doi.org/10.1099/ijs.0.65138-0"
1718,"doi","doi.org/10.1099/ijs.0.010850-0"
1719,"doi","doi.org/10.1099/ijs.0.045203-0"
1720,"doi","doi.org/10.1099/ijs.0.03056-0"
1721,"doi","doi.org/10.1099/ijs.0.053819-0"
1722,"doi","doi.org/10.1099/ijs.0.014019-0"
1723,"doi","doi.org/10.1099/ijs.0.63459-0"
1724,"doi","doi.org/10.1099/ijs.0.020776-0"
1725,"doi","doi.org/10.1099/ijs.0.048652-0"
1726,"doi","doi.org/10.1099/ijs.0.045286-0"
1727,"doi","doi.org/10.1099/ijs.0.055566-0"
1728,"doi","doi.org/10.1099/ijs.0.65578-0"
1729,"doi","doi.org/10.1099/ijs.0.049080-0"
1730,"doi","doi.org/10.1099/ijs.0.022814-0"
1731,"doi","doi.org/10.1099/ijs.0.046524-0"
1732,"doi","doi.org/10.1099/ijs.0.045534-0"
1733,"doi","doi.org/10.1099/ijs.0.017582-0"
1734,"doi","doi.org/10.1099/ijs.0.035691-0"
1735,"doi","doi.org/10.1099/ijs.0.008771-0"
1736,"doi","doi.org/10.1099/ijs.0.65720-0"
1737,"doi","doi.org/10.1099/ijs.0.64065-0"
1738,"doi","doi.org/10.1099/ijs.0.004978-0"
1739,"doi","doi.org/10.1099/ijs.0.64164-0"
1740,"doi","doi.org/10.1099/ijs.0.014126-0"
1741,"doi","doi.org/10.1099/ijs.0.64119-0"
1742,"doi","doi.org/10.1099/ijs.0.046425-0"
1743,"doi","doi.org/10.1099/ijs.0.64776-0"
1744,"doi","doi.org/10.1099/ijs.0.007906-0"
1745,"doi","doi.org/10.1099/ijs.0.041178-0"
1746,"doi","doi.org/10.1099/ijs.0.030916-0"
1747,"doi","doi.org/10.1099/ijs.0.030049-0"
1748,"doi","doi.org/10.1099/ijs.0.048801-0"
1749,"doi","doi.org/10.1099/ijs.0.64071-0"
1750,"doi","doi.org/10.1099/ijs.0.009738-0"
1751,"doi","doi.org/10.1099/ijs.0.63736-0"
1752,"doi","doi.org/10.1099/ijs.0.052423-0"
1753,"doi","doi.org/10.1099/ijs.0.006882-0"
1754,"doi","doi.org/10.1099/ijs.0.025502-0"
1755,"doi","doi.org/10.1099/ijs.0.65512-0"
1756,"doi","doi.org/10.1099/ijs.0.009340-0"
1757,"doi","doi.org/10.1099/ijs.0.012633-0"
1758,"doi","doi.org/10.1099/ijs.0.019620-0"
1759,"doi","doi.org/10.1099/ijs.0.040998-0"
1760,"doi","doi.org/10.1099/ijs.0.017210-0"
1761,"doi","doi.org/10.1099/ijs.0.041947-0"
1762,"doi","doi.org/10.1099/ijs.0.037127-0"
1763,"doi","doi.org/10.1099/ijs.0.63875-0"
1764,"doi","doi.org/10.1099/ijs.0.02763-0"
1765,"doi","doi.org/10.1099/ijs.0.023499-0"
1766,"doi","doi.org/10.1099/ijs.0.053157-0"
1767,"doi","doi.org/10.1099/ijs.0.049916-0"
1768,"doi","doi.org/10.1099/ijs.0.021618-0"
1769,"doi","doi.org/10.1099/ijs.0.053751-0"
1770,"doi","doi.org/10.1099/ijs.0.041038-0"
1771,"doi","doi.org/10.1099/ijs.0.007815-0"
1772,"doi","doi.org/10.1099/ijs.0.043984-0"
1773,"doi","doi.org/10.1099/ijs.0.65637-0"
1774,"doi","doi.org/10.1099/ijs.0.049569-0"
1775,"doi","doi.org/10.1099/ijs.0.64560-0"
1776,"doi","doi.org/10.1099/ijs.0.017947-0"
1777,"doi","doi.org/10.1099/ijs.0.023838-0"
1778,"doi","doi.org/10.1099/ijs.0.034363-0"
1779,"doi","doi.org/10.1099/ijs.0.65554-0"
1780,"doi","doi.org/10.1099/ijs.0.044263-0"
1781,"doi","doi.org/10.1099/ijs.0.036608-0"
1782,"doi","doi.org/10.1099/ijs.0.64641-0"
1783,"doi","doi.org/10.1099/ijs.0.034603-0"
1784,"doi","doi.org/10.1099/ijs.0.045823-0"
1785,"doi","doi.org/10.1099/ijs.0.028944-0"
1786,"doi","doi.org/10.1099/ijs.0.040352-0"
1787,"doi","doi.org/10.1099/ijs.0.65382-0"
1788,"doi","doi.org/10.1099/ijs.0.63738-0"
1789,"doi","doi.org/10.1099/ijs.0.011015-0"
1790,"doi","doi.org/10.1099/ijs.0.63795-0"
1791,"doi","doi.org/10.1099/ijs.0.044305-0"
1792,"doi","doi.org/10.1099/ijs.0.64729-0"
1793,"doi","doi.org/10.1099/ijs.0.040808-0"
1794,"doi","doi.org/10.1099/ijs.0.013532-0"
1795,"doi","doi.org/10.1099/ijs.0.042283-0"
1796,"doi","doi.org/10.1099/ijs.0.021592-0"
1797,"doi","doi.org/10.1099/ijs.0.001966-0"
1798,"doi","doi.org/10.1099/ijs.0.042051-0"
1799,"doi","doi.org/10.1099/ijs.0.052399-0"
1800,"doi","doi.org/10.1099/ijs.0.044735-0"
1801,"doi","doi.org/10.1099/ijs.0.001537-0"
1802,"doi","doi.org/10.1099/ijs.0.63231-0"
1803,"doi","doi.org/10.1099/ijs.0.02932-0"
1804,"doi","doi.org/10.1099/ijs.0.02976-0"
1805,"doi","doi.org/10.1099/ijs.0.63227-0"
1806,"doi","doi.org/10.1099/ijs.0.63417-0"
1807,"doi","doi.org/10.1099/ijs.0.010843-0"
1808,"doi","doi.org/10.1099/ijs.0.039321-0"
1809,"doi","doi.org/10.1099/ijs.0.65377-0"
1810,"doi","doi.org/10.1099/ijs.0.051201-0"
1811,"doi","doi.org/10.1099/ijs.0.020610-0"
1812,"doi","doi.org/10.1099/ijs.0.048892-0"
1813,"doi","doi.org/10.1099/ijs.0.049460-0"
1814,"doi","doi.org/10.1099/ijs.0.046888-0"
1815,"doi","doi.org/10.1099/ijs.0.032326-0"
1816,"doi","doi.org/10.1099/ijs.0.013268-0"
1817,"doi","doi.org/10.1099/ijs.0.033217-0"
1818,"doi","doi.org/10.1099/ijs.0.014993-0"
1819,"doi","doi.org/10.1099/ijs.0.64749-0"
1820,"doi","doi.org/10.1099/ijs.0.036210-0"
1821,"doi","doi.org/10.1099/ijs.0.051714-0"
1822,"doi","doi.org/10.1099/ijs.0.014902-0"
1823,"doi","doi.org/10.1099/ijs.0.005140-0"
1824,"doi","doi.org/10.1099/ijs.0.64642-0"
1825,"doi","doi.org/10.1099/ijs.0.045880-0"
1826,"doi","doi.org/10.1099/ijs.0.64027-0"
1827,"doi","doi.org/10.1099/ijs.0.044875-0"
1828,"doi","doi.org/10.1099/ijs.0.02922-0"
1829,"doi","doi.org/10.1099/ijs.0.048116-0"
1830,"doi","doi.org/10.1099/ijs.0.64345-0"
1831,"doi","doi.org/10.1099/ijs.0.64628-0"
1832,"doi","doi.org/10.1099/ijs.0.001313-0"
1833,"doi","doi.org/10.1099/ijs.0.64723-0"
1834,"doi","doi.org/10.1099/ijs.0.000489-0"
1835,"doi","doi.org/10.1099/ijs.0.63123-0"
1836,"doi","doi.org/10.1099/ijs.0.001354-0"
1837,"doi","doi.org/10.1099/ijs.0.046581-0"
1838,"doi","doi.org/10.1099/ijs.0.051292-0"
1839,"doi","doi.org/10.1099/ijs.0.034595-0"
1840,"doi","doi.org/10.1099/ijs.0.031773-0"
1841,"doi","doi.org/10.1099/ijs.0.64638-0"
1842,"doi","doi.org/10.1099/ijs.0.043414-0"
1843,"doi","doi.org/10.1099/ijs.0.65740-0"
1844,"doi","doi.org/10.1099/ijs.0.047894-0"
1845,"doi","doi.org/10.1099/ijs.0.63089-0"
1846,"doi","doi.org/10.1099/ijs.0.2008/000398-0"
1847,"doi","doi.org/10.1099/ijs.0.2008/005942-0"
1848,"doi","doi.org/10.1099/ijs.0.65064-0"
1849,"doi","doi.org/10.1099/ijs.0.64170-0"
1850,"doi","doi.org/10.1099/ijs.0.039289-0"
1851,"doi","doi.org/10.1099/ijs.0.64067-0"
1852,"doi","doi.org/10.1099/ijs.0.029736-0"
1853,"doi","doi.org/10.1099/ijs.0.011585-0"
1854,"doi","doi.org/10.1099/ijs.0.020545-0"
1855,"doi","doi.org/10.1099/ijs.0.005322-0"
1856,"doi","doi.org/10.1099/ijs.0.64893-0"
1857,"doi","doi.org/10.1099/ijs.0.020321-0"
1858,"doi","doi.org/10.1099/ijs.0.63282-0"
1859,"doi","doi.org/ doi: 10.1099/ijs.0.037093-0"
1860,"doi","doi.org/doi: 10.1099/ijs.0.037093-0"
1861,"doi","doi.org/10.1099/ijs.0.64536-0"
1862,"doi","doi.org/10.1099/ijs.0.005900-0"
1863,"doi","doi.org/10.1099/ijs.0.034264-0"
1864,"doi","doi.org/10.1099/ijs.0.64284-0"
1865,"doi","doi.org/10.1099/ijs.0.65698-0"
1866,"doi","doi.org/10.1099/ijs.0.030858-0"
1867,"doi","doi.org/10.1099/ijs.0.65369-0"
1868,"doi","doi.org/10.1099/ijs.0.63971-0"
1869,"doi","doi.org/10.1099/ijs.0.006569-0"
1870,"doi","doi.org/10.1099/ijs.0.011981-0"
1871,"doi","doi.org/10.1099/ijs.0.016808-0"
1872,"doi","doi.org/10.1099/ijs.0.052043-0"
1873,"doi","doi.org/10.1099/ijs.0.052340-0"
1874,"doi","doi.org/10.1099/ijs.0.005512-0"
1875,"doi","doi.org/10.1099/ijs.0.048694-0"
1876,"doi","doi.org/10.1099/ijs.0.013870-0"
1877,"doi","doi.org/10.1099/ijs.0.63824-0"
1878,"doi","doi.org/10.1099/ijs.0.021824-0"
1879,"doi","doi.org/10.1099/ijs.0.031864-0"
1880,"doi","doi.org/10.1099/ijs.0.64671-0"
1881,"doi","doi.org/10.1099/ijs.0.013516-0"
1882,"doi","doi.org/10.1099/ijs.0.034678-0"
1883,"doi","doi.org/10.1099/ijs.0.63116-0"
1884,"doi","doi.org/10.1099/ijs.0.014035-0"
1885,"doi","doi.org/10.1099/ijs.0.64726-0"
1886,"doi","doi.org/10.1099/ijs.0.032268-0"
1887,"doi","doi.org/10.1099/ijs.0.02851-0"
1888,"doi","doi.org/10.1099/ijs.0.018606-0"
1889,"doi","doi.org/10.1099/ijs.0.65389-0"
1890,"doi","doi.org/10.1099/ijs.0.63411-0"
1891,"doi","doi.org/10.1099/ijs.0.013037-0"
1892,"doi","doi.org/10.1099/ijs.0.015933-0"
1893,"doi","doi.org/10.1099/ijs.0.64830-0"
1894,"doi","doi.org/10.1099/ijs.0.036301-0"
1895,"doi","doi.org/10.1099/ijs.0.040139-0"
1896,"doi","doi.org/10.1099/ijs.0.013722-0"
1897,"doi","doi.org/10.1099/ijs.0.054668-0"
1898,"doi","doi.org/10.1099/ijs.0.049262-0"
1899,"doi","doi.org/10.1099/ijs.0.044693-0"
1900,"doi","doi.org/10.1099/ijs.0.017061-0"
1901,"doi","doi.org/10.1099/ijs.0.002220-0"
1902,"doi","doi.org/10.1099/ijs.0.65470-0"
1903,"doi","doi.org/10.1099/ijs.0.031443-0"
1904,"doi","doi.org/10.1099/ijs.0.021725-0"
1905,"doi","doi.org/10.1099/ijs.0.65531-0"
1906,"doi","doi.org/10.1099/ijs.0.033167-0"
1907,"doi","doi.org/10.1099/ijs.0.021790-0"
1908,"doi","doi.org/10.1099/ijs.0.63787-0"
1909,"doi","doi.org/10.1099/ijs.0.65457-0"
1910,"doi","doi.org/10.1099/ijs.0.65188-0"
1911,"doi","doi.org/10.1099/ijs.0.64896-0"
1912,"doi","doi.org/10.1099/ijs.0.64817-0"
1913,"doi","doi.org/10.1099/ijs.0.65008-0"
1914,"doi","doi.org/10.1099/ijs.0.010801-0"
1915,"doi","doi.org/10.1099/ijs.0.65341-0"
1916,"doi","doi.org/10.1099/ijs.0.63801-0"
1917,"doi","doi.org/10.1099/ijs.0.65592-0"
1918,"doi","doi.org/10.1099/ijs.0.037432-0"
1919,"doi","doi.org/10.1099/ijs.0.053066-0"
1920,"doi","doi.org/10.1099/ijs.0.032169-0"
1921,"doi","doi.org/10.1099/ijs.0.65034-0"
1922,"doi","doi.org/10.1099/ijs.0.64180-0"
1923,"doi","doi.org/10.1099/ijs.0.018531-0"
1924,"doi","doi.org/10.1099/ijs.0.65360-0"
1925,"doi","doi.org/10.1099/ijs.0.64573-0"
1926,"doi","doi.org/10.1099/ijs.0.039016-0"
1927,"doi","doi.org/10.1099/ijs.0.2008/000711-0"
1928,"doi","doi.org/0.1099/ijs.0.2008/000711-0"
1929,"doi","doi.org/10.1099/ijs.0.019463-0"
1930,"doi","doi.org/10.1099/ijs.0.006270-0"
1931,"doi","doi.org/10.1099/ijs.0.014928-0"
1932,"doi","doi.org/10.1099/ijs.0.65511-0"
1933,"doi","doi.org/10.1099/ijs.0.63713-0"
1934,"doi","doi.org/10.1099/ijs.0.050864-0"
1935,"doi","doi.org/10.1099/ijs.0.049965-0"
1936,"doi","doi.org/10.1099/ijs.0.65662-0"
1937,"doi","doi.org/10.1099/ijs.0.031989-0"
1938,"doi","doi.org/10.1099/ijs.0.63676-0"
1939,"doi","doi.org/10.1099/ijs.0.014522-0"
1940,"doi","doi.org/10.1099/ijs.0.63108-0"
1941,"doi","doi.org/10.1099/ijs.0.65022-0"
1942,"doi","doi.org/10.1099/ijs.0.64818-0"
1943,"doi","doi.org/10.1099/ijs.0.02799-0"
1944,"doi","doi.org/10.1099/ijs.0.036871-0"
1945,"doi","doi.org/10.1099/ijs.0.02800-0"
1946,"doi","doi.org/10.1099/ijs.0.65381-0"
1947,"doi","doi.org/10.1099/ijs.0.65322-0"
1948,"doi","doi.org/10.1099/ijs.0.65746-0"
1949,"doi","doi.org/10.1099/ijs.0.64767-0"
1950,"doi","doi.org/10.1099/ijs.0.004275-0"
1951,"doi","doi.org/10.1099/ijs.0.64826-0"
1952,"doi","doi.org/10.1099/ijs.0.004424-0"
1953,"doi","doi.org/10.1099/ijs.0.003509-0"
1954,"doi","doi.org/10.1099/ijs.0.64702-0"
1955,"doi","doi.org/10.1099/ijs.0.63194-0"
1956,"doi","doi.org/10.1099/ijs.0.65711-0"
1957,"doi","doi.org/10.1099/ijs.0.65285-0"
1958,"doi","doi.org/10.1099/ijs.0.65436-0"
1959,"doi","doi.org/10.1099/ijs.0.65415-0"
1960,"doi","doi.org/10.1099/ijs.0.63114-0"
1961,"doi","doi.org/10.1099/ijs.0.039453-0"
1962,"doi","doi.org/10.1099/ijs.0.65307-0"
1963,"doi","doi.org/10.1099/ijs.0.65022"
1964,"doi","doi.org/10.1099/ijs.0.2008/000729-0"
1965,"doi","doi.org/10.1099/ijs.0.64973-0"
1966,"doi","doi.org/10.1099/ijs.0.037036-0"
1967,"doi","doi.org/10.1099/ijs.0.63616-0"
1968,"doi","doi.org/10.1099/ijs.0.020628-0"
1969,"doi","doi.org/10.1099/ijs.0.02942-0"
1970,"doi","doi.org/10.1099/ijs.0.023150-0"
1971,"doi","doi.org/10.1099/ijs.0.025627-0"
1972,"doi","doi.org/10.1099/ijs.0.011593-0"
1973,"doi","doi.org/10.1099/ijs.0.010173-0"
1974,"doi","doi.org/10.1099/ijs.0.051656-0"
1975,"doi","doi.org/10.1099/ijs.0.010017-0"
1976,"doi","doi.org/10.1099/ijs.0.045773-0"
1977,"doi","doi.org/10.1099/ijs.0.018598-0"
1978,"doi","doi.org/10.1099/ijs.0.051375-0"
1979,"doi","doi.org/10.1099/ijs.0.050500-0"
1980,"doi","doi.org/10.1099/ijs.0.036921-0"
1981,"doi","doi.org/10.1099/ijs.0.013078-0"
1982,"doi","doi.org/10.1099/ijs.0.050971-0"
1983,"doi","doi.org/10.1099/ijs.0.64648-0"
1984,"doi","doi.org/10.1099/ijs.0.018564-0"
1985,"doi","doi.org/10.1099/ijs.0.65316-0"
1986,"doi","doi.org/10.1099/ijs.0.64305-0"
1987,"doi","doi.org/10.1099/ijs.0.2008/002410-0"
1988,"doi","doi.org/10.1099/ijs.0.64272-0"
1989,"doi","doi.org/10.1099/ijs.0.65840-0"
1990,"doi","doi.org/10.1099/ijs.0.65700-0"
1991,"doi","doi.org/10.1099/ijs.0.018697-0"
1992,"doi","doi.org/10.1099/ijs.0.65398-0"
1993,"doi","doi.org/10.1099/ijs.0.056887-0"
1994,"doi","doi.org/10.1099/ijs.0.63964-0"
1995,"doi","doi.org/10.1099/ijs.0.014449-0"
