"ref_id","ref_type","reference"
1,"doi","doi.org/10.1093/nar/gky879"
2,"doi","doi.org/10.1128/AEM.01738-18"
1996,"doi","doi.org/10.1099/ijs.0.64286-0"
1997,"doi","doi.org/10.1099/ijs.0.013995-0"
1998,"doi","doi.org/10.1099/ijs.0.64372-0"
1999,"doi","doi.org/10.1099/ijs.0.2008/001602-0"
2000,"doi","doi.org/10.1099/ijs.0.031419-0"
2001,"doi","doi.org/10.1099/ijs.0.63954-0"
2002,"doi","doi.org/10.1099/ijs.0.052308-0"
2003,"doi","doi.org/10.1099/ijs.0.021543-0"
2004,"doi","doi.org/10.1099/ijs.0.028738-0"
2005,"doi","doi.org/10.1099/ijs.0.050914-0"
2006,"doi","doi.org/10.1099/ijs.0.003319-0"
2007,"doi","doi.org/10.1099/ijs.0.63077-0"
2008,"doi","doi.org/10.1099/ijs.0.65152-0"
2009,"doi","doi.org/10.1099/ijs.0.63860-0"
2010,"doi","doi.org/10.1099/ijs.0.64279-0"
2011,"doi","doi.org/10.1099/ijs.0.029207-0"
2012,"doi","doi.org/10.1099/ijs.0.65133-0"
2013,"doi","doi.org/10.1099/ijs.0.050021-0"
2014,"doi","doi.org/10.1099/ijs.0.65424-0"
2015,"doi","doi.org/10.1099/ijs.0.020396-0"
2016,"doi","doi.org/10.1099/ijs.0.009381-0"
2017,"doi","doi.org/10.1099/ijs.0.031336-0"
2018,"doi","doi.org/10.1099/ijs.0.02812-0"
2019,"doi","doi.org/10.1099/ijs.0.64031-0"
2020,"doi","doi.org/10.1099/ijs.0.046920-0"
2021,"doi","doi.org/10.1099/ijs.0.64666-0"
2022,"doi","doi.org/10.1099/ijs.0.031260-0"
2023,"doi","doi.org/10.1099/ijs.0.028357-0"
2024,"doi","doi.org/10.1099/ijs.0.014803-0"
2025,"doi","doi.org/10.1099/ijs.0.037861-0"
2026,"doi","doi.org/10.1099/ijs.0.010579-0"
2027,"doi","doi.org/10.1099/ijs.0.64308-0"
2028,"doi","doi.org/10.1099/ijs.0.039073-0"
2029,"doi","doi.org/10.1099/ijs.0.001685-0"
2030,"doi","doi.org/10.1099/ijs.0.65163-0"
2031,"doi","doi.org/10.1099/ijs.0.02719-0"
2032,"doi","doi.org/10.1099/ijs.0.033001-0"
2033,"doi","doi.org/10.1099/ijs.0.044297-0"
2034,"doi","doi.org/10.1099/ijs.0.008326-0"
2035,"doi","doi.org/10.1099/ijs.0.64238-0"
2036,"doi","doi.org/10.1099/ijs.0.63958-0"
2037,"doi","doi.org/10.1099/ijs.0.045484-0"
2038,"doi","doi.org/10.1099/ijs.0.02861-0"
2039,"doi","doi.org/10.1099/ijs.0.64819-0"
2040,"doi","doi.org/10.1099/ijs.0.008664-0"
2041,"doi","doi.org/10.1099/ijs.0.025536-0"
2042,"doi","doi.org/10.1099/ijs.0.041533-0"
2043,"doi","doi.org/10.1099/ijs.0.65042-0"
2044,"doi","doi.org/10.1099/ijs.0.65266-0"
2045,"doi","doi.org/10.1099/ijs.0.050708-0"
2046,"doi","doi.org/10.1099/ijs.0.64246-0"
2047,"doi","doi.org/10.1099/ijs.0.65069-0"
2048,"doi","doi.org/10.1099/ijs.0.043018-0"
2049,"doi","doi.org/10.1099/ijs.0.048744-0"
2050,"doi","doi.org/10.1099/ijs.0.021048-0"
2051,"doi","doi.org/10.1099/ijs.0.019380-0"
2052,"doi","doi.org/10.1099/ijs.0.03016-0"
2053,"doi","doi.org/10.1099/ijs.0.045146-0"
2054,"doi","doi.org/10.1099/ijs.0.02787-0"
2055,"doi","doi.org/10.1099/ijs.0.03031-0"
2056,"doi","doi.org/10.1099/ijs.0.64615-0"
2057,"doi","doi.org/DOI 10.1099/ijs.0.000349-0"
2058,"doi","doi.org/10.1099/ijs.0.65271-0"
2059,"doi","doi.org/10.1099/ijs.0.64629-0"
2060,"doi","doi.org/10.1099/ijs.0.023572-0"
2061,"doi","doi.org/10.1099/ijs.0.023002-0"
2062,"doi","doi.org/10.1099/ijs.0.034496-0"
2063,"doi","doi.org/10.1099/ijs.0.002444-0"
2064,"doi","doi.org/10.1099/ijs.0.000265-0"
2065,"doi","doi.org/10.1099/ijs.0.039719-0"
2066,"doi","doi.org/10.1099/ijs.0.051870-0"
2067,"doi","doi.org/10.1099/ijs.0.65588-0"
2068,"doi","doi.org/10.1099/ijs.0.64447-0"
2069,"doi","doi.org/10.1099/ijs.0.65033-0"
2070,"doi","doi.org/10.1099/ijs.0.048124-0"
2071,"doi","doi.org/10.1099/ijs.0.006775-0"
2072,"doi","doi.org/10.1099/ijs.0.005611-0"
2073,"doi","doi.org/10.1099/ijs.0.003368-0"
2074,"doi","doi.org/10.1099/ijs.0.035592-0"
2075,"doi","doi.org/10.1099/ijs.0.63172-0"
2076,"doi","doi.org/10.1099/ijs.0.046789-0"
2077,"doi","doi.org/10.1099/ijs.0.027896-0"
2078,"doi","doi.org/10.1099/ijs.0.65189-0"
2079,"doi","doi.org/10.1099/ijs.0.012484-0"
2080,"doi","doi.org/10.1099/ijs.0.64721-0"
2081,"doi","doi.org/10.1099/ijs.0.63899-0"
2082,"doi","doi.org/10.1099/ijs.0.047316-0"
2083,"doi","doi.org/10.1099/ijs.0.052662-0"
2084,"doi","doi.org/10.1099/ijs.0.038356-0"
2085,"doi","doi.org/10.1099/ijs.0.014076-0"
2086,"doi","doi.org/10.1099/ijs.0.034884-0"
2087,"doi","doi.org/10.1099/ijs.0.018689-0"
2088,"doi","doi.org/10.1099/ijs.0.051441-0"
2089,"doi","doi.org/10.1099/ijs.0.030528-0"
2090,"doi","doi.org/10.1099/ijs.0.029934-0"
2091,"doi","doi.org/10.1099/ijs.0.044776-0"
2092,"doi","doi.org/10.1099/ijs.0.039982-0"
2093,"doi","doi.org/10.1099/ijs.0.63641-0"
2094,"doi","doi.org/10.1099/ijs.0.63632-0"
2095,"doi","doi.org/10.1099/ijs.0.012864-0"
2096,"doi","doi.org/10.1099/ijs.0.033043-0"
2097,"doi","doi.org/10.1099/ijs.0.63905-0"
2098,"doi","doi.org/10.1099/ijs.0.051532-0"
2099,"doi","doi.org/10.1099/ijs.0.63167-0"
2100,"doi","doi.org/10.1099/ijs.0.038448-0"
2101,"doi","doi.org/10.1099/ijs.0.03029-0"
2102,"doi","doi.org/10.1099/ijs.0.65026-0"
2103,"doi","doi.org/10.1099/ijs.0.65167-0"
2104,"doi","doi.org/10.1099/ijs.0.63412-0"
2105,"doi","doi.org/10.1099/ijs.0.011270-0"
2106,"doi","doi.org/10.1099/ijs.0.63835-0"
2107,"doi","doi.org/10.1099/ijs.0.039685-0"
2108,"doi","doi.org/10.1099/ijs.0.007625-0"
2109,"doi","doi.org/10.1099/ijs.0.043125-0"
2110,"doi","doi.org/10.1099/ijs.0.012591-0"
2111,"doi","doi.org/10.1099/ijs.0.008318-0"
2112,"doi","doi.org/10.1099/ijs.0.028878-0"
2113,"doi","doi.org/10.1099/ijs.0.021675-0"
2114,"doi","doi.org/10.1099/ijs.0.013623-0"
2115,"doi","doi.org/10.1099/ijs.0.002451-0"
2116,"doi","doi.org/10.1099/ijs.0.02833-0"
2117,"doi","doi.org/10.1099/ijs.0.009001-0"
2118,"doi","doi.org/10.1099/ijs.0.65479-0"
2119,"doi","doi.org/10.1099/ijs.0.63353-0"
2120,"doi","doi.org/10.1099/ijs.0.022277-0"
2121,"doi","doi.org/10.1099/ijs.0.025288-0"
2122,"doi","doi.org/10.1099/ijs.0.63223-0"
2123,"doi","doi.org/10.1099/ijs.0.65213-0"
2124,"doi","doi.org/10.1099/ijs.0.65611-0"
2125,"doi","doi.org/10.1099/ijs.0.02998-0"
2126,"doi","doi.org/10.1099/ijs.0.038687-0"
2127,"doi","doi.org/10.1099/ijs.0.65023-0"
2128,"doi","doi.org/10.1099/ijs.0.049619-0"
2129,"doi","doi.org/10.1099/ijs.0.65366-0"
2130,"doi","doi.org/10.1099/ijs.0.011924-0"
2131,"doi","doi.org/10.1099/ijs.0.053348-0"
2132,"doi","doi.org/10.1099/ijs.0.63156-0"
2133,"doi","doi.org/10.1099/ijs.0.029314-0"
2134,"doi","doi.org/10.1099/ijs.0.017087-0"
2135,"doi","doi.org/10.1099/ijs.0.037010-0"
2136,"doi","doi.org/10.1099/ijs.0.040691-0"
2137,"doi","doi.org/10.1099/ijs.0.021733-0"
2138,"doi","doi.org/10.1099/ijs.0.037887-0"
2139,"doi","doi.org/DOI 10.1099/ijs.0.001651-0"
2140,"doi","doi.org/10.1099/ijs.0.65671-0"
2141,"doi","doi.org/10.1099/ijs.0.64128-0"
2142,"doi","doi.org/10.1099/ijs.0.004168-0"
2143,"doi","doi.org/10.1099/ijs.0.002907-0"
2144,"doi","doi.org/10.1099/ijs.0.012021-0"
2145,"doi","doi.org/10.1099/ijs.0.011478-0"
2146,"doi","doi.org/10.1099/ijs.0.014282-0"
2147,"doi","doi.org/10.1099/ijs.0.038422-0"
2148,"doi","doi.org/10.1099/ijs.0.63070-0"
2149,"doi","doi.org/10.1099/ijs.0.63836-0"
2150,"doi","doi.org/10.1099/ijs.0.63329-0"
2151,"doi","doi.org/10.1099/ijs.0.02690-0"
2152,"doi","doi.org/10.1099/ijs.0.65748-0"
2153,"doi","doi.org/10.1099/ijs.0.65293-0"
2154,"doi","doi.org/10.1099/ijs.0.030932-0"
2155,"doi","doi.org/10.1099/ijs.0.031880-0"
2156,"doi","doi.org/10.1099/ijs.0.63876-0"
2157,"doi","doi.org/10.1099/ijs.0.014506-0"
2158,"doi","doi.org/10.1099/ijs.0.65323-0"
2159,"doi","doi.org/10.1099/ijs.0.008482-0"
2160,"doi","doi.org/10.1099/ijs.0.006627-0"
2161,"doi","doi.org/10.1099/ijs.0.63915-0"
2162,"doi","doi.org/10.1099/ijs.0.012310-0"
2163,"doi","doi.org/I 10.1099/ijs.0.02742-0"
2164,"doi","doi.org/10.1099/ijs.0.021469-0"
2165,"doi","doi.org/10.1099/ijs.0.02689-0"
2166,"doi","doi.org/10.1099/ijs.0.052738-0"
2167,"doi","doi.org/10.1099/ijs.0.056051-0"
2168,"doi","doi.org/10.1099/ijs.0.038943-0"
2169,"doi","doi.org/10.1099/ijs.0.038893-0"
2170,"doi","doi.org/10.1099/ijs.0.63684-0"
2171,"doi","doi.org/10.1099/ijs.0.018200-0"
2172,"doi","doi.org/10.1099/ijs.0.014647-0"
2173,"doi","doi.org/10.1099/ijs.0.008045-0"
2174,"doi","doi.org/10.1099/ijs.0.050237-0"
2175,"doi","doi.org/10.1099/ijs.0.65048-0"
2176,"doi","doi.org/10.1099/ijs.0.033290-0"
2177,"doi","doi.org/10.1099/ijs.0.65613-0"
2178,"doi","doi.org/10.1099/ijs.0.041343-0"
2179,"doi","doi.org/10.1099/ijs.0.008516-0"
2180,"doi","doi.org/10.1099/ijs.0.65278-0"
2181,"doi","doi.org/10.1099/ijs.0.02953-0"
2182,"doi","doi.org/10.1099/ijs.0.63951-0"
2183,"doi","doi.org/10.1099/ijs.0.63745-0"
2184,"doi","doi.org/10.1099/ijs.0.046847-0"
2185,"doi","doi.org/10.1099/ijs.0.65751-0"
2186,"doi","doi.org/10.1099/ijs.0.63841-0"
2187,"doi","doi.org/10.1099/ijs.0.051011-0"
2188,"doi","doi.org/10.1099/ijs.0.001461-0"
2189,"doi","doi.org/10.1099/ijs.0.013797-0"
2190,"doi","doi.org/doi: 10.1099/ijs.0.036533-0"
2191,"doi","doi.org/10.1099/ijs.0.034355-0"
2192,"doi","doi.org/10.1099/ijs.0.64591-0"
2193,"doi","doi.org/10.1099/ijs.0.64821-0"
2194,"doi","doi.org/10.1099/ijs.0.63409-0"
2195,"doi","doi.org/10.1099/ijs.0.64239-0"
2196,"doi","doi.org/10.1099/ijs.0.64553-0"
2197,"doi","doi.org/10.1099/ijs.0.65472-0"
2198,"doi","doi.org/10.1099/ijs.0.014977-0"
2199,"doi","doi.org/10.1099/ijs.0.028282-0"
2200,"doi","doi.org/10.1099/ijs.0.011767-0"
2201,"doi","doi.org/10.1099/ijs.0.033613-0"
2202,"doi","doi.org/10.1099/ijs.0.003475-0"
2203,"doi","doi.org/10.1099/ijs.0.053702-0"
2204,"doi","doi.org/10.1099/ijs.0.055145-0"
2205,"doi","doi.org/10.1099/ijs.0.65799-0"
2206,"doi","doi.org/10.1099/ijs.0.040907-0"
2207,"doi","doi.org/10.1099/ijs.0.003293-0"
2208,"doi","doi.org/10.1099/ijs.0.63274-0"
2209,"doi","doi.org/10.1099/ijs.0.63083-0"
2210,"doi","doi.org/10.1099/ijs.0.053033-0"
2211,"doi","doi.org/10.1099/ijs.0.64147-0"
2212,"doi","doi.org/10.1099/ijs.0.008276-0"
2213,"doi","doi.org/10.1099/ijs.0.051920-0"
2214,"doi","doi.org/10.1099/ijs.0.65695-0"
2215,"doi","doi.org/10.1099/ijs.0.033852-0"
2216,"doi","doi.org/10.1099/ijs.0.001172-0"
2217,"doi","doi.org/10.1099/ijs.0.65834-0"
2218,"doi","doi.org/10.1099/ijs.0.65372-0"
2219,"doi","doi.org/10.1099/ijs.0.64743-0"
2220,"doi","doi.org/10.1099/ijs.0.63509-0"
2221,"doi","doi.org/10.1099/ijs.0.64836-0"
2222,"doi","doi.org/10.1099/ijs.0.041830-0"
2223,"doi","doi.org/10.1099/ijs.0.048769-0"
2224,"doi","doi.org/10.1099/ijs.0.009290-0"
2225,"doi","doi.org/10.1099/ijs.0.65250-0"
2226,"doi","doi.org/10.1099/ijs.0.052985-0"
2227,"doi","doi.org/10.1099/ijs.0.64618-0"
2228,"doi","doi.org/10.1099/ijs.0.019067-0"
2229,"doi","doi.org/10.1099/ijs.0.030619-0"
2230,"doi","doi.org/10.1099/ijs.0.64811-0"
2231,"doi","doi.org/10.1099/ijs.0.028217-0"
2232,"doi","doi.org/10.1099/ijs.0.63311-0"
2233,"doi","doi.org/10.1099/ijs.0.65135-0"
2234,"doi","doi.org/10.1099/ijs.0.053355-0"
2235,"doi","doi.org/10.1099/ijs.0.047027-0"
2236,"doi","doi.org/10.1099/ijs.0.036665-0"
2237,"doi","doi.org/10.1099/ijs.0.65584-0"
2238,"doi","doi.org/10.1099/ijs.0.017418-0"
2239,"doi","doi.org/10.1099/ijs.0.037572-0"
2240,"doi","doi.org/10.1099/ijs.0.054296-0"
2241,"doi","doi.org/10.1099/ijs.0.64607-0"
2242,"doi","doi.org/10.1099/ijs.0.63619-0"
2243,"doi","doi.org/10.1099/ijs.0.031781-0"
2244,"doi","doi.org/10.1099/ijs.0.65772-0"
2245,"doi","doi.org/10.1099/ijs.0.019307-0"
2246,"doi","doi.org/10.1099/ijs.0.007567-0"
2247,"doi","doi.org/10.1099/ijs.0.048918-0"
2248,"doi","doi.org/10.1099/ijs.0.02722-0"
2249,"doi","doi.org/10.1099/ijs.0.018077-0"
2250,"doi","doi.org/10.1099/ijs.0.016873-0"
2251,"doi","doi.org/10.1099/ijs.0.044123-0"
2252,"doi","doi.org/10.1099/ijs.0.63075-0"
2253,"doi","doi.org/10.1099/ijs.0.03057-0"
2254,"doi","doi.org/10.1099/ijs.0.031658-0"
2255,"doi","doi.org/10.1099/ijs.0.63248-0"
2256,"doi","doi.org/10.1099/ijs.0.64700-0"
2257,"doi","doi.org/10.1099/ijs.0.65677-0"
2258,"doi","doi.org/10.1099/ijs.0.041111-0"
2259,"doi","doi.org/10.1099/ijs.0.053124-0"
2260,"doi","doi.org/10.1099/ijs.0.011551-0"
2261,"doi","doi.org/10.1099/ijs.0.63508-0"
2262,"doi","doi.org/10.1099/ijs.0.006478-0"
2263,"doi","doi.org/10.1099/ijs.0.63266-0"
2264,"doi","doi.org/10.1099/ijs.0.006783-0"
2265,"doi","doi.org/10.1099/ijs.0.031468-0"
2266,"doi","doi.org/10.1099/ijs.0.045799-0"
2267,"doi","doi.org/10.1099/ijs.0.65527-0"
2268,"doi","doi.org/10.1099/ijs.0.052811-0"
2269,"doi","doi.org/10.1099/ijs.0.045757-0"
2270,"doi","doi.org/10.1099/ijs.0.64911-0"
2271,"doi","doi.org/10.1099/ijs.0.020453-0"
2272,"doi","doi.org/10.1099/ijs.0.63948-0"
2273,"doi","doi.org/10.1099/ijs.0.63741-0"
2274,"doi","doi.org/10.1099/ijs.0.63330-0"
2275,"doi","doi.org/10.1099/ijs.0.009985-0"
2276,"doi","doi.org/10.1099/ijs.0.64777-0"
2277,"doi","doi.org/10.1099/ijs.0.052266-0"
2278,"doi","doi.org/10.1099/ijs.0.65134-0"
2279,"doi","doi.org/10.1099/ijs.0.64582-0"
2280,"doi","doi.org/10.1099/ijs.0.64232-0"
2281,"doi","doi.org/10.1099/ijs.0.010371-0"
2282,"doi","doi.org/10.1099/ijs.0.039248-0"
2283,"doi","doi.org/10.1099/ijs.0.02455-0"
2284,"doi","doi.org/10.1099/ijs.0.017863-0"
2285,"doi","doi.org/10.1099/ijs.0.037853-0"
2286,"doi","doi.org/10.1099/ijs.0.027193-0"
2287,"doi","doi.org/10.1099/ijs.0.035709-0"
2288,"doi","doi.org/10.1099/ijs.0.006643-0"
2289,"doi","doi.org/10.1099/ijs.0.65572-0"
2290,"doi","doi.org/10.1099/ijs.0.64487-0"
2291,"doi","doi.org/10.1099/ijs.0.001925-0"
2292,"doi","doi.org/10.1099/ijs.0.65715-0"
2293,"doi","doi.org/10.1099/ijs.0.014373-0"
2294,"doi","doi.org/10.1099/ijs.0.65844-0"
2295,"doi","doi.org/I 10.1099/ijs.0.010439-0"
2296,"doi","doi.org/10.1099/ijs.0.010439-0"
2297,"doi","doi.org/10.1099/ijs.0.64547-0"
2298,"doi","doi.org/10.1099/ijs.0.63997-0"
2299,"doi","doi.org/10.1099/ijs.0.013565-0"
2300,"doi","doi.org/10.1099/ijs.0.63272-0"
2301,"doi","doi.org/10.1099/ijs.0.64315-0"
2302,"doi","doi.org/10.1099/ijs.0.63721-0"
2303,"doi","doi.org/10.1099/ijs.0.015396-0"
2304,"doi","doi.org/10.1099/ijs.0.63462-0"
2305,"doi","doi.org/10.1099/ijs.0.65351-0"
2306,"doi","doi.org/10.1099/ijs.0.65545-0"
2307,"doi","doi.org/10.1099/ijs.0.029868-0"
2308,"doi","doi.org/10.1099/ijs.0.046433-0"
2309,"doi","doi.org/10.1099/ijs.0.033795-0"
2310,"doi","doi.org/10.1099/ijs.0.64245-0"
2311,"doi","doi.org/10.1099/ijs.0.004358-0"
2312,"doi","doi.org/10.1099/ijs.0.047324-0"
2313,"doi","doi.org/10.1099/ijs.0.047233-0"
2314,"doi","doi.org/10.1099/ijs.0.002766-0"
2315,"doi","doi.org/10.1099/ijs.0.02819-0"
2316,"doi","doi.org/10.1099/ijs.0.021303-0"
2317,"doi","doi.org/10.1099/ijs.0.02741-0"
2318,"doi","doi.org/10.1099/ijs.0.004663-0"
2319,"doi","doi.org/10.1099/ijs.0.64683-0"
2320,"doi","doi.org/10.1099/ijs.0.021360-0"
2321,"doi","doi.org/10.1099/ijs.0.2008/001065-0"
2322,"doi","doi.org/10.1099/ijs.0.63434-0"
2323,"doi","doi.org/10.1099/ijs.0.65292-0"
2324,"doi","doi.org/10.1099/ijs.0.031203-0"
2325,"doi","doi.org/10.1099/ijs.0.032367-0"
2326,"doi","doi.org/10.1099/ijs.0.005983-0"
2327,"doi","doi.org/10.1099/ijs.0.64054-0"
2328,"doi","doi.org/10.1099/ijs.0.65254-0"
2329,"doi","doi.org/10.1099/ijs.0.000794-0"
2330,"doi","doi.org/10.1099/ijs.0.65308-0"
2331,"doi","doi.org/10.1099/ijs.0.65595-0"
2332,"doi","doi.org/10.1099/ijs.0.041236-0"
2333,"doi","doi.org/10.1099/ijs.0.020206-0"
2334,"doi","doi.org/10.1099/ijs.0.022384-0"
2335,"doi","doi.org/10.1099/ijs.0.013292-0"
2336,"doi","doi.org/10.1099/ijs.0.018952-0"
2337,"doi","doi.org/10.1099/ijs.0.008524-0"
2338,"doi","doi.org/10.1099/ijs.0.048587-0"
2339,"doi","doi.org/10.1099/ijs.0.036947-0"
2340,"doi","doi.org/10.1099/ijs.0.014118-0"
2341,"doi","doi.org/10.1099/ijs.0.017376-0"
2342,"doi","doi.org/10.1099/ijs.0.036830-0"
2343,"doi","doi.org/10.1099/ijs.0.019513-0"
2344,"doi","doi.org/10.1099/ijs.0.047530-0"
2345,"doi","doi.org/10.1099/ijs.0.035113-0"
2346,"doi","doi.org/10.1099/ijs.0.049924-0"
2347,"doi","doi.org/10.1099/ijs.0.021626-0"
2348,"doi","doi.org/10.1099/ijs.0.65059-0"
2349,"doi","doi.org/10.1099/ijs.0.016022-0"
2350,"doi","doi.org/10.1099/ijs.0.044115-0"
2351,"doi","doi.org/10.1099/ijs.0.043588-0"
2352,"doi","doi.org/10.1099/ijs.0.63461-0"
2353,"doi","doi.org/10.1099/ijs.0.64978-0"
2354,"doi","doi.org/10.1099/ijs.0.043174-0"
2355,"doi","doi.org/10.1099/ijs.0.03006-0"
2356,"doi","doi.org/10.1099/ijs.0.63294-0"
2357,"doi","doi.org/10.1099/ijs.0.039198-0"
2358,"doi","doi.org/10.1099/ijs.0.65050-0"
2359,"doi","doi.org/10.1099/ijs.0.011072-0"
2360,"doi","doi.org/10.1099/ijs.0.049841-0"
2361,"doi","doi.org/10.1099/ijs.0.029462-0"
2362,"doi","doi.org/10.1099/ijs.0.044222-0"
2363,"doi","doi.org/10.1099/ijs.0.042911-0"
2364,"doi","doi.org/10.1099/ijs.0.005256-0"
2365,"doi","doi.org/10.1099/ijs.0.009100-0"
2366,"doi","doi.org/10.1099/ijs.0.63497-0"
2367,"doi","doi.org/10.1099/ijs.0.054635-0"
2368,"doi","doi.org/10.1099/ijs.0.014597-0"
2369,"doi","doi.org/10.1099/ijs.0.65684-0"
2370,"doi","doi.org/10.1099/ijs.0.64701-0"
2371,"doi","doi.org/10.1099/ijs.0.037549-0"
2372,"doi","doi.org/10.1099/ijs.0.049718-0"
2373,"doi","doi.org/10.1099/ijs.0.2008/000281-0"
2374,"doi","doi.org/10.1099/ijs.0.015537-0"
2375,"doi","doi.org/10.1099/ijs.0.043273-0"
2376,"doi","doi.org/10.1099/ijs.0.009936-0"
2377,"doi","doi.org/10.1099/ijs.0.043398-0"
2378,"doi","doi.org/10.1099/ijs.0.65520-0"
2379,"doi","doi.org/10.1099/ijs.0.037309-0"
2380,"doi","doi.org/10.1099/ijs.0.046664-0"
2381,"doi","doi.org/10.1099/ijs.0.030320-0"
2382,"doi","doi.org/10.1099/ijs.0.047670-0"
2383,"doi","doi.org/10.1099/ijs.0.043471-0"
2384,"doi","doi.org/10.1099/ijs.0.64146-0"
2385,"doi","doi.org/10.1099/ijs.0.012401-0"
2386,"doi","doi.org/10.1099/ijs.0.029488-0"
2387,"doi","doi.org/10.1099/ijs.0.000109-0"
2388,"doi","doi.org/10.1099/ijs.0.65060-0"
2389,"doi","doi.org/10.1099/ijs.0.65490-0"
2390,"doi","doi.org/10.1099/ijs.0.63867-0"
2391,"doi","doi.org/10.1099/ijs.0.049593-0"
2392,"doi","doi.org/10.1099/ijs.0.027995-0"
2393,"doi","doi.org/10.1099/ijs.0.050492-0"
2394,"doi","doi.org/10.1099/ijs.0.039420-0"
2395,"doi","doi.org/10.1099/ijs.0.65455-0"
2396,"doi","doi.org/10.1099/ijs.0.033837-0"
2397,"doi","doi.org/10.1099/ijs.0.013367-0"
2398,"doi","doi.org/10.1099/ijs.0.035493-0"
2399,"doi","doi.org/10.1099/ijs.0.042945-0"
2400,"doi","doi.org/10.1099/ijs.0.034405-0"
2401,"doi","doi.org/10.1099/ijs.0.65290-0"
2402,"doi","doi.org/10.1099/ijs.0.63399-0"
2403,"doi","doi.org/10.1099/ijs.0.64095-0"
2404,"doi","doi.org/10.1099/ijs.0.64966-0"
2405,"doi","doi.org/10.1099/ijs.0.020495-0"
2406,"doi","doi.org/10.1099/ijs.0.63955-0"
2407,"doi","doi.org/10.1099/ijs.0.64473-0"
2408,"doi","doi.org/10.1099/ijs.0.051805-0"
2409,"doi","doi.org/10.1099/ijs.0.000588-0"
2410,"doi","doi.org/10.1099/ijs.0.002394-0"
2411,"doi","doi.org/10.1099/ijs.0.020990-0"
2412,"doi","doi.org/10.1099/ijs.0.016428-0"
2413,"doi","doi.org/10.1099/ijs.0.65391-0"
2414,"doi","doi.org/10.1099/ijs.0.65796-0"
2415,"doi","doi.org/10.1099/ijs.0.016931-0"
2416,"doi","doi.org/10.1099/ijs.0.032508-0"
2417,"doi","doi.org/10.1099/ijs.0.038927-0"
2418,"doi","doi.org/10.1099/ijs.0.037697-0"
2419,"doi","doi.org/10.1099/ijs.0.044453-0"
2420,"doi","doi.org/10.1099/ijs.0.02926-0"
2421,"doi","doi.org/10.1099/ijs.0.011437-0"
2422,"doi","doi.org/10.1099/ijs.0.008292-0"
2423,"doi","doi.org/10.1099/ijs.0.036137-0"
2424,"doi","doi.org/10.1099/ijs.0.046193-0"
2425,"doi","doi.org/10.1099/ijs.0.050054-0"
2426,"doi","doi.org/10.1099/ijs.0.006056-0"
2427,"doi","doi.org/10.1099/ijs.0.02849-0"
2428,"doi","doi.org/10.1099/ijs.0.65549-0"
2429,"doi","doi.org/10.1099/ijs.0.039628-0"
2430,"doi","doi.org/10.1099/ijs.0.63777-0"
2431,"doi","doi.org/10.1099/ijs.0.65469-0"
2432,"doi","doi.org/NA"
2433,"doi","doi.org/10.1099/ijs.0.65181-0"
2434,"doi","doi.org/10.1099/ijs.0.012286-0"
2435,"doi","doi.org/10.1099/ijs.0.008177-0"
2436,"doi","doi.org/10.1099/ijs.0.64552-0"
2437,"doi","doi.org/10.1099/ijs.0.013284-0"
2438,"doi","doi.org/10.1099/ijs.0.02892-0"
2439,"doi","doi.org/10.1099/ijs.0.65210-0"
2440,"doi","doi.org/10.1099/ijs.0.005231-0"
2441,"doi","doi.org/10.1099/ijs.0.02779-0"
2442,"doi","doi.org/10.1099/ijs.0.046656-0"
2443,"doi","doi.org/10.1099/ijs.0.016147-0"
2444,"doi","doi.org/10.1099/ijs.0.63492-0"
2445,"doi","doi.org/10.1099/ijs.0.009027-0"
2446,"doi","doi.org/10.1099/ijs.0.031492-0"
2447,"doi","doi.org/10.1099/ijs.0.65674-0"
2448,"doi","doi.org/10.1099/ijs.0.64293-0"
2449,"doi","doi.org/10.1099/ijs.0.042796-0"
2450,"doi","doi.org/10.1099/ijs.0.63236-0"
2451,"doi","doi.org/10.1099/ijs.0.64075-0"
2452,"doi","doi.org/10.1099/ijs.0.008458-0"
2453,"doi","doi.org/10.1099/ijs.0.052142-0"
2454,"doi","doi.org/10.1099/ijs.0.035071-0"
2455,"doi","doi.org/10.1099/ijs.0.043919-0"
2456,"doi","doi.org/10.1099/ijs.0.63550-0"
2457,"doi","doi.org/10.1099/ijs.0.017574-0"
2458,"doi","doi.org/10.1099/ijs.0.64640-0"
2459,"doi","doi.org/10.1099/ijs.0.042341-0"
2460,"doi","doi.org/10.1099/ijs.0.030189-0"
2461,"doi","doi.org/10.1099/ijs.0.63447-0"
2462,"doi","doi.org/10.1099/ijs.0.035774-0"
2463,"doi","doi.org/10.1099/ijs.0.63258-0"
2464,"doi","doi.org/10.1099/ijs.0.63151-0"
2465,"doi","doi.org/10.1099/ijs.0.65522-0"
2466,"doi","doi.org/10.1099/ijs.0.64522-0"
2467,"doi","doi.org/10.1099/ijs.0.65298-0"
2468,"doi","doi.org/10.1099/ijs.0.007518-0"
2469,"doi","doi.org/10.1099/ijs.0.63478-0"
2470,"doi","doi.org/10.1099/ijs.0.2008/000786-0"
2471,"doi","doi.org/10.1099/ijs.0.65390-0"
2472,"doi","doi.org/10.1099/ijs.0.65690-0"
2473,"doi","doi.org/10.1099/ijs.0.65197-0"
2474,"doi","doi.org/10.1099/ijs.0.64862-0"
2475,"doi","doi.org/10.1099/ijs.0.003145-0"
